250	15	0
246	11	0
243	9	0
241	8	0
239	6	0
237	4	0
234	2	0
232	0	0
228	0	0
228	0	0
226	0	0
223	0	0
222	0	0
218	0	0
214	0	0
214	0	0
209	0	0
209	0	0
209	0	0
202	0	0
200	0	0
200	0	0
196	0	0
194	0	0
191	0	0
190	0	0
187	0	0
186	0	0
182	0	0
178	0	0
178	0	0
178	0	0
173	0	0
173	0	0
168	0	0
164	0	0
164	0	0
160	0	0
159	0	0
159	0	0
154	0	0
150	0	0
150	0	0
147	0	0
141	0	0
141	0	0
141	0	0
137	0	0
137	0	0
132	0	0
128	0	0
