key	ja-JP	longitude	latitude	first_julian_day	last_julian_day	texture	overall_length
Kamekan336	道場山1地点	130.5148572	33.48510436	1684901	1703163	Kamekan	156
Kamekan337	横隈狐塚Ⅱ	130.5697693	33.42824561	1684901	1703163	Kamekan	144
Kamekan338	一の谷	130.4500754	33.50324854	1684901	1703163	Kamekan	141
Kamekan339	藤崎1次	130.3475063	33.57804239	1684901	1703163	Kamekan	124
Kamekan340	金隈	130.478595	33.56210854	1684901	1703163	Kamekan	124
Kamekan341	比恵6次	130.4267133	33.58014361	1684901	1703163	Kamekan	112
Kamekan342	立岩堀田	130.694312	33.64797483	1684901	1703163	Kamekan	108
Kamekan343	石成	130.6942611	33.38829445	1684901	1703163	Kamekan	108
Kamekan344	高辻B	130.4564366	33.5300988	1684901	1703163	Kamekan	104
Kamekan345	宇木汲田’66	130.0169946	33.39522221	1684901	1703163	Kamekan	99
Kamekan346	栗山’64	130.65375	33.39538966	1684901	1703163	Kamekan	99
Kamekan347	井上北内原	130.5801514	33.40541987	1684901	1703163	Kamekan	99
Kamekan348	有田64次	130.3318254	33.56977324	1684901	1703163	Kamekan	90
Kamekan349	干潟下屋敷	130.5887502	33.41972613	1684901	1703163	Kamekan	85
Kamekan350	安永田3年次	130.5126668	33.39907389	1684901	1703163	Kamekan	85
Kamekan351	姫方	130.4438309	33.36940289	1684901	1703163	Kamekan	85
Kamekan352	富の原B	129.9371905	32.94078457	1684901	1703163	Kamekan	79
Kamekan353	梅の木	130.7994614	32.85579436	1684901	1703163	Kamekan	79
Kamekan354	宝満尾	130.456206	33.57684736	1684901	1703163	Kamekan	73
Kamekan355	東小田峯	130.5863496	33.45175757	1684901	1703163	Kamekan	73
Kamekan356	安永田287区	130.5126668	33.39907389	1684901	1703163	Kamekan	73
Kamekan357	下月隈宮ノ後	130.456206	33.57684736	1684901	1703163	Kamekan	67
Kamekan358	栗山’25	130.65375	33.39538966	1684901	1703163	Kamekan	67
Kamekan359	栗山’62	130.65375	33.39538966	1684901	1703163	Kamekan	67
Kamekan360	安永田’79	130.5126668	33.39907389	1684901	1703163	Kamekan	67
Kamekan361	田島	130.0032143	33.410162	1684901	1703163	Kamekan	60
Kamekan362	須玖岡本G	130.4452302	33.53593259	1684901	1703163	Kamekan	60
Kamekan363	辻畑	130.4898022	33.61997038	1684901	1703163	Kamekan	60
Kamekan364	龍王寺	130.694312	33.64797483	1684901	1703163	Kamekan	60
Kamekan365	栗山’81	130.65375	33.39538966	1684901	1703163	Kamekan	60
Kamekan366	安国寺’78	130.5648243	33.32493974	1684901	1703163	Kamekan	60
Kamekan367	三雲八龍	130.2398418	33.53980739	1684901	1703163	Kamekan	52
Kamekan368	須玖岡本B’29	130.4452302	33.53593259	1684901	1703163	Kamekan	52
Kamekan369	瑞穂	130.4267133	33.58014361	1684901	1703163	Kamekan	52
Kamekan370	鹿部山	130.4638454	33.716775	1684901	1703163	Kamekan	52
Kamekan371	市営グランド	130.694312	33.64797483	1684901	1703163	Kamekan	52
Kamekan372	市営グランド東斜面	130.694312	33.64797483	1684901	1703163	Kamekan	52
Kamekan373	平原5地点	130.5610567	33.4543045	1684901	1703163	Kamekan	52
Kamekan374	大久保	130.5126668	33.39907389	1684901	1703163	Kamekan	52
Kamekan375	下久米	130.2374432	33.28202266	1684901	1703163	Kamekan	52
Kamekan376	中原1次	129.9982401	33.42172562	1684901	1703163	Kamekan	42
Kamekan377	三雲南小路	130.2398418	33.53980739	1684901	1703163	Kamekan	42
Kamekan378	有田36次	130.3318254	33.56977324	1684901	1703163	Kamekan	42
Kamekan379	7地点（11次）	130.3514387	33.57962733	1684901	1703163	Kamekan	42
Kamekan380	門田遺跡述田地区	130.4399435	33.51924663	1684901	1703163	Kamekan	42
Kamekan381	赤井手	130.4534308	33.53212063	1684901	1703163	Kamekan	42
Kamekan382	太田種鶏場	130.694312	33.64797483	1684901	1703163	Kamekan	42
Kamekan383	吹田	130.5905419	33.47131481	1684901	1703163	Kamekan	42
Kamekan384	鬼の枕古墳	130.6637706	33.42645712	1684901	1703163	Kamekan	42
Kamekan385	下中杖	130.4024122	33.31326959	1684901	1703163	Kamekan	42
Kamekan386	西矢護免	130.86831	32.879	1684901	1703163	Kamekan	42
Kamekan387	久里大牟田’52	129.983987	33.40481036	1684901	1703163	Kamekan	30
Kamekan388	久里大牟田’79	129.983987	33.40481036	1684901	1703163	Kamekan	30
Kamekan389	宇木汲田’84	130.0169946	33.39522221	1684901	1703163	Kamekan	30
Kamekan390	吉井松原	130.0780741	33.4842139	1684901	1703163	Kamekan	30
Kamekan391	三雲堺	130.2398418	33.53980739	1684901	1703163	Kamekan	30
Kamekan392	姪浜新町	130.32314	33.58292	1684901	1703163	Kamekan	30
Kamekan393	7地点（7次）	130.3475063	33.57804239	1684901	1703163	Kamekan	30
Kamekan394	7地点（10次）	130.3514387	33.57962733	1684901	1703163	Kamekan	30
Kamekan395	宝台	130.3841866	33.54788617	1684901	1703163	Kamekan	30
Kamekan396	須玖岡本C	130.4452302	33.53593259	1684901	1703163	Kamekan	30
Kamekan397	板付1区	130.4525811	33.56507457	1684901	1703163	Kamekan	30
Kamekan398	測候所	130.6917572	33.65619752	1684901	1703163	Kamekan	30
Kamekan399	下伊川	130.672	33.64972	1684901	1703163	Kamekan	30
Kamekan400	船石	130.4240126	33.352092	1684901	1703163	Kamekan	30
Kamekan401	五本谷	130.4240126	33.352092	1684901	1703163	Kamekan	30
Kamekan402	三津永田	130.3912786	33.34640189	1684901	1703163	Kamekan	30
Kamekan403	利田柳Ⅲ区	130.3620395	33.31818016	1684901	1703163	Kamekan	30
Kamekan404	四本黒木Ⅰ次	130.3634737	33.33190461	1684901	1703163	Kamekan	30
Kamekan405	四本黒木Ⅱ次	130.3634737	33.33190461	1684901	1703163	Kamekan	30
Kamekan406	小栗A	130.058867	32.8222005	1684901	1703163	Kamekan	30
Kamekan407	境目西原	130.6737724	32.67792569	1684901	1703163	Kamekan	30
Kamekan408	上の原’80	130.7403291	32.69116926	1684901	1703163	Kamekan	30
Kamekan409	旧協和醗酵工場内	130.7285601	32.78015047	1684901	1703163	Kamekan	30
Kamekan410	下南部	130.7573062	32.8233245	1684901	1703163	Kamekan	30
Kamekan411	八景水谷	130.7270173	32.84585979	1684901	1703163	Kamekan	30
Kamekan412	楡ノ木	130.7597198	32.83809167	1684901	1703163	Kamekan	30
Kamekan413	竹ノ後	130.7804	32.8509	1684901	1703163	Kamekan	30
Kamekan414	矢護川日向	130.8928082	32.9195691	1684901	1703163	Kamekan	30
Kamekan415	阿多貝塚	130.333333	31.45	1684901	1703163	Kamekan	30
Kamekan416	横隈狐塚Ⅱ	130.5697693	33.42824561	1703163	1721426	Kamekan	172
Kamekan417	道場山1地点	130.5148572	33.48510436	1703163	1721426	Kamekan	162
Kamekan418	栗山’25	130.65375	33.39538966	1703163	1721426	Kamekan	112
Kamekan419	井上北内原	130.5801514	33.40541987	1703163	1721426	Kamekan	112
Kamekan420	三雲八龍	130.2398418	33.53980739	1703163	1721426	Kamekan	79
Kamekan421	栗山’81	130.65375	33.39538966	1703163	1721426	Kamekan	79
Kamekan422	須玖岡本G	130.4452302	33.53593259	1703163	1721426	Kamekan	30
Kamekan423	権現塚北	130.4966947	33.16402786	1703163	1721426	Kamekan	30
Kamekan424	安永田287区	130.5126668	33.39907389	1721426	1748819	Kamekan	162
Kamekan425	横隈狐塚Ⅱ	130.5697693	33.42824561	1721426	1748819	Kamekan	134
Kamekan426	二塚山	130.407202	33.34194768	1721426	1748819	Kamekan	112
Kamekan427	安永田3年次	130.5126668	33.39907389	1721426	1748819	Kamekan	108
Kamekan428	道場山1地点	130.5148572	33.48510436	1721426	1748819	Kamekan	99
Kamekan429	井上北内原	130.5801514	33.40541987	1721426	1748819	Kamekan	85
Kamekan430	安永田’79	130.5126668	33.39907389	1721426	1748819	Kamekan	79
Kamekan431	宿	130.199	33.29403	1721426	1748819	Kamekan	67
Kamekan432	みやこ	130.0581278	33.17606258	1721426	1748819	Kamekan	67
Kamekan433	本告A地点	130.2374432	33.28202266	1721426	1748819	Kamekan	60
Kamekan434	富の原B	129.9371905	32.94078457	1721426	1748819	Kamekan	60
Kamekan435	宇木汲田’66	130.0169946	33.39522221	1721426	1748819	Kamekan	52
Kamekan436	藤崎1次	130.3475063	33.57804239	1721426	1748819	Kamekan	52
Kamekan437	須玖岡本E	130.4452302	33.53593259	1721426	1748819	Kamekan	52
Kamekan438	金隈	130.478595	33.56210854	1721426	1748819	Kamekan	52
Kamekan439	干潟下屋敷	130.5887502	33.41972613	1721426	1748819	Kamekan	52
Kamekan440	池の上5地点西	130.5610567	33.4543045	1721426	1748819	Kamekan	52
Kamekan441	富の原A	129.9371905	32.94078457	1721426	1748819	Kamekan	52
Kamekan442	曲松	130.5571941	33.18423259	1721426	1748819	Kamekan	52
Kamekan443	田島	130.0032143	33.410162	1721426	1748819	Kamekan	42
Kamekan444	柏崎松本	130.0032143	33.410162	1721426	1748819	Kamekan	42
Kamekan445	三雲八龍	130.2398418	33.53980739	1721426	1748819	Kamekan	42
Kamekan446	有田64次	130.3318254	33.56977324	1721426	1748819	Kamekan	42
Kamekan447	7地点（7次）	130.3475063	33.57804239	1721426	1748819	Kamekan	42
Kamekan448	高辻C	130.4564366	33.5300988	1721426	1748819	Kamekan	42
Kamekan449	立岩堀田	130.694312	33.64797483	1721426	1748819	Kamekan	42
Kamekan450	五本谷	130.4240126	33.352092	1721426	1748819	Kamekan	42
Kamekan451	原田	130.1746062	33.2502797	1721426	1748819	Kamekan	42
Kamekan452	宇久松原’68	129.1384605	33.27163946	1721426	1748819	Kamekan	30
Kamekan453	桜馬場	129.9629284	33.44908892	1721426	1748819	Kamekan	30
Kamekan454	久里大牟田’52	129.983987	33.40481036	1721426	1748819	Kamekan	30
Kamekan455	伊岐佐中原	130.0386526	33.36535699	1721426	1748819	Kamekan	30
Kamekan456	西新町’76	130.3560071	33.58469433	1721426	1748819	Kamekan	30
Kamekan457	宝台	130.3841866	33.54788617	1721426	1748819	Kamekan	30
Kamekan458	丸尾台	130.3795164	33.54505279	1721426	1748819	Kamekan	30
Kamekan459	門田遺跡述田地区	130.4399435	33.51924663	1721426	1748819	Kamekan	30
Kamekan460	諸岡2次	130.4479327	33.55925016	1721426	1748819	Kamekan	30
Kamekan461	比恵6次	130.4267133	33.58014361	1721426	1748819	Kamekan	30
Kamekan462	蒲田A	130.4898142	33.63861786	1721426	1748819	Kamekan	30
Kamekan463	中ノ坪	130.4896278	33.72326453	1721426	1748819	Kamekan	30
Kamekan464	東小田峯	130.5863496	33.45175757	1721426	1748819	Kamekan	30
Kamekan465	八並	130.6154543	33.46935724	1721426	1748819	Kamekan	30
Kamekan466	栗山’81	130.65375	33.39538966	1721426	1748819	Kamekan	30
Kamekan467	上川原	130.6371314	33.40773562	1721426	1748819	Kamekan	30
Kamekan468	姫方	130.4438309	33.36940289	1721426	1748819	Kamekan	30
Kamekan469	松葉石棺	130.407202	33.34194768	1721426	1748819	Kamekan	30
Kamekan470	金立開拓	130.303232	33.31967725	1721426	1748819	Kamekan	30
Kamekan471	西山田二本松B	130.2550273	33.3170097	1721426	1748819	Kamekan	30
Kamekan472	小野原Ⅰ区	130.0581278	33.17606258	1721426	1748819	Kamekan	30
Kamekan473	納手	130.0581278	33.17606258	1721426	1748819	Kamekan	30
Kamekan474	西の角	130.1117939	32.80638245	1721426	1748819	Kamekan	30
Kamekan475	今福B	130.2406051	32.65869179	1721426	1748819	Kamekan	30
Kamekan476	安国寺’78	130.5648243	33.32493974	1721426	1748819	Kamekan	30
Kamekan477	横隈狐塚Ⅱ	130.5697693	33.42824561	1748819	1757950	Kamekan	73
Kamekan478	二塚山	130.407202	33.34194768	1748819	1757950	Kamekan	67
Kamekan479	三津永田	130.3912786	33.34640189	1748819	1757950	Kamekan	67
Kamekan480	田島	130.0032143	33.410162	1748819	1757950	Kamekan	42
Kamekan481	伏龍A地区	130.2162258	33.55447911	1748819	1757950	Kamekan	42
Kamekan482	平原5地点	130.5610567	33.4543045	1748819	1757950	Kamekan	42
Kamekan483	池の上5地点西	130.5610567	33.4543045	1748819	1757950	Kamekan	42
Kamekan484	茂手	130.0581278	33.17606258	1748819	1757950	Kamekan	42
Kamekan485	吹上’80	130.9338831	33.33701685	1748819	1757950	Kamekan	42
Kamekan486	宇木汲田’66	130.0169946	33.39522221	1748819	1757950	Kamekan	30
Kamekan487	井原鑓溝	130.2445562	33.52810891	1748819	1757950	Kamekan	30
Kamekan488	西の角	130.1117939	32.80638245	1748819	1757950	Kamekan	30
Kamekan489	今福B	130.2406051	32.65869179	1748819	1757950	Kamekan	30
Kamekan490	西屋敷2次	130.5355392	33.3165114	1748819	1757950	Kamekan	30
Kamekan491	吹上’86	130.9338831	33.33701685	1748819	1757950	Kamekan	30
Kamekan492	曲松	130.5571941	33.18423259	1757950	1812736	Kamekan	137
Kamekan493	金隈	130.478595	33.56210854	1757950	1812736	Kamekan	73
Kamekan494	野方塚原	130.2963298	33.55386092	1757950	1812736	Kamekan	52
Kamekan495	六本黒木	130.303232	33.31967725	1757950	1812736	Kamekan	52
Kamekan496	紙園山	130.5658897	33.29972734	1757950	1812736	Kamekan	52
Kamekan497	草場2	130.9299368	33.33770259	1757950	1812736	Kamekan	52
Kamekan498	原の辻3次	129.75394	33.74778	1757950	1812736	Kamekan	42
Kamekan499	野方中原	130.2963298	33.55386092	1757950	1812736	Kamekan	42
Kamekan500	7地点（5次）	130.3475063	33.57804239	1757950	1812736	Kamekan	42
Kamekan501	七夕池南	130.4753335	33.58943267	1757950	1812736	Kamekan	42
Kamekan502	小隈出口	130.6562618	33.38269565	1757950	1812736	Kamekan	42
Kamekan503	横隈狐塚Ⅱ	130.5697693	33.42824561	1757950	1812736	Kamekan	42
Kamekan504	尾崎利田	130.3456363	33.32233213	1757950	1812736	Kamekan	42
Kamekan505	久里大牟田’52	129.983987	33.40481036	1757950	1812736	Kamekan	30
Kamekan506	久里大牟田’79	129.983987	33.40481036	1757950	1812736	Kamekan	30
Kamekan507	井原上学	130.2445562	33.52810891	1757950	1812736	Kamekan	30
Kamekan508	三雲寺口	130.2398418	33.53980739	1757950	1812736	Kamekan	30
Kamekan509	三雲中川屋敷	130.2398418	33.53980739	1757950	1812736	Kamekan	30
Kamekan510	飯氏馬場	130.2488239	33.56770844	1757950	1812736	Kamekan	30
Kamekan511	藤崎1次	130.3475063	33.57804239	1757950	1812736	Kamekan	30
Kamekan512	西新町’76	130.3560071	33.58469433	1757950	1812736	Kamekan	30
Kamekan513	油田	130.4393074	33.51332665	1757950	1812736	Kamekan	30
Kamekan514	那珂7次	130.4402407	33.56908966	1757950	1812736	Kamekan	30
Kamekan515	ウソフキ	130.4984304	33.56693611	1757950	1812736	Kamekan	30
Kamekan516	小田正信	130.663768	33.39466911	1757950	1812736	Kamekan	30
Kamekan517	西の角	130.1117939	32.80638245	1757950	1812736	Kamekan	30
Kamekan518	亀の甲	130.5265197	33.21618156	1757950	1812736	Kamekan	30
Kamekan519	筑後国府67－2次	130.5355392	33.3165114	1757950	1812736	Kamekan	30
