key	ja-JP	latitude	longitude	overall_length	texture	first_julian_day	last_julian_day	draw_count
Dotaku309	扁平鈕式	34.7344	135.2419	73	Dotaku3	1702798	1724712	1
Dotaku310	外縁付鈕2式	34.6242	135.7028	73	Dotaku2	1684536	1702798	1
Dotaku311	外縁付鈕1式	34.7042	135.7725	72	Dotaku2	1666274	1684536	1
Dotaku312	菱環紐1式	33.344582	130.481415	72	Dotaku1	1637054	1651664	1
Dotaku313	扁平鈕式	34.03323891	134.4532576	72	Dotaku3	1702798	1724712	1
Dotaku314	外縁付鈕1式	35.293055	136.778888	72	Dotaku2	1666274	1684536	1
Dotaku315	扁平鈕式	34.6847	135.8339	72	Dotaku3	1702798	1724712	1
Dotaku316	扁平鈕式	34.70592653	135.7760663	71	Dotaku3	1702798	1724712	1
Dotaku317	扁平鈕式	35.1594	135.1267	70	Dotaku3	1702798	1724712	1
Dotaku318	扁平鈕式	34.7344	135.2419	70	Dotaku3	1702798	1724712	1
Dotaku319	外緑付紐1式	33.9083	135.1653	70	Dotaku2	1666274	1684536	1
Dotaku320	扁平鈕式	34.03323891	134.4532576	70	Dotaku3	1702798	1724712	1
Dotaku321	外縁付鈕1式	34.78809904	135.4370755	70	Dotaku2	1666274	1684536	1
Dotaku322	外縁付鈕2式	35.16042144	135.126159	69	Dotaku2	1684536	1702798	1
Dotaku323	外縁付鈕2式	35.28761598	132.9065041	69	Dotaku2	1684536	1702798	1
Dotaku324	扁平鈕式	34.74316819	135.6026727	68	Dotaku3	1702798	1724712	2
Dotaku325	外縁付鈕2式	35.36823802	133.0695026	67	Dotaku2	1684536	1702798	1
Dotaku326	福田型	35.5245894	133.8191427	66	FukudaDotaku	1666274	1724712	1
Dotaku327	福田型	34.4522125	132.5467816	65	FukudaDotaku	1666274	1724712	1
Dotaku328	扁平鈕式	34.7244	135.2861	60	Dotaku3	1702798	1724712	1
Dotaku329	福田型	34.737995	133.801117	59	FukudaDotaku	1666274	1724712	1
Dotaku330	扁平鈕式	33.91006415	135.1504273	55	Dotaku3	1702798	1724712	1
Dotaku331	扁平鈕式	35.5169	132.9908	54	Dotaku3	1702798	1724712	1
Dotaku332	扁平鈕式	34.4244	135.3889	53	Dotaku3	1702798	1724712	1
Dotaku333	扁平鈕式	33.91006415	135.1504273	52	Dotaku3	1702798	1724712	1
Dotaku334	小銅鐸	34.8041218	135.5684879	47	Dotaku8	1669926	1684536	1
Dotaku335	小銅鐸	33.5756185	130.2735737	45	Dotaku8	1702798	1750279	1
Dotaku336	外縁付鈕2式	35.04852494	135.9305976	42	Dotaku2	1684536	1702798	1
Dotaku337	小銅鐸	35.529712	140.1646118	41	Dotaku8	1702798	1794109	1
Dotaku338	小銅鐸	34.45272813	136.9087928	40	Dotaku8	1702798	1794109	1
Dotaku339	小銅鐸	35.4055	140.0426	36	Dotaku8	1702798	1794109	1
Dotaku340	小銅鐸	34.59051164	135.6147063	35	Dotaku8	1702798	1794109	1
Dotaku341	小銅鐸	33.528179	130.45177	34	Dotaku8	1702798	1794109	1
Dotaku342	小銅鐸	35.529712	140.1646118	33	Dotaku8	1794109	1808718	1
Dotaku343	小銅鐸	35.29304719	139.9895217	30	Dotaku8	1702798	1794109	1
Dotaku344	小銅鐸	35.49694533	133.8591982	29	Dotaku8	1794109	1808718	1
Dotaku345	突線鈕3式	36.24252948	137.9577965	28	Dotaku5	1750279	1764889	1
Dotaku346	小銅鐸	35.4080893	139.3957436	27	Dotaku8	1794109	1808718	1
Dotaku347	小銅鐸	34.74878712	137.9555903	26	Dotaku8	1750279	1794109	1
Dotaku348	小銅鐸	33.56552698	130.452822	25	Dotaku8	1702798	1794109	1
Dotaku349	小銅鐸	35.49538649	140.0965927	23	Dotaku8	1794109	1808718	1
Dotaku350	小銅鐸	35.2184465	136.8512338	23	Dotaku8	1702798	1794109	1
Dotaku351	小銅鐸	35.02542302	133.7438962	22	Dotaku8	1750279	1794109	1
Dotaku352	小銅鐸	35.34324137	139.9333884	21	Dotaku8	1794109	1808718	1
Dotaku353	小銅鐸	34.48568792	135.6196249	20	Dotaku8	1742975	1794109	1
Dotaku354	小銅鐸	34.84453143	135.0290761	20	Dotaku8	1702798	1808718	1
Dotaku355	小銅鐸	35.529712	140.1646118	20	Dotaku8	1794109	1808718	1
Dotaku356	小銅鐸	35.71336528	139.6977241	19	Dotaku8	1702798	1794109	1
Dotaku357	小銅鐸	35.34141697	136.9066128	19	Dotaku8	1702798	1794109	1
Dotaku358	小銅鐸	34.55275035	136.5402001	18	Dotaku8	1702798	1794109	1
Dotaku359	小銅鐸	35.26786287	136.2296529	18	Dotaku8	1702798	1794109	1
Dotaku360	小銅鐸	33.50895663	130.7535458	18	Dotaku8	1651664	1677231	1
Dotaku361	小銅鐸	33.20781555	131.6630666	18	Dotaku8	1702798	1794109	1
Dotaku362	小銅鐸	35.529712	140.1646118	17	Dotaku8	1794109	1808718	1
Dotaku363	外縁付鈕2式	34.9197	132.1367	16	Dotaku2	1684536	1702798	1
Dotaku364	小銅鐸	34.227777	133.768611	12	Dotaku8	1702798	1750279	1
Dotaku365	小銅鐸	35.65581872	139.2955725	11	Dotaku8	1794109	1808718	1
Dotaku366	小銅鐸	35.02975496	135.9761429	11	Dotaku8	1688188	1702798	1
Dotaku367	突線鈕3～5式	34.50060599	135.4297688	0	Dotaku6	1750279	1794109	2
Dotaku368	外縁付鈕1式	35.3967599	136.5518217	0	Dotaku2	1666274	1684536	1
Dotaku369	突線鈕5式	34.7189	137.5317	0	Dotaku4	1779499	1794109	1
Dotaku370	突線鈕式	34.67253799	137.7009456	0	Dotaku4	1724712	1794109	1
Dotaku371	突線鈕3式	34.73290374	137.8546315	0	Dotaku5	1750279	1764889	1
Dotaku372	突線鈕2～3式	34.69719089	137.7107098	0	Dotaku4	1735670	1764889	1
Dotaku373	突線鈕3式	34.71965598	137.779385	0	Dotaku4	1750279	1764889	1
Dotaku374	突線鈕式	35.01273841	138.9483145	0	Dotaku4	1724712	1794109	1
Dotaku375	突線鈕3～5式	35.07840863	138.8738594	0	Dotaku4	1750279	1794109	1
Dotaku376	突線鈕3式	35.25373015	137.0116413	0	Dotaku5	1750279	1764889	1
Dotaku377	突線鈕式	35.08300089	136.9529362	0	Dotaku4	1724712	1794109	1
Dotaku378	突線鈕5式	35.2211	136.8536	0	Dotaku4	1779499	1794109	1
Dotaku379	突線鈕3～5式	35.2211	136.8536	0	Dotaku4	1750279	1794109	1
Dotaku380	突線鈕3式	34.9469109	137.1998699	0	Dotaku5	1750279	1764889	1
Dotaku381	外縁付鈕/扁平鈕式	34.84064025	137.3337429	0	Dotaku2	1666274	1724712	1
Dotaku382	突線鈕式	34.79294578	136.1669086	0	Dotaku4	1724712	1794109	1
Dotaku383	菱環紐2式	34.90064744	136.5880898	0	Dotaku1	1651664	1666274	1
Dotaku384	突線鈕3式	34.67008949	136.5039412	0	Dotaku6	1750279	1764889	1
Dotaku385	突線鈕式	34.89515735	136.548943	0	Dotaku6	1724712	1794109	1
Dotaku386	扁平鈕2～突線鈕2式	35.03525725	136.6369122	0	Dotaku3	1713755	1750279	1
Dotaku387	突線鈕式	35.04897437	135.9751237	0	Dotaku4	1724712	1794109	1
Dotaku388	扁平鈕式	35.18860363	135.6330945	0	Dotaku3	1702798	1724712	1
Dotaku389	突線鈕3式	35.46273067	135.3283321	0	Dotaku5	1750279	1764889	1
Dotaku390	突線鈕3式	34.76266744	135.4578992	0	Dotaku4	1750279	1764889	1
Dotaku391	扁平鈕式	34.6178673	135.5776547	0	Dotaku3	1702798	1724712	1
Dotaku392	突線鈕3～5式	34.6178673	135.5776547	0	Dotaku6	1750279	1794109	1
Dotaku393	扁平鈕式	34.51536388	135.6556865	0	Dotaku3	1702798	1724712	1
Dotaku394	突線鈕2式	35.51758909	134.8195402	0	Dotaku6	1735670	1750279	1
Dotaku395	突線鈕1式	34.615	135.8417	0	Dotaku6	1724712	1735670	1
Dotaku396	突線鈕3/4式	34.54463758	135.839879	0	Dotaku4	1750279	1779499	1
Dotaku397	突線鈕3～5式	33.74856383	135.3924161	0	Dotaku4	1750279	1794109	1
Dotaku398	扁平鈕式	34.27256761	135.2322715	0	Dotaku3	1702798	1724712	1
Dotaku399	突線鈕2式	34.26151598	135.247063	0	Dotaku6	1735670	1750279	1
Dotaku400	突線鈕4式	33.73280368	135.4229445	0	Dotaku6	1764889	1779499	1
Dotaku401	扁平鈕新～突線鈕1式	35.51379297	133.993429	0	Dotaku3	1713755	1735670	1
Dotaku402	突線鈕4式～5式	35.51379297	133.993429	0	Dotaku6	1764889	1794109	1
Dotaku403	外縁付鈕2式/扁平鈕1式	35.48966162	133.0759687	0	Dotaku2	1684536	1713755	1
Dotaku404	外縁付鈕1式	34.68080386	134.0691841	0	Dotaku2	1666274	1684536	1
Dotaku405	扁平鈕式	34.6864	134.0683	0	Dotaku3	1702798	1724712	1
Dotaku406	突線鈕式	34.67224379	134.027186	0	Dotaku6	1724712	1794109	1
Dotaku407	突線鈕式	34.50735891	133.9655412	0	Dotaku6	1724712	1794109	1
Dotaku408	扁平鈕式	34.0469	134.4742	0	Dotaku3	1702798	1724712	1
Dotaku409	扁平鈕式	34.17973304	133.8679603	0	Dotaku3	1702798	1724712	1
