language_ja_jp	language_en_us	longitude	latitude	min_size	max_size	first_julian_day	last_julian_day
水川縣(水入伊縣)	Sucheon	126.6754484	35.17476528	0.1	2	1721424	1997930
伯醗縣	Baekbal	126.6754484	35.17476528	0.1	2	1997931	9999999
道武郡	Domu	126.7222772	34.64486244	0.1	4	1721424	1997930
陽武郡	Yangmu	126.7222772	34.64486244	0.1	4	1997931	2064499
道康郡	Dogang	126.7222772	34.64486244	0.1	4	2064500	9999999
古西伊縣	Goseoi	126.5232548	34.60984683	0.1	2	1721424	1997930
固安縣(同安縣)	Goan(Dongan)	126.5232548	34.60984683	0.1	2	1997931	2064499
竹山縣	Juksan	126.5232548	34.60984683	0.1	2	2064500	9999999
冬音縣	Dongeum	126.7632524	34.51647188	0.1	2	1721424	1997930
溽津縣	Yokjin	126.7632524	34.51647188	0.1	2	1997931	9999999
塞琴縣(捉濱縣)	Saegeum	126.49106	34.45110942	0.1	2	1721424	1997930
浸索縣	Chimsak	126.49106	34.45110942	0.1	2	1997931	2064499
海南縣	Haenam	126.49106	34.45110942	0.1	2	2064500	9999999
黃述縣	Hwangsul	126.3535005	34.58183435	0.1	2	1721424	1997930
黃原縣	Hwangwon	126.3535005	34.58183435	0.1	2	1997931	9999999
勿阿兮郡	Mulahye	126.4237436	34.99968725	0.1	4	1721424	1997930
務安郡	Muan	126.4237436	34.99968725	0.1	4	1997931	9999999
屈乃縣	Gulnae	126.4822796	35.0930622	0.1	2	1721424	1997930
咸豐縣	Hampung	126.4822796	35.0930622	0.1	2	1997931	9999999
多只縣	Daji	126.5525228	35.11874031	0.1	2	1721424	1997930
多岐縣	Dagi	126.5525228	35.11874031	0.1	2	1997931	2064499
牟平縣	Mopyeong	126.5525228	35.11874031	0.1	2	2064500	9999999
道際縣(陰海縣)	Doje	126.2393553	35.1374153	0.1	2	1721424	1997930
海際縣	Haeje	126.2393553	35.1374153	0.1	2	1997931	9999999
因珍島郡	Injindo	126.261944	34.483056	0.1	2	1721424	1997930
珍島	Jindo	126.261944	34.483056	0.1	2	1997931	9999999
徒山縣	Dosan	126.2188677	34.51880625	0.1	4	1721424	1997930
牢山郡	Noesan	126.2188677	34.51880625	0.1	4	1997931	2064499
嘉興縣	Gaheung	126.2188677	34.51880625	0.1	4	2064500	9999999
買仇里縣	Maeguri	126.1193565	34.39975319	0.1	2	1721424	1997930
膽溽縣	Damyok	126.1193565	34.39975319	0.1	2	1997931	2064499
臨准縣	Rimjun	126.1193565	34.39975319	0.1	2	2064500	9999999
阿次山縣	Achasan	126.2510625	34.87829981	0.1	4	1721424	1997930
壓海郡	Aphae	126.2510625	34.87829981	0.1	4	1997931	9999999
鹽海縣	Yeomhae	126.2715501	35.235459	0.1	2	1721424	9999999
阿老縣/葛草縣(何老縣/谷野縣)	Ano	126.4061828	35.25646836	0.1	2	1721424	1997930
碣島縣	Galdo	126.4061828	35.25646836	0.1	2	1997931	2064499
六昌縣	Ryukchang	126.4061828	35.25646836	0.1	2	2064500	9999999
碣島縣	Galdo	126.3388665	35.19810902	0.1	2	1721424	9999999
古祿只縣(開要縣)	Golokeuji	126.2100873	35.04637472	0.1	2	1721424	1997930
鹽海縣	Yeomhae	126.2100873	35.04637472	0.1	2	1997931	2064499
臨憩縣	Rimge	126.2100873	35.04637472	0.1	2	2064500	9999999
居知山縣(屈知山縣)	Geojisan	126.0988689	34.66820617	0.1	2	1721424	1997930
安波縣	Anpa	126.0988689	34.66820617	0.1	2	1997931	2064499
長山縣	Jangsan	126.0988689	34.66820617	0.1	2	2064500	9999999
王京(大城)	Wanggyeong(Daeseong)	129.2042031	35.83305868	0.1	5	1721424	9999999
