ja-JP	latitude	longitude	overall_length	first_julian_day	last_julian_day	texture	texture
（大門公民館）	34.9538196	134.7756626	67	99999999	99999999	IeSekkanBrown	IeSekkan
（王子町墓地）	34.88501759	134.8398392	67	99999999	99999999	IeSekkanBrown	IeSekkan
（地蔵寺）	34.78846008	134.85633	67	99999999	99999999	IeSekkanBrown	IeSekkan
（神吉中学校）	34.78324386	134.8282821	67	99999999	99999999	IeSekkanBrown	IeSekkan
（教信寺）	34.75363618	134.8566764	67	99999999	99999999	IeSekkanBrown	IeSekkan
（古法華）	34.89005757	134.8244085	66.5	99999999	99999999	IeSekkanBrown	IeSekkan
（歴史民俗資料館）	34.9697339	134.7570908	66	99999999	99999999	IeSekkanBrown	IeSekkan
（常福寺裏）	34.79502829	134.8156413	66	99999999	99999999	IeSekkanBrown	IeSekkan
（水足薬師堂）	34.76568749	134.8638913	65.5	99999999	99999999	IeSekkanBrown	IeSekkan
（倉谷薬師堂）	34.8583554	134.8472532	65	99999999	99999999	IeSekkanBrown	IeSekkan
（家原阿弥陀堂）	34.92180449	134.9597491	65	99999999	99999999	IeSekkanBrown	IeSekkan
黒川町石棺橋	34.85179619	134.9494171	65	99999999	99999999	IeSekkanBrown	IeSekkan
（観音寺）	34.79713913	134.8596949	65	99999999	99999999	IeSekkanBrown	IeSekkan
（神吉中学校）	34.78324386	134.8282821	64.5	99999999	99999999	IeSekkanBrown	IeSekkan
（鶴林寺）	34.75490148	134.8332656	64.5	99999999	99999999	IeSekkanBrown	IeSekkan
（山崎立石）	34.9697339	134.7570908	64	99999999	99999999	IeSekkanBrown	IeSekkan
（観音寺）	34.79713913	134.8596949	63.5	99999999	99999999	IeSekkanBrown	IeSekkan
（井ノ口）	34.8080724	134.91361	63.5	99999999	99999999	IeSekkanBrown	IeSekkan
（小野墓地）	34.80259149	134.8841658	63.5	99999999	99999999	IeSekkan	IeSekkan
刈山4号墳	35.33540372	132.7619796	63	1925596	1947510	IeSekkan	IeSekkan
（金正寺）	34.8141303	134.8382106	63	99999999	99999999	IeSekkanBrown	IeSekkan
（宮前地蔵堂前）	34.80437675	134.8285359	63	99999999	99999999	IeSekkanBrown	IeSekkan
（西ノ山墓地）	34.78210182	134.8679893	63	99999999	99999999	IeSekkanBrown	IeSekkan
（横蔵寺前墓地）	34.74760927	134.8723083	63	99999999	99999999	IeSekkanBrown	IeSekkan
（旧硯橋）	34.83527166	134.5774627	62.5	99999999	99999999	IeSekkanBrown	IeSekkan
（五百羅漢寺）	34.94144524	134.8289151	62.5	99999999	99999999	IeSekkanBrown	IeSekkan
（古法華）	34.89005757	134.8244085	62	99999999	99999999	IeSekkanBrown	IeSekkan
（照雲寺）	34.85394772	134.5911338	61.5	99999999	99999999	IeSekkanBrown	IeSekkan
（前田橋）	34.89085099	134.8779402	61.5	99999999	99999999	IeSekkanBrown	IeSekkan
（ほほえみ地蔵）	34.80222225	134.8575681	61.5	99999999	99999999	IeSekkanBrown	IeSekkan
（井ノ口三昧）	34.95964503	134.7612347	61	99999999	99999999	IeSekkanBrown	IeSekkan
（大門公民館）	34.9538196	134.7756626	61	99999999	99999999	IeSekkanBrown	IeSekkan
（山田町）	34.95679357	134.893486	61	99999999	99999999	IeSekkanBrown	IeSekkan
（畑町）	34.95306469	134.8090416	61	99999999	99999999	IeSekkanBrown	IeSekkan
（岸呂阿弥陀堂）	34.90184935	134.8269737	61	99999999	99999999	IeSekkanBrown	IeSekkan
（観音堂）	34.84365906	134.9246679	61	99999999	99999999	IeSekkanBrown	IeSekkan
（妙正寺）	34.80574693	134.8098364	61	99999999	99999999	IeSekkanBrown	IeSekkan
（養老地蔵堂）	34.79945618	134.8677994	61	99999999	99999999	IeSekkanBrown	IeSekkan
（浄土寺）	34.86087211	134.9589172	60.5	99999999	99999999	IeSekkanBrown	IeSekkan
（西ノ山墓地）	34.78210182	134.8679893	60.5	99999999	99999999	IeSekkanBrown	IeSekkan
（倉谷薬師堂）	34.8583554	134.8472532	60	99999999	99999999	IeSekkanBrown	IeSekkan
（長楽寺）	34.80914755	134.8558531	60	99999999	99999999	IeSekkanBrown	IeSekkan
（横蔵寺）	34.74760927	134.8723083	60	99999999	99999999	IeSekkanBrown	IeSekkan
（正願寺）	34.79066335	134.8097017	59.5	99999999	99999999	IeSekkanBrown	IeSekkan
（真萱）	33.18161349	131.6634335	59	1881767	1910986	FunaSekkanRed	FunaSekkan
（地蔵堂）	34.79331538	134.8281485	59	99999999	99999999	IeSekkanBrown	IeSekkan
（石守たぐり地蔵）	34.76991786	134.8747583	59	99999999	99999999	IeSekkanBrown	IeSekkan
（常楽寺）	34.79331538	134.8281485	58.5	99999999	99999999	IeSekkanBrown	IeSekkan
（丁共同墓地）	34.8146896	134.5985763	58	99999999	99999999	IeSekkanBrown	IeSekkan
（倉谷薬師堂）	34.8583554	134.8472532	58	99999999	99999999	IeSekkanBrown	IeSekkan
構の石棺	34.82542793	134.8105726	58	99999999	99999999	IeSekkan	IeSekkan
（野村厄神さん）	34.77966997	134.9237016	58	99999999	99999999	IeSekkanBrown	IeSekkan
（野村厄神さん）	34.77966997	134.9237016	58	99999999	99999999	IeSekkanBrown	IeSekkan
（福正寺）	34.78212158	134.8177432	58	99999999	99999999	IeSekkanBrown	IeSekkan
（青野町）	34.93586339	134.8989827	57.5	99999999	99999999	IeSekkanBrown	IeSekkan
（安楽寺）	34.83849317	134.8430373	57.5	99999999	99999999	IeSekkanBrown	IeSekkan
（常福寺）	34.79523974	134.8153409	57	99999999	99999999	IeSekkanBrown	IeSekkan
（西横田町）	34.91069073	134.8195272	56.5	99999999	99999999	IeSekkanBrown	IeSekkan
（宮前墓地）	34.80222225	134.8575681	56.5	99999999	99999999	IeSekkanBrown	IeSekkan
（照雲寺）	34.85394772	134.5911338	56	99999999	99999999	IeSekkanBrown	IeSekkan
（天神町）	34.8438384	134.9592693	56	99999999	99999999	IeSekkanBrown	IeSekkan
（上宮木町）	34.89656563	134.8759703	55.5	99999999	99999999	IeSekkanBrown	IeSekkan
（岸墓地）	34.79066335	134.8097017	55.5	99999999	99999999	IeSekkanBrown	IeSekkan
（横蔵寺前墓地）	34.74760927	134.8723083	55.5	99999999	99999999	IeSekkanBrown	IeSekkan
（医王寺）	34.96502761	134.7374607	55	99999999	99999999	IeSekkanBrown	IeSekkan
（畑町墓地）	34.95306469	134.8090416	55	99999999	99999999	IeSekkanBrown	IeSekkan
（常吉薬師堂）	34.91280061	134.8890601	55	99999999	99999999	IeSekkanBrown	IeSekkan
（倉谷薬師堂）	34.8583554	134.8472532	55	99999999	99999999	IeSekkanBrown	IeSekkan
（長駅南）	34.89005757	134.8244085	54.5	99999999	99999999	IeSekkanBrown	IeSekkan
（真福寺）	34.80437675	134.8285359	54.5	99999999	99999999	IeSekkanBrown	IeSekkan
西長岡横塚28号墳	36.35472128	139.3326538	54.5	1966138	1980382	IeSekkan	IeSekkan
（仏心寺）	34.79863897	134.7613434	54	99999999	99999999	IeSekkanBrown	IeSekkan
（福田墓地）	34.96167427	134.7504237	54	99999999	99999999	IeSekkanBrown	IeSekkan
（前田橋西側）	34.89085099	134.8779402	54	99999999	99999999	IeSekkanBrown	IeSekkan
（旧中央公民館）	34.92916804	134.829941	53.5	99999999	99999999	IeSekkanBrown	IeSekkan
（正念寺）	34.79679025	134.8067672	53.5	99999999	99999999	IeSekkanBrown	IeSekkan
（大内町）	34.95712222	134.8426001	52.5	99999999	99999999	IeSekkanBrown	IeSekkan
（長駅南）	34.89005757	134.8244085	52	99999999	99999999	IeSekkanBrown	IeSekkan
（玉野薬師堂）	34.92048166	134.8618917	51.5	99999999	99999999	IeSekkanBrown	IeSekkan
ハメ塚古墳	34.85399258	134.8815842	51.5	99999999	99999999	IeSekkanBrown	IeSekkan
（平之荘神社）	34.80090985	134.8752167	51.5	99999999	99999999	IeSekkanBrown	IeSekkan
（辻堂）	34.78473515	134.8215068	51.5	99999999	99999999	IeSekkanBrown	IeSekkan
（清慶寺）	34.88042474	134.8764137	51	99999999	99999999	IeSekkanBrown	IeSekkan
（小野薬師堂）	34.80259149	134.8841658	51	99999999	99999999	IeSekkanBrown	IeSekkan
（念仏橋）	34.79126153	134.8755078	50.5	99999999	99999999	IeSekkanBrown	IeSekkan
（水足薬師堂）	34.76568749	134.8638913	50.5	99999999	99999999	IeSekkanBrown	IeSekkan
（藪宮神社）	34.89471276	134.801222	50	99999999	99999999	IeSekkanBrown	IeSekkan
奥新田東２号墳	34.82923393	134.8768634	50	1922309	1940206	IeSekkanBrown	IeSekkan
（観音寺）	34.79713913	134.8596949	50	99999999	99999999	IeSekkanBrown	IeSekkan
（日岡常楽寺）	34.77667222	134.8585715	50	99999999	99999999	IeSekkanBrown	IeSekkan
（玉野薬師堂）	34.92048166	134.8618917	49.5	99999999	99999999	IeSekkanBrown	IeSekkan
（河高）	34.93583284	134.9388783	49.5	99999999	99999999	IeSekkanBrown	IeSekkan
（常福寺）	34.79523974	134.8153409	49.5	99999999	99999999	IeSekkanBrown	IeSekkan
（正願寺）	34.79066335	134.8097017	49.5	99999999	99999999	IeSekkanBrown	IeSekkan
（畑町墓地）	34.95306469	134.8090416	49	99999999	99999999	IeSekkanBrown	IeSekkan
（志方東小学校）	34.83849317	134.8430373	49	99999999	99999999	IeSekkanBrown	IeSekkan
（中山熊野神社）	34.80649103	134.8678373	49	99999999	99999999	IeSekkanBrown	IeSekkan
（報恩寺墓地）	34.8023899	134.8741009	49	99999999	99999999	IeSekkanBrown	IeSekkan
（神野墓地）	34.77753183	134.8807797	49	99999999	99999999	IeSekkanBrown	IeSekkan
ヤクチ４号墳	34.95712222	134.8426001	48.5	1925596	1947510	IeSekkanBrown	IeSekkan
（上西条地蔵堂）	34.78561431	134.9022678	48.5	99999999	99999999	IeSekkanBrown	IeSekkan
（大善寺）	34.95113359	134.7816138	48	99999999	99999999	IeSekkanBrown	IeSekkan
（長目薬師寺）	34.93999633	134.7509885	48	99999999	99999999	IeSekkanBrown	IeSekkan
（八幡神社）	34.85399258	134.8815842	48	99999999	99999999	IeSekkanBrown	IeSekkan
（常福寺裏）	34.79502829	134.8156413	48	99999999	99999999	IeSekkanBrown	IeSekkan
（妙正寺）	34.80574693	134.8098364	47.5	99999999	99999999	IeSekkanBrown	IeSekkan
（野村厄神さん）	34.77966997	134.9237016	47.5	99999999	99999999	IeSekkanBrown	IeSekkan
（西横田町）	34.91069073	134.8195272	47	99999999	99999999	IeSekkanBrown	IeSekkan
（藪宮神社）	34.89471276	134.801222	47	99999999	99999999	IeSekkanBrown	IeSekkan
（平之荘神社）	34.80090985	134.8752167	47	99999999	99999999	IeSekkanBrown	IeSekkan
（八幡神社）	34.85399258	134.8815842	46.5	99999999	99999999	IeSekkanBrown	IeSekkan
（小野薬師堂）	34.80259149	134.8841658	46	99999999	99999999	IeSekkanBrown	IeSekkan
（上西条地蔵堂裏）	34.78561431	134.9022678	46	99999999	99999999	IeSekkanBrown	IeSekkan
（地蔵庵）	34.92877411	134.78781	45.5	99999999	99999999	IeSekkanBrown	IeSekkan
（腰折れ地蔵）	34.92980814	134.8177248	45.5	99999999	99999999	IeSekkanBrown	IeSekkan
（来迎院墓地）	34.86240743	134.9061099	45.5	99999999	99999999	IeSekkanBrown	IeSekkan
（成福寺墓地）	34.78561431	134.9022678	45.5	99999999	99999999	IeSekkanBrown	IeSekkan
（教信寺墓地内）	34.75363618	134.8566764	45.5	99999999	99999999	IeSekkanBrown	IeSekkan
（伝山崎大塚出土）	34.9697339	134.7570908	45	99999999	99999999	IeSekkanBrown	IeSekkan
（長岡神社）	34.89680938	134.9267239	45	99999999	99999999	IeSekkanBrown	IeSekkan
（大龍寺）	34.8547354	134.8975109	45	99999999	99999999	IeSekkanBrown	IeSekkan
（広尾地蔵堂横	34.82025916	134.8525782	45	99999999	99999999	IeSekkanBrown	IeSekkan
（井ノ口）	34.8080724	134.91361	45	99999999	99999999	IeSekkanBrown	IeSekkan
（大内町）	34.95712222	134.8426001	44.5	99999999	99999999	IeSekkanBrown	IeSekkan
（法華山一乗寺）	34.86312007	134.8256833	44	99999999	99999999	IeSekkanBrown	IeSekkan
（南網引）	34.85399258	134.8815842	44	99999999	99999999	IeSekkanBrown	IeSekkan
（元東林寺址）	34.80649103	134.8678373	43.5	99999999	99999999	IeSekkanBrown	IeSekkan
（福正寺）	34.78212158	134.8177432	43.5	99999999	99999999	IeSekkanBrown	IeSekkan
（長野新池傍）	34.95582784	134.7491088	43	99999999	99999999	IeSekkanBrown	IeSekkan
（常福寺裏）	34.79502829	134.8156413	43	99999999	99999999	IeSekkanBrown	IeSekkan
（常楽寺）	34.79331538	134.8281485	43	99999999	99999999	IeSekkanBrown	IeSekkan
（成福寺墓地）	34.78561431	134.9022678	42.5	99999999	99999999	IeSekkanBrown	IeSekkan
（應聖寺）	34.97727287	134.7256227	42	99999999	99999999	IeSekkanBrown	IeSekkan
那須与一隣の石棺	34.79576666	134.8225984	42	99999999	99999999	IeSekkanBrown	IeSekkan
（平之荘神社）	34.80090985	134.8752167	41.5	99999999	99999999	IeSekkanBrown	IeSekkan
（密蔵院）	34.85399258	134.8815842	41	99999999	99999999	IeSekkanBrown	IeSekkan
（曇川高橋）	34.79126153	134.8755078	40.5	99999999	99999999	IeSekkanBrown	IeSekkan
桜井古墳群高見町支群15号墳	37.63804197	140.9859041	40	1910986	1925596	FunaSekkan	FunaSekkan
満願寺谷18号墳	35.54915482	134.3246583	40	1937649	1951893	IeSekkan	IeSekkan
（佐用岡）	34.84247368	134.5833949	40	99999999	99999999	IeSekkanBrown	IeSekkan
郷ノ谷５号墳	34.82594183	134.617869	40	1925596	1947510	IeSekkanBrown	IeSekkan
下野29号墳	34.83157219	134.634548	40	1916099	1927787	IeSekkan	IeSekkan
（井ノ口三昧）	34.95964503	134.7612347	40	99999999	99999999	IeSekkanBrown	IeSekkan
（井ノ口三昧）	34.95964503	134.7612347	40	99999999	99999999	IeSekkanBrown	IeSekkan
（宝性院）	34.94378877	134.7664471	40	99999999	99999999	IeSekkanBrown	IeSekkan
（宝性院）	34.94378877	134.7664471	40	99999999	99999999	IeSekkanBrown	IeSekkan
（山田町）	34.95679357	134.893486	40	99999999	99999999	IeSekkanBrown	IeSekkan
（畑町）	34.95306469	134.8090416	40	99999999	99999999	IeSekkanBrown	IeSekkan
（畑町墓地）	34.95306469	134.8090416	40	99999999	99999999	IeSekkanBrown	IeSekkan
（今善寺墓地）	34.95306469	134.8090416	40	99999999	99999999	IeSekkanBrown	IeSekkan
（よばりこき地蔵横）	34.94144524	134.8289151	40	99999999	99999999	IeSekkanBrown	IeSekkan
（玉野薬師堂）	34.92048166	134.8618917	40	99999999	99999999	IeSekkanBrown	IeSekkan
（玉野薬師堂）	34.92048166	134.8618917	40	99999999	99999999	IeSekkanBrown	IeSekkan
（西横田町）	34.91069073	134.8195272	40	99999999	99999999	IeSekkanBrown	IeSekkan
（大村町）	34.8968662	134.8350955	40	99999999	99999999	IeSekkanBrown	IeSekkan
（大村町）	34.8968662	134.8350955	40	99999999	99999999	IeSekkanBrown	IeSekkan
（妙厳寺墓地）	34.89298455	134.8111074	40	99999999	99999999	IeSekkanBrown	IeSekkan
（上宮木町）	34.89656563	134.8759703	40	99999999	99999999	IeSekkanBrown	IeSekkan
（繁昌町）	34.89527756	134.8891439	40	99999999	99999999	IeSekkanBrown	IeSekkan
（繁昌町）	34.89527756	134.8891439	40	99999999	99999999	IeSekkanBrown	IeSekkan
（倉谷薬師堂）	34.8583554	134.8472532	40	99999999	99999999	IeSekkanBrown	IeSekkan
（倉谷薬師堂）	34.8583554	134.8472532	40	99999999	99999999	IeSekkanBrown	IeSekkan
（河高）	34.93583284	134.9388783	40	99999999	99999999	IeSekkanBrown	IeSekkan
（長清寺墓地）	34.85433167	134.9296755	40	99999999	99999999	IeSekkanBrown	IeSekkan
勝手野2号墳	34.81786281	134.931307	40	1925596	1947510	IeSekkanBrown	IeSekkan
勝手野5号墳	34.81786281	134.931307	40	1925596	1947510	IeSekkanBrown	IeSekkan
（浄土寺）	34.86087211	134.9589172	40	99999999	99999999	IeSekkanBrown	IeSekkan
（浄土寺）	34.86087211	134.9589172	40	99999999	99999999	IeSekkanBrown	IeSekkan
（手跡石）	34.84740539	134.8355822	40	99999999	99999999	IeSekkanBrown	IeSekkan
（個人住宅内）	34.84740539	134.8355822	40	99999999	99999999	IeSekkan	IeSekkan
（中山熊野神社）	34.80649103	134.8678373	40	99999999	99999999	IeSekkanBrown	IeSekkan
（中山熊野神社）	34.80649103	134.8678373	40	99999999	99999999	IeSekkanBrown	IeSekkan
（厳島神社横）	34.80222225	134.8575681	40	99999999	99999999	IeSekkanBrown	IeSekkan
（厳島神社横）	34.80222225	134.8575681	40	99999999	99999999	IeSekkanBrown	IeSekkan
（平荘町）	34.80222225	134.8575681	40	99999999	99999999	IeSekkanBrown	IeSekkan
（報恩寺）	34.8023899	134.8741009	40	99999999	99999999	IeSekkanBrown	IeSekkan
（養老地蔵堂）	34.79945618	134.8677994	40	99999999	99999999	IeSekkanBrown	IeSekkan
（養老地蔵堂）	34.79945618	134.8677994	40	99999999	99999999	IeSekkanBrown	IeSekkan
（上之荘神社）	34.8080724	134.91361	40	99999999	99999999	IeSekkan	IeSekkan
那須与一石棺	34.79576666	134.8225984	40	99999999	99999999	IeSekkanBrown	IeSekkan
（岸墓地）	34.79066335	134.8097017	40	99999999	99999999	IeSekkanBrown	IeSekkan
（辻堂）	34.78473515	134.8215068	40	99999999	99999999	IeSekkanBrown	IeSekkan
（福留日岡神社）	34.76693009	134.8857105	40	99999999	99999999	IeSekkanBrown	IeSekkan
（惣道寺）	34.77667222	134.8585715	40	99999999	99999999	IeSekkanBrown	IeSekkan
兄川底古墳	34.47191915	135.7001029	40	1925596	1947510	IeSekkan	IeSekkan
大覚寺2号墳	35.02556485	135.6801733	40	1925596	1947510	IeSekkanBrown	IeSekkan
（梅ノ木）	35.07001074	136.1403666	40	99999999	99999999	IeSekkan	IeSekkan
（稲荷神社）	34.91277489	134.7210673	32	99999999	99999999	IeSekkanBrown	IeSekkan
五ヶ山2号墳	34.77721382	135.3408219	29	99999999	99999999	IeSekkan	IeSekkan
滝本神社裏古墳	34.29351356	134.1145481	10	99999999	99999999	FunaSekkan	FunaSekkan
（正徳寺）	34.98573698	136.0101378	10	99999999	99999999	IeSekkan	IeSekkan
