ja-JP	latitude	longitude	overall_length	texture	first_julian_day	last_julian_day
細形～中細形A	33.811944	132.799722	123	Doka	1637054	1684536
中広形	32.98403492	132.9103613	197	Dohoko	1693667	1719234
中広形	32.96722844	132.9523694	197	Dohoko	1693667	1719234
中細形c	33.4391051	133.2145968	179	DokenChuC	1702798	1713755
細形Ⅱb	33.4391051	133.2145968	123	DokenChuC	1637054	1651664
細形Ⅰ	33.4391051	133.2145968	123	DokenChuC	1637054	1651664
中広形	33.5432169	133.3929947	197	Dohoko	1693667	1719234
中広形	33.5432169	133.3929947	197	Dohoko	1693667	1719234
中細形C	33.33215416	133.2247105	179	Doka	1702798	1713755
中細形A	33.26414445	133.115654	148	Doka	1666274	1684536
中広形	33.26414445	133.115654	197	Dohoko	1693667	1719234
中細形a	33.27775692	133.1045785	148	Doka	1666274	1684536
中細形か	33.27775692	133.1045785	148	Doka	1666274	1713755
中広形	33.27543565	133.1171422	197	Dohoko	1693667	1719234
中広形	33.27543565	133.1171422	197	Dohoko	1693667	1719234
中広形	33.27543565	133.1171422	197	Dohoko	1693667	1719234
中広形	33.27543565	133.1171422	197	Dohoko	1693667	1719234
中広形	33.27543565	133.1171422	197	Dohoko	1693667	1719234
中広形	33.27543565	133.1171422	197	Dohoko	1693667	1719234
中細形b	33.27543565	133.1171422	148	Doka	1684536	1702798
中広形	33.26414445	133.115654	197	Dohoko	1693667	1719234
中広形	33.27237674	133.1096427	197	Dohoko	1693667	1719234
広形	33.27237674	133.1096427	253	Dohoko	1713755	1750279
広形	33.27237674	133.1096427	253	Dohoko	1713755	1750279
広形	33.27237674	133.1096427	253	Dohoko	1713755	1750279
広形	33.27237674	133.1096427	253	Dohoko	1713755	1750279
中広形	33.22524649	133.1339528	197	Dohoko	1693667	1719234
中広形	33.22524649	133.1339528	197	Dohoko	1693667	1719234
中広形	33.22524649	133.1339528	197	Dohoko	1693667	1719234
中広形	33.22524649	133.1339528	197	Dohoko	1693667	1719234
広形	33.22524649	133.1339528	253	Dohoko	1713755	1750279
広形	33.25610679	133.1275017	253	Dohoko	1713755	1750279
細形Ⅱb	33.41316823	133.2788879	123	DokenChuC	1637054	1651664
中細形A	33.47989908	133.4115815	148	DokenChuC	1666274	1684536
中細形A	33.47989908	133.4115815	148	DokenChuC	1666274	1684536
中鋒形c	33.47989908	133.4115815	148	DokenChuC	1702798	1713755
中広形か広形	33.41366978	133.285044	197	Dohoko	1693667	1724712
中広形か広形	33.41366978	133.285044	197	Dohoko	1693667	1724712
細形Ⅰ	33.5210994	133.4405867	123	DokenChuC	1637054	1651664
中細形A	33.5434881	133.4280536	148	DokenChuC	1666274	1684536
中広形	33.5434881	133.4280536	197	Doka	1713755	1724712
中広形	33.48362802	133.4627326	197	Dohoko	1693667	1719234
中広形	33.47198652	133.3651304	197	Dohoko	1693667	1719234
広形	33.47198652	133.3651304	253	Dohoko	1713755	1750279
中広形	33.76729683	133.5893193	197	Dohoko	1693667	1719234
中広形	33.51873929	133.5806596	197	Dohoko	1693667	1719234
中広形	33.51873929	133.5806596	197	Dohoko	1693667	1719234
広形	33.57141022	133.5253793	253	Dohoko	1713755	1750279
広形	33.55849066	133.6647909	253	Dohoko	1713755	1750279
広形	33.55849066	133.6647909	253	Dohoko	1713755	1750279
広形	33.55849066	133.6647909	253	Dohoko	1713755	1750279
広形	33.55849066	133.6647909	253	Dohoko	1713755	1750279
広形	33.55849066	133.6647909	253	Dohoko	1713755	1750279
中広形	33.53255419	133.6210825	197	Dohoko	1693667	1719234
広形	33.52432246	133.9166206	253	Dohoko	1713755	1750279
中細形A	33.57359493	133.7198855	148	DokenChuC	1666274	1684536
中広形	33.7294666	133.5195397	197	Dohoko	1693667	1719234
中広形	33.7294666	133.5195397	197	Dohoko	1693667	1719234
中広形	33.7294666	133.5195397	197	Dohoko	1693667	1719234
広形	33.7821486	133.5000321	253	Dohoko	1713755	1750279
中広形	33.68267021	133.8538962	197	Dohoko	1693667	1719234
中広形	33.68267021	133.8538962	197	Dohoko	1693667	1719234
中広形	33.5432169	133.3930269	197	Dohoko	1693667	1719234
中広形	33.27586629	133.1131364	197	Dohoko	1693667	1719234
中広形	33.51667727	133.4271825	197	Dohoko	1693667	1719234
中広形	33.51667727	133.4271825	197	Dohoko	1693667	1719234
中広形	33.51667727	133.4271825	197	Dohoko	1693667	1719234
中広形	33.51667727	133.4271825	197	Dohoko	1693667	1719234
広形Ⅱ	33.55895556	133.6634607	253	Dohoko	1735670	1750279
中広形	33.55895556	133.6634607	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
広形	33.50508038	133.4956766	253	Doka	1735670	1750279
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
広形	33.50508038	133.4956766	253	Doka	1735670	1750279
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
広形	33.50508038	133.4956766	253	Doka	1735670	1750279
中広形	33.50508038	133.4956766	197	Dohoko	1693667	1719234
中広形(有柄式）	33.5368508	130.2415021	197	DokenChuC	1713755	1724712
細形2	33.5368508	130.2415021	123	Dohoko	1637054	1651664
細形2	33.5368508	130.2415021	123	Dohoko	1637054	1651664
中細形C	33.5368508	130.2415021	179	Doka	1702798	1713755
細形Ⅰ	33.56052653	130.1892461	123	DokenChuC	1637054	1651664
細形(脊部のみ）	33.56052653	130.1892461	123	DokenChuC	1637054	1651664
細形Ⅰ	33.5336415	130.2472974	123	DokenChuC	1637054	1651664
細形Ⅱb	33.49236751	130.0751541	123	DokenChuC	1637054	1651664
細形	33.49236751	130.0751541	123	DokenChuC	1637054	1651664
細形	33.49236751	130.0751541	123	DokenChuC	1637054	1651664
細形2	33.49236751	130.0751541	123	Dohoko	1637054	1651664
中広形	33.519661	130.3330449	197	Doka	1713755	1724712
細形Ⅰ	33.55921912	130.3473261	123	DokenChuC	1637054	1651664
細形	33.55927271	130.3542551	123	DokenChuC	1637054	1651664
細形Ⅱa2	33.5607439	130.3326976	123	Doka	1637054	1651664
細形	33.55228503	130.4218913	123	Dohoko	1637054	1651664
中細形A	33.57941326	130.3123312	148	Doka	1666274	1684536
中細形A	33.57941326	130.3123312	148	Doka	1666274	1684536
中細形A	33.57941326	130.3123312	148	Doka	1666274	1684536
細形	33.58254454	130.269294	123	DokenChuC	1637054	1651664
広形Ⅰ	33.58254454	130.269294	253	Dohoko	1713755	1724712
細形Ⅰ	33.56791082	130.4539254	123	DokenChuC	1637054	1651664
細形Ⅰ	33.56791082	130.4539254	123	DokenChuC	1637054	1651664
細形Ⅰ	33.56791082	130.4539254	123	DokenChuC	1637054	1651664
細形Ⅰ	33.56791082	130.4539254	123	DokenChuC	1637054	1651664
細形Ⅰ	33.56791082	130.4539254	123	Dohoko	1637054	1651664
細形Ⅰ	33.56791082	130.4539254	123	Dohoko	1637054	1651664
細形2	33.56791082	130.4539254	123	Dohoko	1637054	1651664
中細形c	33.58602714	130.4135969	179	Dohoko	1684536	1693667
中細形c	33.58602714	130.4135969	179	Dohoko	1684536	1693667
中細形c	33.58602714	130.4135969	179	Dohoko	1684536	1693667
中広形a	33.58602714	130.4135969	197	Dohoko	1693667	1702798
中広形a	33.58602714	130.4135969	197	Dohoko	1693667	1702798
中細形c	33.58602714	130.4135969	179	Doka	1702798	1713755
中細形c	33.58602714	130.4135969	179	Doka	1702798	1713755
中細形c	33.58602714	130.4135969	179	Doka	1702798	1713755
中細形c	33.58602714	130.4135969	179	Doka	1702798	1713755
中細形c	33.58602714	130.4135969	179	Doka	1702798	1713755
中細形c	33.58602714	130.4135969	179	Doka	1702798	1713755
細形	33.55932916	130.447671	123	DokenChuC	1637054	1651664
細形2	33.56144306	130.4163286	123	Dohoko	1637054	1651664
細形	33.54967668	130.4281852	123	Dohoko	1637054	1651664
細形Ⅱb	33.53815023	130.4506051	123	DokenChuC	1637054	1651664
細形Ⅰ	33.53815023	130.4506051	123	DokenChuC	1637054	1651664
中細形A	33.53815023	130.4506051	148	DokenChuC	1666274	1684536
細形	33.53815023	130.4506051	123	DokenChuC	1637054	1651664
中細形a	33.53815023	130.4506051	148	Dohoko	1666274	1675405
中細形a	33.53815023	130.4506051	148	Dohoko	1666274	1675405
中細形a	33.53815023	130.4506051	148	Dohoko	1666274	1675405
中細形a	33.53815023	130.4506051	148	Dohoko	1666274	1675405
中細形a	33.53815023	130.4506051	148	Dohoko	1666274	1675405
中細形a	33.53815023	130.4506051	148	Dohoko	1666274	1675405
中細形B	33.53815023	130.4506051	148	Doka	1684536	1702798
細形Ⅱb2	33.53815023	130.4506051	123	Doka	1637054	1651664
細形Ⅰ	33.53815023	130.4506051	123	DokenChuC	1637054	1651664
細形Ⅰ	33.5390563	130.4506647	123	DokenChuC	1637054	1651664
中細形a	33.5390563	130.4506647	148	Doka	1666274	1684536
広形	33.5390563	130.4506647	253	Dohoko	1713755	1750279
広形	33.5390563	130.4506647	253	Dohoko	1713755	1750279
広形	33.5390563	130.4506647	253	Dohoko	1713755	1750279
広形	33.5390563	130.4506647	253	Dohoko	1713755	1750279
広形	33.5390563	130.4506647	253	Dohoko	1713755	1750279
広形	33.5390563	130.4506647	253	Dohoko	1713755	1750279
広形	33.5390563	130.4506647	253	Dohoko	1713755	1750279
広形	33.5390563	130.4506647	253	Dohoko	1713755	1750279
広形	33.5390563	130.4506647	253	Dohoko	1713755	1750279
細形Ⅰb	33.54035264	130.4494415	123	Doka	1637054	1651664
細形Ⅰ	33.53702085	130.4471148	123	DokenChuC	1637054	1651664
中細形の可能性あり	33.53815023	130.4505192	148	Dohoko	1666274	1693667
中広形	33.53815023	130.4505192	197	Dohoko	1693667	1719234
中広形	33.53815023	130.4505192	197	Dohoko	1693667	1719234
中広形	33.53815023	130.4505192	197	Dohoko	1693667	1719234
中広形	33.53815023	130.4505192	197	Dohoko	1693667	1719234
中広形	33.53815023	130.4505192	197	Dohoko	1693667	1719234
中広形	33.53815023	130.4505192	197	Dohoko	1693667	1719234
中広形	33.53815023	130.4505192	197	Dohoko	1693667	1719234
中広形	33.53815023	130.4505192	197	Dohoko	1693667	1719234
中広形	33.53815023	130.4505192	197	Dohoko	1693667	1719234
細形Ⅱb	33.53815023	130.4505192	123	DokenChuC	1637054	1651664
中細形A	33.5295655	130.4687094	148	DokenChuC	1666274	1684536
中広形	33.53815023	130.4505192	197	Dohoko	1693667	1719234
中広形	33.53728632	130.4510269	197	Dohoko	1693667	1719234
中広形	33.5326718	130.4514002	197	Dohoko	1693667	1719234
中広形	33.5326718	130.4514002	197	Dohoko	1693667	1719234
中広形	33.5326718	130.4514002	197	Dohoko	1693667	1719234
中広形	33.5326718	130.4514002	197	Dohoko	1693667	1719234
中広形	33.5326718	130.4514002	197	Dohoko	1693667	1719234
中広形	33.5326718	130.4514002	197	Dohoko	1693667	1719234
中広形	33.5326718	130.4514002	197	Dohoko	1693667	1719234
中広形	33.5326718	130.4514002	197	Dohoko	1693667	1719234
中広形	33.5326718	130.4514002	197	Dohoko	1693667	1719234
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中細形C	33.51967155	130.4569323	179	Doka	1702798	1713755
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中広形	33.51967155	130.4569323	197	Doka	1713755	1724712
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中広形	33.53006591	130.4687093	197	Doka	1713755	1724712
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
中細形C	33.53006591	130.4687093	148	Doka	1702798	1713755
広形	33.51887379	130.438218	253	Dohoko	1713755	1750279
広形	33.50314119	130.4504067	253	Dohoko	1713755	1750279
中細形A	33.49835679	130.5182969	148	DokenChuC	1666274	1684536
広形Ⅰ	33.49382539	130.4242702	253	Dohoko	1713755	1724712
広形Ⅱ	33.49382539	130.4242702	253	Dohoko	1735670	1750279
広形Ⅱ	33.49382539	130.4242702	253	Dohoko	1735670	1750279
広形Ⅰ	33.49382539	130.4242702	253	Dohoko	1713755	1724712
広形Ⅰ	33.49382539	130.4242702	253	Dohoko	1713755	1724712
広形Ⅱ	33.49382539	130.4242702	253	Dohoko	1735670	1750279
広形	33.49382539	130.4242702	253	Dohoko	1713755	1750279
広形	33.49382539	130.4242702	253	Dohoko	1713755	1750279
広形	33.49382539	130.4242702	253	Dohoko	1713755	1750279
広形	33.49382539	130.4242702	253	Dohoko	1713755	1750279
広形	33.49382539	130.4242702	253	Dohoko	1713755	1750279
広形	33.49382539	130.4242702	253	Dohoko	1713755	1750279
中広形	33.51351301	130.4171754	197	Dohoko	1693667	1719234
中広形	33.51351301	130.4171754	197	Dohoko	1693667	1719234
中広形	33.51351301	130.4171754	197	Dohoko	1693667	1719234
中広形	33.53482909	130.5344765	197	Doka	1713755	1724712
中広形	33.52529462	130.5273218	197	Doka	1713755	1724712
中広形	33.52529462	130.5273218	197	Doka	1713755	1724712
中広形	33.52529462	130.5273218	197	Doka	1713755	1724712
中広形	33.52529462	130.5273218	197	Doka	1713755	1724712
中広形	33.52529462	130.5273218	197	Doka	1713755	1724712
中広形	33.52529462	130.5273218	197	Doka	1713755	1724712
中広形	33.52529462	130.5273218	197	Doka	1713755	1724712
中広形	33.52529462	130.5273218	197	Doka	1713755	1724712
中広形	33.52529462	130.5273218	197	Doka	1713755	1724712
中広形	33.52529462	130.5273218	197	Doka	1713755	1724712
中広形	33.52529462	130.5273218	197	Doka	1713755	1724712
中広形	33.52892304	130.5525206	197	Doka	1713755	1724712
細形Ⅱb2	33.5265787	130.4967974	123	Doka	1637054	1651664
細形2	33.48730772	130.420023	123	Dohoko	1637054	1651664
中細形	33.45051396	130.6347814	148	Dohoko	1666274	1693667
中広形	33.44465395	130.6708744	197	Dohoko	1693667	1719234
中広形	33.44465395	130.6708744	197	Dohoko	1693667	1719234
中広形	33.44465395	130.6708744	197	Dohoko	1693667	1719234
細形Ⅰ	33.4069584	130.6391147	123	DokenChuC	1637054	1651664
中広形	33.37416943	130.7339382	197	Doka	1713755	1724712
中細形B	33.37009579	130.7179827	148	Doka	1684536	1702798
中細形B	33.37009579	130.7179827	148	Doka	1684536	1702798
中広形	33.42752144	130.7245644	197	Doka	1713755	1724712
中広形	33.42752144	130.7245644	197	Doka	1713755	1724712
中広形	33.42752144	130.7245644	197	Doka	1713755	1724712
細形	33.42075187	130.5538622	123	DokenChuC	1637054	1651664
中広形	33.43213865	130.5788641	197	Dohoko	1693667	1719234
中広形	33.43213865	130.5788641	197	Doka	1713755	1724712
中広形	33.43213865	130.5788641	197	Doka	1713755	1724712
中細形A	33.40018459	130.5628186	148	Doka	1666274	1684536
中細形A	33.40018459	130.5628186	148	Doka	1666274	1684536
中細形A	33.40018459	130.5628186	148	Doka	1666274	1684536
中細形A	33.40018459	130.5628186	148	Doka	1666274	1684536
中細形A	33.40018459	130.5628186	148	Doka	1666274	1684536
中細形A	33.40018459	130.5628186	148	Doka	1666274	1684536
中細形A	33.40018459	130.5628186	148	Doka	1666274	1684536
細形	33.38236524	130.6138145	123	DokenChuC	1637054	1651664
中広形	33.33477405	130.615284	197	Dohoko	1693667	1719234
中広形	33.33477405	130.615284	197	Dohoko	1693667	1719234
中細形B	33.39795053	130.5768131	148	Doka	1684536	1702798
広形	33.27060827	130.5010636	253	Dohoko	1713755	1750279
中広形	33.28016855	130.4582565	197	Doka	1713755	1724712
細形Ⅱb	33.2619203	130.4585255	123	DokenChuC	1637054	1651664
細形Ⅰ	33.26509204	130.4569921	123	DokenChuC	1637054	1651664
細形	33.15252018	130.4857942	123	DokenChuC	1637054	1651664
中広形	33.16040545	130.5131537	197	Dohoko	1693667	1719234
中広形	33.16040545	130.5131537	197	Dohoko	1693667	1719234
中広形	33.31990958	130.8212891	197	Dohoko	1693667	1719234
中広形	33.33103148	130.7053757	197	Dohoko	1693667	1719234
中広形	33.33103148	130.7053757	197	Dohoko	1693667	1719234
中広形	33.33103148	130.7053757	197	Dohoko	1693667	1719234
細形Ⅱa3	33.34809511	130.7390005	123	Doka	1637054	1651664
中広形	33.34256852	130.7798896	197	Doka	1713755	1724712
中広形	33.34256852	130.7798896	197	Doka	1713755	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中広形か広形	33.22713325	130.5563028	197	Dohoko	1693667	1724712
中細形	33.24559466	130.5746296	148	Dohoko	1666274	1693667
中細形A	33.24559466	130.5746296	148	Doka	1666274	1684536
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25541939	130.5225578	197	Dohoko	1693667	1719234
中広形	33.25893229	130.5137355	197	Dohoko	1693667	1719234
中広形	33.25893229	130.5137355	197	Dohoko	1693667	1719234
中広形	33.25893229	130.5137355	197	Dohoko	1693667	1719234
中広形	33.25893229	130.5137355	197	Dohoko	1693667	1719234
中広形	33.25893229	130.5137355	197	Dohoko	1693667	1719234
中広形	33.25037423	130.7649579	197	Dohoko	1693667	1719234
中広形	33.25037423	130.7649579	197	Dohoko	1693667	1719234
中広形	33.3019463	130.565741	197	Dohoko	1693667	1719234
細形Ⅱc	33.72000329	130.4669696	123	DokenChuC	1637054	1651664
細形Ⅰa	33.72000329	130.4669696	123	Doka	1637054	1651664
中細形	33.87163361	130.532766	148	DokenChuC	1666274	1713755
細形	33.81358366	130.7159266	123	DokenChuC	1637054	1651664
広形	33.81219595	130.5636814	253	Doka	1735670	1750279
細形Ⅰb	33.79864868	130.54057	123	Doka	1637054	1651664
平形Ⅱ	33.82359669	130.4843235	157	Doken	1713755	1724712
細形	34.25475984	130.0986419	123	Dohoko	1637054	1651664
中広形	33.85176815	130.6157888	197	DokenChuC	1713755	1724712
中細形a	33.85176815	130.6157888	148	Dohoko	1666274	1675405
中細形B	33.85176815	130.6157888	148	Doka	1684536	1702798
中細形B	33.85502232	130.6305435	148	Doka	1684536	1702798
細形Ⅱa2	33.84384695	130.6253972	123	Doka	1637054	1651664
細形2	33.84384695	130.6253972	123	Dohoko	1637054	1651664
中広形	33.73507939	130.6319581	197	Doka	1713755	1724712
中細形a	33.65142323	130.69344	148	Dohoko	1666274	1675405
細形2	33.59575925	130.7267267	123	Dohoko	1637054	1651664
中広形	33.63197786	130.7320981	197	Doka	1713755	1724712
中広形	33.63197786	130.7320981	197	Doka	1713755	1724712
中広形	33.63197786	130.7320981	197	Doka	1713755	1724712
細形Ⅰ	33.50129572	130.7230363	123	DokenChuC	1637054	1651664
細形	33.79713817	130.7414449	123	Dohoko	1637054	1651664
中広形	33.82309179	130.9127048	197	Doka	1713755	1724712
広形Ⅰ	33.82309179	130.9127048	253	Dohoko	1713755	1724712
広形Ⅱ	33.82309179	130.9127048	253	Dohoko	1735670	1750279
細形Ⅳ	33.66264553	130.8012353	123	DokenChuC	1637054	1651664
細形Ⅰ	33.66264553	130.8012353	123	DokenChuC	1637054	1651664
中広形か広形	33.65460745	130.7891263	197	Dohoko	1693667	1724712
中広形か広形	33.65460745	130.7891263	197	Dohoko	1693667	1724712
中広形か広形	33.65460745	130.7891263	197	Dohoko	1693667	1724712
中広形か広形	33.65460745	130.7891263	197	Dohoko	1693667	1724712
中広形か広形	33.65460745	130.7891263	197	Dohoko	1693667	1724712
中広形か広形	33.65460745	130.7891263	197	Dohoko	1693667	1724712
中広形か広形	33.65460745	130.7891263	197	Dohoko	1693667	1724712
中広形か広形	33.65460745	130.7891263	197	Dohoko	1693667	1724712
中広形か広形	33.65460745	130.7891263	197	Dohoko	1693667	1724712
中広形か広形	33.65460745	130.7891263	197	Dohoko	1693667	1724712
中広形	33.65528723	130.775695	197	Doka	1713755	1724712
中広形	33.65528723	130.775695	197	Doka	1713755	1724712
中細形C	33.65528723	130.775695	148	Doka	1702798	1713755
中細形C	33.65528723	130.775695	148	Doka	1702798	1713755
中細形B	33.65528723	130.775695	148	Doka	1684536	1702798
中細形B	33.65528723	130.775695	148	Doka	1684536	1702798
中細形B	33.65528723	130.775695	148	Doka	1684536	1702798
中細形B	33.65528723	130.775695	148	Doka	1684536	1702798
中広形	33.65528723	130.775695	197	Doka	1713755	1724712
中広形	33.65528723	130.775695	197	Doka	1713755	1724712
中広形	33.65528723	130.775695	197	Doka	1713755	1724712
中広形	33.65528723	130.775695	197	Doka	1713755	1724712
中広形	33.65528723	130.775695	197	Doka	1713755	1724712
中広形	33.65528723	130.775695	197	Doka	1713755	1724712
中広形	33.65528723	130.775695	197	Doka	1713755	1724712
中広形	33.65528723	130.775695	197	Doka	1713755	1724712
細形	33.61068103	130.8530161	123	DokenChuC	1637054	1651664
広形	33.874123	130.6780812	253	Dohoko	1713755	1750279
広形	33.68983789	130.9601145	253	Dohoko	1713755	1750279
中広形	33.68983789	130.9601145	197	Doka	1713755	1724712
中細形C	33.67973042	130.9459759	148	Doka	1702798	1713755
広形	33.71569812	130.974067	253	Dohoko	1713755	1750279
広形	33.71569812	130.974067	253	Dohoko	1713755	1750279
中広形	33.68983789	130.9601145	197	Doka	1713755	1724712
中広形	33.69919	130.92022	197	Doka	1713755	1724712
広形	33.64976739	131.0624909	253	Dohoko	1713755	1750279
中広形	33.5502445	131.1497381	197	Dohoko	1693667	1719234
中広形	33.58325977	131.1463534	197	Doka	1713755	1724712
中広形	33.60646111	130.4179755	197	Doka	1713755	1724712
細形Ⅰ	33.60646111	130.4179755	123	DokenChuC	1637054	1651664
広形	33.60646111	130.4179755	253	Dohoko	1713755	1750279
細形	33.5339786	130.2467706	123	DokenChuC	1637054	1651664
細形	33.52226463	130.2312483	123	DokenChuC	1637054	1651664
細形	33.53811634	130.2628061	123	DokenChuC	1637054	1651664
細形	33.52549321	130.2561603	123	DokenChuC	1637054	1651664
細形	33.4896929	130.3376649	123	DokenChuC	1637054	1651664
細形	33.52144186	130.3331585	123	DokenChuC	1637054	1651664
