ja-JP	latitude	longitude	first_julian_day	last_julian_day	texture	overall_length
こうもり塚古墳	34.361747	135.7527674	1940571	1958468	Enpun	20
大岩5号墳	34.41936425	135.7652899	1940571	1976730	Enpun	20
飼料園2号墳	34.69470025	135.799513	1922309	1940206	BrownCircle	20
飼料園3号墳	34.69470025	135.799513	1922309	1940206	BrownCircle	20
飼料園5号墳	34.69470025	135.799513	1940571	1976730	BrownCircle	20
ヲイハナ1号墳	34.59070881	135.8448206	1903681	1921578	Enpun	20
白壁塚古墳	34.46302831	135.7790352	1952624	1964312	BrownCircle	20
ドンド垣内7号墳	34.41347049	135.7028392	1933266	1947510	BrownCircle	20
黒駒古墳	34.33100571	135.6879194	1928152	1940206	Enpun	20
岡寺古墳	34.46799904	135.8256746	1925596	1936188	BrownCircle	20
兵家清水・菰谷小石室3	34.49815966	135.6995144	1940571	1976730	BrownCircle	20
福王子1号墳	35.03576315	135.8467662	1910986	1921578	BrownCircle	20
福王子6号墳	35.03576315	135.8467662	1903681	1910621	BrownCircle	20
福王子8号墳	35.03576315	135.8467662	1910986	1921578	BrownCircle	20
太鼓塚1号墳	35.04151431	135.85124	1936553	1947145	BrownCircle	20
太鼓塚2号墳	35.04151431	135.85124	1936553	1947145	BrownCircle	20
太鼓塚3号墳	35.04151431	135.85124	1910986	1921578	BrownCircle	20
太鼓塚4号墳	35.04151431	135.85124	1925596	1947145	BrownCircle	20
太鼓塚5号墳	35.04151431	135.85124	1910986	1921578	BrownCircle	20
太鼓塚6号墳	35.04151431	135.85124	1936553	1947145	BrownCircle	20
太鼓塚7号墳	35.04151431	135.85124	1925596	1936188	BrownCircle	20
太鼓塚8号墳	35.04151431	135.85124	1936553	1947145	BrownCircle	20
太鼓塚19号墳	35.04151431	135.85124	1947510	1965407	BrownCircle	20
太鼓塚20号墳	35.04151431	135.85124	1936553	1965407	Enpun	20
太鼓塚21号墳	35.04151431	135.85124	1940571	1976730	BrownCircle	20
太鼓塚22号墳	35.04151431	135.85124	1936553	1965407	Enpun	20
太鼓塚23号墳	35.04151431	135.85124	1936553	1965407	Enpun	20
太鼓塚28号墳	35.04151431	135.85124	1936553	1947145	Enpun	20
小山3号墳	35.04506792	135.8571949	1933266	1940206	BrownCircle	20
小山4号墳	35.04506792	135.8571949	1914639	1925231	BrownCircle	20
大谷1号墳	35.04506792	135.8571949	1910986	1921578	BrownCircle	20
大谷3号墳	35.04506792	135.8571949	1910986	1921578	BrownCircle	20
大谷4号墳	35.04506792	135.8571949	1910986	1921578	BrownCircle	20
大通寺18号墳	35.04506792	135.8571949	1916099	1927787	BrownCircle	20
大通寺28号墳	35.04506792	135.8571949	1947510	1965407	BrownCircle	20
大通寺30号墳	35.04506792	135.8571949	1933266	1940206	BrownCircle	20
大通寺31号墳	35.04506792	135.8571949	1940571	1958468	BrownCircle	20
大通寺32号墳	35.04506792	135.8571949	1947510	1965407	BrownCircle	20
大通寺33号墳	35.04506792	135.8571949	1904046	1952259	BrownCircle	20
大通寺34号墳	35.04506792	135.8571949	1928152	1940206	BrownCircle	20
大通寺35号墳	35.04506792	135.8571949	1947510	1965407	BrownCircle	20
大通寺36号墳	35.04506792	135.8571949	1910986	1921578	BrownCircle	20
大通寺37号墳	35.04506792	135.8571949	1916099	1927787	BrownCircle	20
大通寺42号墳	35.04506792	135.8571949	1904046	1927787	BrownCircle	20
熊ヶ谷5号墳	35.04541689	135.8527227	1933266	1940206	Enpun	20
熊ヶ谷7号墳	35.04541689	135.8527227	1922309	1940206	Enpun	20
穴太飼込1号墳	35.05483783	135.8654785	1910986	1921578	BrownCircle	20
穴太飼込2号墳	35.05483783	135.8654785	1925596	1936188	BrownCircle	20
穴太飼込3号墳	35.05483783	135.8654785	1910986	1925231	BrownCircle	20
穴太飼込4号墳	35.05483783	135.8654785	1914639	1936188	BrownCircle	20
穴太飼込5号墳	35.05483783	135.8654785	1910986	1925231	BrownCircle	20
穴太飼込9号墳	35.05483783	135.8654785	1925596	1936188	BrownCircle	20
穴太飼込10号墳	35.05483783	135.8654785	1936553	1947145	BrownCircle	20
穴太飼込11号墳	35.05483783	135.8654785	1914639	1925231	BrownCircle	20
穴太飼込12号墳	35.05483783	135.8654785	1936553	1947145	BrownCircle	20
穴太飼込15号墳	35.05483783	135.8654785	1910986	1921578	BrownCircle	20
穴太飼込16号墳	35.05483783	135.8654785	1892724	1903316	BrownCircle	20
穴太飼込17号墳	35.05483783	135.8654785	1914639	1936188	BrownCircle	20
穴太野添2号墳1号石室	35.07036533	135.8681658	1947510	1965407	BrownCircle	20
穴太野添2号墳2号石室	35.07036533	135.8681658	1947510	1965407	BrownCircle	20
嶽古墳	35.07036533	135.8681658	1910986	1925231	BrownCircle	20
石神1号墳	35.14947485	135.9102045	1936553	1947145	BrownCircle	20
妙見山F-1号墳	35.41776502	136.0251494	1947510	1965407	Hofun	20
黒田長野2号墳	35.50928796	136.2135166	1925596	1936188	Enpun	20
古保利A20号墳	35.46010741	136.2038702	1936553	1947145	BrownCircle	20
古保利A22号墳	35.46010741	136.2038702	1947510	1965407	BrownCircle	20
中山古墳	35.34838846	136.3119559	1925596	1936188	BrownCircle	20
北落古墳群SX9401	35.20153922	136.2653916	1940571	1958468	BrownCircle	20
北落古墳群SX9404	35.20153922	136.2653916	1936553	1947145	BrownCircle	20
楢崎7号墳	35.19469713	136.2914201	1936553	1947145	BrownCircle	20
楢崎12号墳	35.19469713	136.2914201	1936553	1965407	Enpun	20
楢崎38号墳	35.19469713	136.2914201	1936553	1965407	Enpun	20
楢崎75号墳	35.19469713	136.2914201	1936553	1947145	BrownCircle	20
上日吉1号墳	35.12384096	136.1930822	1933266	1958468	Enpun	20
丸山1号墳	35.1500329	136.1683899	1922309	1940206	BrownCircle	20
三ツ山1号墳	35.07271289	136.090489	1916099	1940206	Enpun	20
桜生13号墳	35.0733828	136.0405994	1925596	1936188	Enpun	20
北桜1号墳	35.04874274	136.0488081	1936553	1947145	BrownCircle	20
北桜2号墳	35.04874274	136.0488081	1936553	1947145	Enpun	20
小堤2号墳	35.07493452	136.0507492	1936553	1947145	BrownCircle	20
小堤4号墳	35.07493452	136.0507492	1936553	1947145	BrownCircle	20
塚の本古墳	35.04874274	136.0488081	1947510	1965407	BrownCircle	20
北谷4号墳	35.00165242	135.9900477	1910986	1925231	BrownCircle	20
北谷5号墳	35.00165242	135.9900477	1910986	1925231	BrownCircle	20
北谷6号墳	35.00165242	135.9900477	1925596	1936188	BrownCircle	20
北谷7号墳	35.00165242	135.9900477	1925596	1936188	BrownCircle	20
北谷9号墳	35.00165242	135.9900477	1925596	1936188	BrownCircle	20
横尾山1号墳	34.95712104	135.9189486	1956641	1965407	Hofun	20
竜王山5号墳	35.03477321	136.0674813	1925596	1947145	Enpun	20
波涛ヶ平3号墳	34.9764282	136.1890413	1925596	1936188	Enpun	20
松尾2号墳	34.75983961	135.8193371	1936553	1947145	Enpun	20
車谷4号墳	34.7877768	135.8223719	1940571	1958468	BrownCircle	20
坂尻2号墳	34.78856792	135.8932752	1916099	1927787	Enpun	20
畑山2号墳	34.82599619	135.7519614	1922309	1940206	Enpun	20
畑山3号墳	34.82599619	135.7519614	1933266	1940206	Enpun	20
谷下り3号墳	34.89915046	135.8090906	1940571	1947510	Enpun	20
醍醐2号墳	34.96343088	135.8228611	1940571	1958468	Enpun	20
旭山E2号墳	34.98666948	135.7909698	1940571	1958468	Hofun	20
旭山E6号墳	34.98666948	135.7909698	1952624	1964312	Hofun	20
大原1号墳	34.92934516	135.6722919	1933266	1940206	BrownCircle	20
カラネガ岳1号墳	34.93779735	135.6786648	1936553	1947145	BrownCircle	20
灰方4号墳	34.95167408	135.6629542	1922309	1940206	BrownCircle	20
福西22号墳	34.96723443	135.6792737	1936553	1969060	BrownCircle	20
大覚寺3号墳	35.02603394	135.679625	1936553	1947145	Hofun	20
御堂ヶ池15号墳	35.03477151	135.694801	1947510	1965407	Enpun	20
御堂ヶ池20号墳	35.03477151	135.694801	1936553	1947145	Enpun	20
本山神明1号墳	35.06683957	135.7566738	1903681	1965407	Enpun	20
小野毛人墓	35.06546682	135.7993256	1958833	1976730	BrownCircle	20
医王谷3号墳	35.00311141	135.5691096	1910986	1921578	Enpun	20
春日部1号墳	34.97899413	135.5332491	1933266	1940206	BrownCircle	20
宮川2号墳	35.0388583	135.4797135	1922309	1940206	BrownCircle	20
北ノ庄14号墳	35.04109561	135.5438144	1903681	1910621	Enpun	20
小金岐76号墳	35.04109561	135.5438144	1933266	1940206	BrownCircle	20
拝田9号墳	35.04109561	135.5438144	1903681	1936188	Enpun	20
城谷口2号墳	35.10902376	135.5216353	1910986	1921578	Enpun	20
城谷口8号墳	35.10902376	135.5216353	1947510	1965407	Enpun	20
城谷口9号墳	35.10902376	135.5216353	1947510	1965407	Enpun	20
城谷口10号墳	35.10902376	135.5216353	1936553	1965407	Enpun	20
善願寺1号墳	35.11034539	135.468048	1936553	1947145	BrownCircle	20
細谷1号墳	35.32284781	135.239882	1936553	1947145	BrownCircle	20
細谷7号墳	35.32284781	135.239882	1947510	1965407	BrownCircle	20
山尾北古墳	35.38955889	135.2386447	1922309	1940206	Enpun	20
西山古墳	35.312334	135.281347	1925596	1936188	Enpun	20
神宮谷4号墳	35.3752704	135.2658316	1922309	1940206	BrownCircle	20
向野西6号墳	35.28863154	135.1061107	1936553	1947145	Enpun	20
奉安塚古墳	35.32803023	135.176236	1925596	1936188	BrownCircle	20
山根古墳	35.42727776	135.2147499	1936553	1947145	Enpun	20
三浜丸山1号墳	35.56065448	135.3988894	1936553	1965407	BrownCircle	20
三浜丸山4号墳	35.56065448	135.3988894	1936553	1947145	Enpun	20
中上司1号墳	35.50123023	135.1031118	1936553	1947145	BrownCircle	20
入谷西A-1号墳	35.51069282	135.1118764	1910986	1921578	Enpun	20
高浪1号墳	35.53365278	135.1256317	1925596	1936188	BrownCircle	20
畑大塚2号墳	35.55187871	134.9324882	1925596	1936188	Enpun	20
経塚古墳	35.53865568	134.938357	1936553	1947145	Enpun	20
桃谷1号墳	35.60943301	135.0385206	1936553	1947145	Enpun	20
天徳6号墳	35.56783377	135.0847572	1936553	1958102	Hofun	20
白滝古墳	35.70023401	135.0592217	1936553	1947145	Enpun	20
岡1号墳	35.69180389	135.0338741	1936553	1947145	Enpun	20
大成8号墳	35.7443756	135.1096249	1936553	1947145	Enpun	20
大成9号墳	35.7443756	135.1096249	1936553	1947145	Enpun	20
上野2号墳	35.7162151	135.1034387	1936553	1958102	Hofun	20
男山2号墳	34.62758	136.10839	1954815	1965407	BrownCircle	20
上山7号墳	34.62758	136.10839	1936553	1958102	BrownCircle	20
尻矢6号墳	34.62758	136.10839	1936553	1947145	BrownCircle	20
尻矢8号墳	34.62758	136.10839	1925596	1936188	Enpun	20
小谷5号墳	34.62758	136.10839	1954815	1969060	Enpun	20
中村10号墳	34.62758	136.10839	1936553	1947145	Enpun	20
奥出5号墳	34.62758	136.10839	1903681	1921578	Enpun	20
横山17号墳	34.62758	136.10839	1954815	1965407	BrownCircle	20
琴平山古墳	34.62758	136.10839	1903681	1910621	ZKoenFun	20
丸尾山3号墳	34.62758	136.10839	1925596	1947145	Enpun	20
石取り場1号墳	34.62758	136.10839	1936553	1947145	Enpun	20
白早稲1号墳	34.62758	136.10839	1936553	1958102	BrownCircle	20
勝地大坪3号墳	34.66961	136.17786	1936553	1947145	Enpun	20
桐ヶ谷15号墳	34.66961	136.17786	1910986	1921578	Enpun	20
塚原古墳	34.66961	136.17786	1936553	1947145	BrownCircle	20
岡田向1号墳	34.66961	136.17786	1936553	1947145	BrownCircle	20
上丸川1号墳	34.8295	136.17567	1925596	1936188	BrownCircle	20
上丸川2号墳	34.8295	136.17567	1925596	1936188	Enpun	20
菰池1号墳	34.82631	136.21603	1936553	1947145	BrownCircle	20
菰池2号墳	34.82631	136.21603	1925596	1936188	Enpun	20
筒御前古墳	34.82631	136.21603	1936553	1947145	BrownCircle	20
下中島1号墳	34.76394	136.21994	1910986	1921578	Enpun	20
野台4号墳	34.76394	136.21994	1936553	1958102	BrownCircle	20
向山6号墳	34.76394	136.21994	1925596	1936188	BrownCircle	20
神林8号墳	34.76394	136.21994	1954815	1965407	BrownCircle	20
神林9号墳	34.76394	136.21994	1954815	1965407	Enpun	20
日本田5号墳	34.76394	136.21994	1925596	1936188	BrownCircle	20
田中古墳	34.76394	136.21994	1936553	1947145	Enpun	20
宇賀新田2号墳	35.09456	136.53833	1936553	1958102	BrownCircle	20
宇賀新田11号墳	35.09456	136.53833	1936553	1947145	BrownCircle	20
八幡古墳	34.96503	136.62442	1936553	1958102	Enpun	20
広永1号墳	34.96503	136.62442	1954815	1965407	Enpun	20
公事出5号墳	34.96503	136.62442	1954815	1965407	Enpun	20
北小松3号墳	34.96503	136.62442	1936553	1947145	Enpun	20
青木川2号墳	34.96503	136.62442	1936553	1947145	BrownCircle	20
東起古墳	34.96503	136.62442	1936553	1947145	Enpun	20
南山6号墳	34.88197	136.58417	1925596	1936188	BrownCircle	20
平田7号墳	34.75956	136.44697	1965772	1976365	Enpun	20
平田50号墳	34.75956	136.44697	1963946	1969060	Enpun	20
平田56号墳	34.75956	136.44697	1965772	1976365	BrownCircle	20
平田62号墳	34.75956	136.44697	1973077	1980017	BrownCircle	20
平塚B-1号墳	34.75956	136.44697	1914639	1925231	Enpun	20
小屋城2号墳	34.75956	136.44697	1936553	1947145	BrownCircle	20
下名倉3号墳	34.65622	136.43478	1936553	1958102	BrownCircle	20
下名倉4号墳	34.65622	136.43478	1936553	1958102	BrownCircle	20
上野山11号墳	34.65622	136.43478	1965772	1976365	Hofun	20
上野山13号墳	34.65622	136.43478	1936553	1947145	BrownCircle	20
高畑古墳	34.65622	136.43478	1936553	1947145	Enpun	20
薬師谷2号墳	34.65622	136.43478	1925596	1936188	BrownCircle	20
薬師谷3号墳	34.65622	136.43478	1914639	1925231	BrownCircle	20
薬師谷4号墳	34.65622	136.43478	1925596	1936188	BrownCircle	20
薬師谷5号墳	34.65622	136.43478	1925596	1936188	BrownCircle	20
薬師谷7号墳	34.65622	136.43478	1914639	1925231	BrownCircle	20
薬師谷8号墳	34.65622	136.43478	1910986	1921578	BrownCircle	20
薬師谷9号墳	34.65622	136.43478	1925596	1936188	BrownCircle	20
薬師谷10号墳	34.65622	136.43478	1910986	1921578	BrownCircle	20
薬師谷11号墳	34.65622	136.43478	1936553	1947145	BrownCircle	20
薬師谷12号墳	34.65622	136.43478	1936553	1947145	BrownCircle	20
薬師谷14号墳	34.65622	136.43478	1914639	1925231	BrownCircle	20
天保6号墳	34.62322	136.47997	1954815	1965407	BrownCircle	20
垣内田2号墳	34.57794	136.52758	1936553	1958102	BrownCircle	20
垣内田12号墳	34.57794	136.52758	1954815	1965407	BrownCircle	20
横尾1号墳	34.57794	136.52758	1954815	1965407	Enpun	20
横尾4号墳	34.57794	136.52758	1954815	1965407	Enpun	20
瑞巌寺6号墳	34.57794	136.52758	1910986	1921578	BrownCircle	20
岩穴古墳	34.57794	136.52758	1936553	1947145	Enpun	20
河田A支群7号墳	34.49614	136.54619	1963946	1969060	BrownCircle	20
昼河C11号墳	34.4875	136.70931	1954815	1969060	BrownCircle	20
昼河C12号墳	34.4875	136.70931	1954815	1965407	BrownCircle	20
昼河C13号墳	34.4875	136.70931	1954815	1965407	BrownCircle	20
昼河C14号墳	34.4875	136.70931	1954815	1965407	BrownCircle	20
昼河C15号墳	34.4875	136.70931	1936553	1958102	BrownCircle	20
蚊山14号墳	34.49019	136.63083	1922309	1940206	BrownCircle	20
狐塚古墳	34.48133	136.84342	1903681	1910621	Enpun	20
おじょか古墳	34.33119	136.83119	1885784	1903681	BrownCircle	20
上村古墳	34.33119	136.83119	1925596	1936188	BrownCircle	20
花山14号墳	34.22570228	135.2279718	1936553	1947145	Enpun	20
前山B41号墳	34.22287744	135.2281518	1925596	1936188	Enpun	20
城ノ前1号墳	34.1959438	135.2177316	1936553	1947145	Enpun	20
室山5号墳	34.16509512	135.2070239	1936553	1947145	Enpun	20
奥の谷古墳	34.16024044	135.2141886	1936553	1947145	Enpun	20
馬瀬1号墳	34.122772	135.1433504	1925596	1936188	Enpun	20
馬瀬2号墳	34.122772	135.1433504	1925596	1936188	Enpun	20
宮原古墳	34.08023646	135.1716898	1925596	1936188	BrownCircle	20
若野1号墳	33.89744541	135.1986663	1910986	1921578	BrownCircle	20
葉糸古墳	34.2222008	135.18817	1936553	1947145	BrownCircle	20
後ロ谷1号墳	33.73423725	135.4193038	1925596	1936188	BrownCircle	20
後ロ谷2号墳	33.73423725	135.4193038	1936553	1947145	BrownCircle	20
沢原5号墳	35.3765	134.81633	1936553	1947145	Enpun	18
夕垣9号墳	35.40464	134.76767	1936553	1947145	Enpun	18
舞子西石ヶ谷5号墳	34.69017	135.19544	1925596	1936188	Enpun	18
太市中04号墳	34.81517	134.68539	1910986	1921578	Enpun	18
西脇A-20号墳	34.86538095	134.5964747	1947510	1965407	Enpun	18
西脇A-30号墳	34.86538095	134.5964747	1947510	1965407	Enpun	18
勝手野8号墳	34.81372948	134.92711	1936553	1958102	Enpun	18
状覚山10号墳	34.85239314	134.881432	1963946	1969060	Hofun	18
塩淵3号墳	34.81517	134.68539	1936553	1958102	Enpun	18
入角085号墳	35.05031	134.92336	1963946	1969060	Enpun	18
入角110号墳	35.05031	134.92336	1963946	1969060	Enpun	18
坂本7号墳	35.006666	134.983055	1954815	1965407	Enpun	18
年ノ神4号墳	34.811	134.9589	1954815	1965407	Hofun	18
年ノ神5号墳	34.811	134.9589	1954815	1965407	Hofun	18
沢の浦1号墳	35.09281	135.17375	1936553	1958102	Enpun	18
沢の浦2号墳	35.09281	135.17375	1936553	1947145	Enpun	18
庄境2号墳	35.06661	135.18497	1936553	1947145	Enpun	18
野坂大谷22号墳	35.087777	135.004166	1936553	1958102	Enpun	18
野坂大谷26号墳	35.087777	135.004166	1936553	1958102	Enpun	18
野坂大谷27号墳	35.087777	135.004166	1936553	1958102	Enpun	18
22地点3号墳	34.69017	135.19544	1936553	1947145	Enpun	18
籠谷古墳	34.69017	135.19544	1954815	1965407	Enpun	18
庵ノ谷古墳(AK-92)	34.88997	135.22544	1936553	1947145	Enpun	18
落合古墳(AE-24)	34.88997	135.22544	1954815	1965407	Enpun	18
求メ塚古墳(AN-201)	34.88997	135.22544	1954815	1965407	Enpun	18
八十塚古墳群岩ヶ平支群第06号	34.748918	135.3129574	1936553	1958102	Enpun	18
雲雀山東尾根B-01号墳	34.82941377	135.3952086	1936553	1958102	Enpun	18
雲雀山東尾根B-16号墳	34.82941377	135.3952086	1954815	1965407	Enpun	18
山本奥C01号墳	34.8327086	135.3758452	1940571	1964312	Enpun	18
山本奥C03号墳	34.8327086	135.3758452	1940571	1964312	Enpun	18
山本奥C04号墳	34.8327086	135.3758452	1947510	1965407	Enpun	18
山本奥H01号墳	34.8327086	135.3758452	1947510	1965407	Enpun	18
雁多尾畑古墳群6-13号墳	34.5957797	135.6495054	1936553	1947145	Enpun	18
山畑古墳群20号墳	34.66104752	135.6528958	1925596	1947145	Enpun	18
田辺古墳群3号墳	34.57928	135.62861	1954815	1965407	Enpun	18
田辺古墳群7号墳	34.57928	135.62861	1963946	1969060	Hofun	18
田辺古墳群8号墳	34.57928	135.62861	1936553	1958102	Hofun	18
一須賀古墳群I14号墳	34.50176472	135.6438379	1903681	1910621	Enpun	18
一須賀古墳群I16号墳	34.50176472	135.6438379	1903681	1910621	Enpun	18
一須賀古墳群J11号墳	34.50176472	135.6438379	1925596	1936188	Enpun	18
小金平古墳	34.49964	135.59725	1963946	1969060	Enpun	18
倉治古墳群2号墳	34.78794	135.67994	1925596	1936188	Enpun	18
塚脇C-5号墳	34.846	135.61725	1910986	1921578	Enpun	18
長ヶ淵7号墳	34.85780013	135.5642964	1936553	1958102	Enpun	18
栗栖山南3号墳	34.862777	135.548333	1954815	1965407	Enpun	18
栗栖山南6号墳	34.862777	135.548333	1936553	1958102	Hofun	18
野間中A-3号墳	34.97244	135.41422	1954815	1965407	Hofun	18
野間中B-3号墳	34.97244	135.41422	1954815	1965407	Hofun	18
龍王山A-1号墳	34.55761924	135.8489919	1936553	1947145	Enpun	18
龍王山B-10号墳	34.55761924	135.8489919	1925596	1965407	Enpun	18
龍王山E-14号墳	34.55761924	135.8489919	1936553	1947145	Enpun	18
火野谷山3号墳	34.47595108	135.7022074	1904046	1910986	Enpun	18
寺口忍海E-5号墳	34.47595108	135.7022074	1904046	1921943	Enpun	18
寺口忍海E-11号墳	34.47595108	135.7022074	1940571	1958468	Enpun	18
寺口忍海H-2号墳	34.47595108	135.7022074	1925596	1936188	Enpun	18
吐田平3号墳	34.45047321	135.7095265	1904046	1921943	Enpun	18
太鼓塚18号墳	35.04151431	135.85124	1947510	1965407	Enpun	18
太鼓塚25号墳	35.04151431	135.85124	1947510	1965407	Enpun	18
大通寺38号墳	35.04506792	135.8571949	1903681	1910621	Enpun	18
大通寺41号墳	35.04506792	135.8571949	1892724	1910621	Enpun	18
東野館1号墳	35.4344731	136.3364379	1947510	1965407	Enpun	18
東野館4号墳	35.4344731	136.3364379	1947510	1965407	Enpun	18
諸頭山2号墳	35.34838846	136.3119559	1947510	1965407	Enpun	18
尼子11号墳	35.21238244	136.2512333	1947510	1965407	Enpun	18
和田2号墳	35.00353387	136.0003691	1910986	1921578	Enpun	18
和田5号墳	35.00353387	136.0003691	1925596	1936188	Enpun	18
新開西1号墳	35.01802944	136.0008099	1947510	1956276	Hofun	18
横尾山6号墳	34.95712104	135.9189486	1956641	1965407	Hofun	18
狐栗A-2号墳	34.99295049	136.0818932	1936553	1947145	Enpun	18
竜王山4号墳	35.03477321	136.0674813	1925596	1947145	Enpun	18
御堂ヶ池12号墳	35.03477151	135.694801	1940571	1958468	Enpun	18
本多山古墳群泉山市群2号墳	34.97760603	135.7829136	1933266	1940206	Enpun	18
桜峠18号墳	34.98832355	135.5503524	1936553	1947145	Enpun	18
北ノ庄13号墳	35.04109561	135.5438144	1903681	1910621	Enpun	18
小金岐6号墳	35.02948107	135.5568011	1958833	1976730	Enpun	18
小金岐104号墳	35.02948107	135.5568011	1940571	1964312	Hofun	18
小谷17号墳	35.10902376	135.5216353	1910986	1921578	Enpun	18
城谷口11号墳	35.10902376	135.5216353	1936553	1947145	Enpun	18
山尾古墳	35.38955889	135.2386447	1963946	1969060	Hofun	18
高山6号墳	35.70803582	135.0901418	1936553	1947145	Enpun	18
小谷1号墳	34.62758	136.10839	1954815	1965407	Enpun	18
百々1号墳	34.62758	136.10839	1954815	1965407	Hofun	18
和田ヶ平2号墳	34.96503	136.62442	1936553	1958102	Enpun	18
平田12号墳	34.75956	136.44697	1963946	1969060	Enpun	18
平田29号墳	34.75956	136.44697	1963946	1969060	Enpun	18
平田73号墳	34.75956	136.44697	1963946	1969060	Enpun	18
ツヅミ2号墳	34.75956	136.44697	1903681	1910621	Enpun	18
天保3号墳	34.62322	136.47997	1936553	1947145	Enpun	18
鳥ヶ谷1号墳	34.57794	136.52758	1947510	1965407	Enpun	18
天神山4号墳	34.57794	136.52758	1936553	1965407	Enpun	18
川原表3号墳	34.57794	136.52758	1910986	1921578	Enpun	18
川原表5号墳	34.57794	136.52758	1903681	1910621	Enpun	18
前山A2号墳	34.22287744	135.2281518	1925596	1936188	Enpun	18
高塚山3号墳	34.67593811	135.0630798	1936553	1947145	Enpun	16
黍田17号墳	34.83069	134.52883	1947510	1965407	Enpun	16
黍田18号墳	34.83069	134.52883	1936553	1947145	Enpun	16
馬立06号墳	34.91858	134.54933	1936553	1947145	Enpun	16
龍子向山4号墳	34.857847	134.545397	1947510	1965407	Enpun	16
太市中12号墳	34.81517	134.68539	1914639	1925231	Enpun	16
西脇A-29号墳	34.86538095	134.5964747	1947510	1965407	Enpun	16
西脇C-055号墳	34.86538095	134.5964747	1947510	1965407	Enpun	16
勝手野1号墳	34.81372948	134.92711	1954815	1965407	Enpun	16
状覚山06号墳	34.85239314	134.881432	1967964	1976730	Enpun	16
状覚山14号墳	34.85239314	134.881432	1963946	1969060	Enpun	16
田野口2号墳	35.05031	134.92336	1954815	1965407	Enpun	16
入角099号墳	35.05031	134.92336	1963946	1969060	Enpun	16
高松07号墳	34.98292	134.97953	1936553	1958102	Enpun	16
野坂大谷13号墳	35.087777	135.004166	1925596	1936188	Enpun	16
福島23号墳	34.88997	135.22544	1936553	1947145	Enpun	16
雲雀山東尾根A-11号墳	34.82941377	135.3952086	1954815	1965407	Enpun	16
雲雀山東尾根B-13号墳	34.82941377	135.3952086	1954815	1965407	Enpun	16
雁多尾畑古墳群49-1号墳	34.5957797	135.6495054	1936553	1958102	Hofun	16
雁多尾畑古墳群49-3号墳	34.5957797	135.6495054	1936553	1958102	Hofun	16
山畑古墳群10号墳	34.66104752	135.6528958	1936553	1947145	Enpun	16
田辺古墳群1号墳	34.57928	135.62861	1936553	1958102	Enpun	16
一須賀古墳群O15号墳	34.50199518	135.6438434	1936553	1947145	Enpun	16
一須賀古墳群P3号墳	34.50176472	135.6438379	1954815	1976365	Hofun	16
寛弘寺古墳群40号墳	34.48845094	135.6184264	1954815	1965407	Hofun	16
寛弘寺古墳群42号墳	34.48845094	135.6184264	1936553	1947145	Enpun	16
塚脇C-2号墳	34.846	135.61725	1925596	1936188	Enpun	16
塚原F1号墳	34.8541687	135.5692665	1925596	1936188	Enpun	16
塚原J1号墳	34.8541687	135.5692665	1936553	1947145	Enpun	16
塚原N8号墳	34.8541687	135.5692665	1954815	1965407	Enpun	16
栗栖山南4号墳	34.862777	135.548333	1954815	1965407	Hofun	16
五月ヶ丘古墳	34.82172	135.42853	1936553	1947145	Enpun	16
小戸B-5号墳	34.97244	135.41422	1936553	1958102	Enpun	16
竜田御坊山3号墳	34.61149906	135.7305162	1952624	1964312	Enpun	16
龍王山B-3号墳	34.55761924	135.8489919	1925596	1936188	Enpun	16
龍王山C-6号墳	34.55103114	135.8487628	1925596	1936188	Enpun	16
龍王山E-12号墳	34.55761924	135.8489919	1925596	1936188	Hofun	16
平岩古墳	34.6565837	136.0356914	1936553	1947145	Enpun	16
能峠南山2号墳	34.53313459	135.9640438	1936553	1947145	Enpun	16
神木坂3号墳	34.53313459	135.9640438	1954815	1965407	BrownCircle	16
粟原カタソバ2号墳	34.49877503	135.8786872	1947510	1956276	Enpun	16
三ツ塚6号墳	34.50814405	135.6869265	1954815	1965407	Hofun	16
寺口千塚2号墳第1石室	34.47595108	135.7022074	1936553	1947145	Enpun	16
寺口千塚2号墳第2石室	34.47595108	135.7022074	1936553	1947145	Enpun	16
寺口千塚5号墳	34.47595108	135.7022074	1936553	1947145	Enpun	16
寺口千塚8号墳	34.47595108	135.7022074	1925596	1936188	Enpun	16
寺口千塚17号墳	34.47595108	135.7022074	1925596	1936188	Enpun	16
寺口古屋敷古墳	34.47595108	135.7022074	1952624	1964312	Enpun	16
寺口忍海E-21号墳	34.47595108	135.7022074	1892724	1903316	Enpun	16
寺口忍海H-4号墳	34.47595108	135.7022074	1914639	1925231	Enpun	16
寺口忍海H-11号墳	34.47595108	135.7022074	1910986	1921578	Enpun	16
寺口忍海H-28号墳	34.47595108	135.7022074	1925596	1936188	Enpun	16
寺口忍海H-30号墳	34.47595108	135.7022074	1936553	1947145	Enpun	16
寺口忍海H-38号墳	34.47595108	135.7022074	1910986	1921578	Enpun	16
太鼓塚26号墳	35.04151431	135.85124	1925596	1936188	Enpun	16
太鼓塚27号墳	35.04151431	135.85124	1910986	1921578	Enpun	16
太鼓塚29号墳	35.04151431	135.85124	1914639	1936188	Enpun	16
大通寺39号墳	35.04506792	135.8571949	1916099	1927787	Enpun	16
東野館5号墳	35.4344731	136.3364379	1947510	1965407	Enpun	16
