key	ja-JP	en-US	longitude	latitude	min_size	max_size	first_year	last_year	texture	所在地	種別	時代	立地	標高	出土遺物
HokkaidoSite280	朱円38遺跡		144.7803721	43.89274615	0	0.5	-5000	-3500	BlueCircle	斜里町字朱円東139-1・2	遺物包含地	縄文(前期)	オクシベツ川支流と小沢に挟まれた尾根状台地、緩斜面上	120～122.5 m	土器、石器
HokkaidoSite281	朱円19遺跡		144.7855608	43.89122709	0	0.5	-3500	-2000	BlueCircle	斜里町朱円東135-1・2	遺物包含地	縄文(中期)	オクシベツ川に注ぐ無名支流の右岸緩斜面	125 m	土器、石器
HokkaidoSite282	オクシベツ10遺跡		144.7766943	43.88945489	0	0.5	-3500	-2000	BlueCircle	斜里町朱円東163-1・3	遺物包含地	縄文(中期)	オクシベツ川支流の無名川右岸	75～80 m	土器、石器、礫
HokkaidoSite283	朱円39遺跡		144.7857456	43.8895683	0	0.5	-3500	-2000	BlueCircle	斜里町朱円東169-11	遺物包含地	縄文(中期)	朱円川と支流が合流する地点の東側台地上	125 m	土器、石鏃・ナイフ・スクレイパー・チップ
HokkaidoSite284	大栄3遺跡		144.5790925	43.88806539	0	0.5	-3500	-2000	BlueCircle	斜里町大栄105	遺物包含地	縄文(中期)	扇状地	10～17 m	土器、石器
HokkaidoSite285	アッカンベツ4遺跡		144.7401949	43.88570352	0	0.5	-3500	-2000	BlueCircle	斜里町越川5-1	遺物包含地	縄文(中期)	アッカンベツ川右岸の段丘面	37.5～40.0 m	土器、ナイフ・つまみ付ナイフ・石核・Rフレイク・フレイク・石斧
HokkaidoSite286	大栄4遺跡		144.5721484	43.8842971	0	0.5	-3500	-2000	BlueCircle	斜里町大栄110	遺物包含地	縄文(中期)	扇状地	10～20 m	土器、石器
HokkaidoSite287	大栄13遺跡		144.577006	43.88683923	0	0.5	-3500	-2000	BlueCircle	斜里町大栄110	遺物包含地	縄文(中期)	大和排水路の左岸段丘上	約18 m	土器、石器
HokkaidoSite288	オクシベツ20遺跡		144.778283	43.8776811	0	0.5	-3500	-2000	BlueCircle	斜里町越川40-1	遺物包含地	縄文(中期)	オクシベツ川左岸 段丘上	97.4 m	土器、ナイフ・スクレイパー・フレイク・石斧
HokkaidoSite289	オクシベツ22遺跡		144.7814514	43.87637222	0	0.5	-3500	-2000	BlueCircle	斜里町越川40-1	遺物包含地	縄文(中期)	オクシベツ川左岸段丘上	102.5～105 m	土器、フレイク
HokkaidoSite290	オクシベツ24遺跡		144.780543	43.87580047	0	0.5	-3500	-2000	BlueCircle	斜里町越川42-1	遺物包含地	縄文(中期)	オクシベツ川左岸段丘面、小沢の左岸	105～110 m	土器、チップ
HokkaidoSite291	オクシベツ25遺跡		144.7815321	43.87489434	0	0.5	-3500	-2000	BlueCircle	斜里町越川41-1	遺物包含地	縄文(中期)	オクシベツ川左岸段丘面。旧沢跡の左岸	102.5～110 m	土器、石斧
HokkaidoSite292	越川16遺跡		144.757032	43.87134685	0	0.5	-3500	-2000	BlueCircle	斜里町越川92-8・9・10	遺物包含地	縄文(中期)	丘陵の北西斜面	95 m	土器、ナイフ・フレイク・砥石
HokkaidoSite293	越川9遺跡		144.7365664	43.8716052	0	0.5	-8000	-5000	BlueCircle	斜里町越川76-3,79-1	遺物包含地	縄文(早期)	幾品川とアッカンベツ川とに挟まれた段丘面	47.5～50 m	ナイフ・石核・フレイク・石斧
HokkaidoSite294	越川8遺跡		144.7357769	43.87139683	0	0.5	-3500	-2000	BlueCircle	斜里町越川76-8	遺物包含地	縄文(中期)	幾品川とアッカンベツ川に挟まれた段丘上の緩斜面	45～47.5 m	土器、石鏃・ナイフ・スクレイパー・フレイク
HokkaidoSite295	アッカンベツ15遺跡		144.7609054	43.86950226	0	0.5	-3500	-2000	BlueCircle	斜里町越川131-1,175-1・2	遺物包含地	縄文(中期)	アッカンベツ川支流 右岸段丘面 西に面した緩傾斜面	102.5～105 m	土器、ナイフ・スクレイパー・フレイク・石錘
HokkaidoSite296	アッカンベツ9遺跡		144.7570808	43.86882962	0	0.5	-3500	-2000	BlueCircle	斜里町越川176-2	遺物包含地	縄文(中期)	アッカンベツ川に注ぐ無名小河川左岸	90 m	土器、石器
HokkaidoSite297	アッカンベツ3遺跡		144.7507797	43.86651628	0	0.5	-3500	-2000	BlueCircle	斜里町越川179-8・29,188-3	遺物包含地	縄文(中期)	丘陵斜面	70 m	土器、剥片
HokkaidoSite298	アッカンベツ11遺跡		144.7553815	43.86705483	0	0.5	-3500	-2000	BlueCircle	斜里町越川177-4・5	遺物包含地	縄文(中期)	アッカンベツ川に注ぐ無名小河川の左岸台地上	82.5～85 m	土器、石器
HokkaidoSite299	三井13遺跡		144.6940356	43.86252473	0	0.5	-8000	-5000	BlueCircle	斜里町三井59-2	遺物包含地	縄文(早期)	豊里川と秋の川の支流間に挟まれた火砕流台地の先端部	約35 m	土器、石鏃・彫器スクレイパー・フレイク
HokkaidoSite300	川上10遺跡		144.644466	43.86302183	0	0.5	-8000	-5000	BlueCircle	斜里町川上166-2・3・4,168-3,169-2・6	遺物包含地	縄文(早期)	斜里川と猿間川とに挟まれた台地上	約40 m	石刃・フレイクチップ・石錘
HokkaidoSite301	川上8遺跡		144.6385849	43.86128265	0	0.5	-8000	-5000	BlueCircle	斜里町川上171-1・11・12	遺物包含地	縄文(早期)	斜里川右岸の台地	40～50 m	石刃鏃・彫器・石核・石刃・フレイクチップ
HokkaidoSite302	川上9遺跡		144.6446744	43.86100392	0	0.5	-3500	-2000	BlueCircle	斜里町川上166-6	遺物包含地	縄文(中期)	斜里川と猿間川に挟まれた段丘上(猿間川寄り)	約45 m	土器、石核?・Rフレイク・フレイクチップ
HokkaidoSite303	三井3遺跡		144.6700468	43.8587597	0	0.5	-1000	-300	BlueCircle	斜里町三井83-2,86	遺物包含地	縄文(晩期)	ペケレイ川とその支流にはさまれた舌状台地先端	20～32 m	土器、フレイクチップ
HokkaidoSite304	イクシナベツ8遺跡		144.7601362	43.85601713	0	0.5	-3500	-2000	BlueCircle	斜里町越川263-1	遺物包含地	縄文(中期)	幾品川右岸の段丘面	90 m	土器、ナイフ
HokkaidoSite305	川上4遺跡		144.63312	43.85870839	0	0.5	-3500	-2000	BlueCircle	斜里町川上194-3・8	遺物包含地	縄文(中期)	斜里川右岸の段丘	12.5 m	土器、チップ
HokkaidoSite306	三井9遺跡		144.6951053	43.85555318	0	0.5	-8000	-5000	BlueCircle	斜里町三井136-2	遺物包含地	縄文(早期)	豊里川左岸の段丘上	約45 m	土器、石刃・スクレイパー・Rフレイク・フレイク
HokkaidoSite307	川上6遺跡		144.6345452	43.85643624	0	0.5	-8000	-5000	BlueCircle	斜里町川上198-3	遺物包含地	縄文(早期)	斜里川と猿間川に挟まれた段丘上	約60 m	石刃鏃
HokkaidoSite308	中斜里6遺跡		144.6501456	43.8553802	0	0.5	-1000	-300	BlueCircle	斜里町中斜里65-1・7	遺物包含地	縄文(晩期)	猿間川と支流右岸の合流地点付近	12.5～15.0 m	土器、両面調整石器・Uフレイク・フレイクチップ
HokkaidoSite309	川上2遺跡		144.6257943	43.85473774	0	0.5	-1000	-300	BlueCircle	斜里町川上192-4	遺物包含地	縄文(晩期)	斜里川支流の左岸台地上	15 m	土器、すり石
HokkaidoSite310	アキベツ2遺跡		144.7314179	43.84867857	0	0.5	-8000	-5000	BlueCircle	斜里町富士22	遺物包含地	縄文(早期)	秋の川右岸丘陵斜面	140～150 m	土器、石刃鏃
HokkaidoSite311	三井19遺跡		144.7024912	43.84978966	0	0.5	-3500	-2000	BlueCircle	斜里町三井170-1	遺物包含地	縄文(中期)	豊里川右岸面		土器、チップ
HokkaidoSite312	中斜里9遺跡		144.6519385	43.85171115	0	0.5	-5000	-3500	BlueCircle	斜里町中斜里75-3,76-1	遺物包含地	縄文(前期)	猿間川支流の右岸段丘上で沢べりにはりつく形	25 m	土器、スクレイパー
HokkaidoSite313	来運1遺跡		144.6423791	43.84103059	0	0.5	-3500	-2000	PitHouse	斜里町来運20,24-1・5,25-3,89-2・5・6・7	集落跡	縄文(中期)	猿間川左岸段丘	40～50m	土器、石器
HokkaidoSite314	来運9遺跡		144.6542236	43.84028843	0	0.5	-3500	-2000	BlueCircle	斜里町来運35-1	遺物包含地	縄文(中期)	猿間川支流の右岸、尾根と沢の間の一段低い平坦部	50 m	土器、石器
HokkaidoSite315	上斜里1遺跡		144.5810438	43.86454467	0	0.5	-3500	-2000	PitHouse	清里町字上斜里371-1･8,国有林	集落跡	縄文(中期)	宇遠別川左岸 台地上	30 m	土器、石匙、掻器
HokkaidoSite316	上斜里2遺跡		144.5807525	43.85880542	0	0.5	-3500	-2000	BlueCircle	清里町字上斜里605	遺物包含地	縄文(中期)	宇遠別川左岸 台地上	30 m	土器、石鏃・石槍・剥片
HokkaidoSite317	ペーメン川1遺跡		144.5543675	43.79401347	0	0.5	-300	700	BlueCircle	清里町字神威1034-1･2,1044-1	遺物包含地	続縄文	斜里川とペーメン川との合流点	47～48 m	土器、掻器、石小刀、石冠、剥片
HokkaidoSite318	青葉遺跡		144.5132791	43.73869202	0	0.5	-3500	-2000	BlueCircle	清里町字青葉146,147-1･2,148-1･4,152,154-1	遺物包含地	縄文(中期)	札弦川右岸 段丘上	100 m	土器、石鏃・石斧・石皿
HokkaidoSite319	涛沸湖北岸1遺跡		144.4399958	43.9243342	0	0.5	-300	700	BlueCircle	小清水町字浜小清水137-1･4	遺物包含地	続縄文	涛沸湖北岸	4～5 m	土器
HokkaidoSite320	ニクル沼遺跡		144.5394533	43.92028615	0	0.5	-2000	-1000	PitHouse	小清水町字止別国有林	集落跡	縄文(後期)	ニクル沼北側の砂丘上	10～20 m	土器
HokkaidoSite321	倉栄2遺跡		144.439665	43.90412538	0	0.5	-3500	-2000	BlueCircle	小清水町字倉栄13,14,75,76,77-1･2･3	遺物包含地	縄文(中期)	濤沸湖に続く沖積地に面した段丘面上	20 m	土器、スクレイパー、剥片
HokkaidoSite322	神浦2遺跡		144.3995938	43.85236815	0	0.5	-300	700	BlueCircle	小清水町字神浦384,385-1･3	遺物包含地	続縄文	浦士別川右岸 段丘上	30 m	土器、石器
HokkaidoSite323	オドノ川3遺跡		144.4557448	43.84004275	0	0.5	-3500	-2000	BlueCircle	小清水町字共和406-1･2	遺物包含地	縄文(中期)	オドノ川右岸 段丘上	30 m	土器、剥片
HokkaidoSite324	泉1遺跡		144.4789159	43.83680537	0	0.5	-3500	-2000	BlueCircle	小清水町字泉101,200,204	遺物包含地	縄文(中期)	ヤンベツ川左岸 段丘上	30 m	土器、石器
HokkaidoSite325	泉2遺跡		144.4830858	43.83664262	0	0.5	-3500	-2000	BlueCircle	小清水町字泉247,248	遺物包含地	縄文(中期)	ヤンベツ川右岸 段丘上	30～35 m	土器、石器、剥片
HokkaidoSite326	緋牛内5遺跡		144.0263969	43.8833297	0	0.5	-3500	-2000	BlueCircle	北見市端野町緋牛内752	遺物包含地	縄文(中期)			土器、石鏃・石槍・石刃・石斧
HokkaidoSite327	虹別1遺跡		144.6791056	43.45675435	0	0.5	650	1300	PitHouse	標茶町字690-24	集落跡	擦文	西別川右岸の段丘上	140 m	
HokkaidoSite328	磯分内第4遺跡		144.5431252	43.38945233	0	0.5	-3500	-2000	BlueCircle	標茶町字熊牛原野18線西4-1	遺物包含地	縄文(中期)	釧路川左岸の丘陵西斜面	60 m	
HokkaidoSite329	上オソベツ遺跡		144.3961064	43.38912766	0	0.5	-5000	-3500	BlueCircle	標茶町字上オソツベツ原野基線90-2,上オソツベツ原野114	遺物包含地	縄文(前期)	オソツベツ川右岸の丘陵斜面	120 m	土器
HokkaidoSite330	磯分内第2遺跡		144.528352	43.38309764	0	0.5	-3500	-2000	BlueCircle	標茶町字西熊牛原野西2線92-6	遺物包含地	縄文(中期)	釧路川右岸、無名川が釧路川に合流する付近の段丘上	60 m	土器
HokkaidoSite331	磯分内第3遺跡		144.5298926	43.3836553	0	0.5	-3500	-2000	BlueCircle	標茶町字西熊牛原野西2線92-2	遺物包含地	縄文(中期)	釧路川右岸の段丘上	60 m	
HokkaidoSite332	上オソベツ第2遺跡		144.4427313	43.35767113	0	0.5	200	700	BlueCircle	標茶町字上オソツベツ原野12	遺物包含地	続縄文(後半期)	オソツベツ川左岸の段丘上	70 m	土器、石鏃・掻器・剥片
HokkaidoSite333	ポンタワ第2遺跡		144.6043843	43.3388535	0	0.5	-8000	-5000	BlueCircle	標茶町字中多和16-2	遺物包含地	縄文(早期)	釧路川東側の丘陵上	40 m	石刃
HokkaidoSite334	ポンタワ遺跡		144.6075825	43.33723152	0	0.5	-8000	-5000	BlueCircle	標茶町字多和427	遺物包含地	縄文(早期)	ポンタワ川の右岸の台地	30 m	土器、すり石･砥石
HokkaidoSite335	当幌川16遺跡		144.9643621	43.50460404	0	0.5	650	1300	PitHouse	中標津町南中27-4・9	集落跡	擦文	当幌川中流域の寿橋から約120m上流の段丘上	45 m	
HokkaidoSite336	当幌川13遺跡		144.9182272	43.49062465	0	0.5	650	1300	PitHouse	中標津町字豊岡3132-1	集落跡	擦文	当幌川と無名川の合流地点から約850m下流の段丘上	55 m	
HokkaidoSite337	望洋台第6遺跡		144.9819259	43.74824874	0	0.5	-3500	-2000	BlueCircle	標津町字古多糠916-1	遺物包含地	縄文(中期)	河岸段丘。古多糠川の支流右岸	120 m	石斧
HokkaidoSite338	小泉1遺跡		143.9322187	43.83283173	0	0.5	-3500	-2000	BlueCircle	北見市ひかり野5丁目1	遺物包含地	縄文(中期)	常呂川左岸段丘	48 m	
HokkaidoSite339	東陵1遺跡		143.896676	43.82609354	0	0.5	-3500	-2000	BlueCircle	北見市東陵町118-18～24,120-1・25～27・56～61	遺物包含地	縄文(中期)	丘陵西縁	100 m	
HokkaidoSite340	大正3遺跡		143.8399632	43.81800714	0	0.5	-2000	-1000	BlueCircle	北見市大正254-1	遺物包含地	縄文(後期)	大正川右岸段丘	120 m	土器、削器・掻器・ノッチ・石核・Uフレイク
HokkaidoSite341	本沢2遺跡		143.7635171	43.8189179	0	0.5	-3500	-2000	BlueCircle	北見市本沢175-1	遺物包含地	縄文(中期)	本沢ポン相内川に注ぐ支流の左岸、西向きの緩斜面	180m	土器、石鏃・石槍・剥片
HokkaidoSite342	川東4遺跡		143.9180603	43.80225194	0	0.5	-300	700	BlueCircle	北見市川東73-1	遺物包含地	続縄文	常呂川右岸段丘	55m	
HokkaidoSite343	川東5遺跡		143.9328844	43.79828044	0	0.5	-3500	-2000	BlueCircle	北見市川東624-1・2	遺物包含地	縄文(中期)	丘陵東向き緩斜面	140 m	石鏃・石槍・石斧
HokkaidoSite344	川東8遺跡		143.9473707	43.7963105	0	0.5	-3500	-2000	BlueCircle	北見市川東670,672,674,683,684	遺物包含地	縄文(中期)	常呂川支流左岸 舌状丘陵先端	100m	土器、石槍・Uフレイク
HokkaidoSite345	北光1遺跡		143.8966443	43.78583256	0	0.5	-3500	-2000	BlueCircle	北見市光葉町4-1	遺物包含地	縄文(中期)	常呂川と無加川に挟まれた中州状の段丘	68 m	土器、石鏃・石槍・削器
HokkaidoSite346	北光2遺跡		143.88987	43.78187452	0	0.5	-3500	-2000	BlueCircle	北見市新生町62番地先	遺物包含地	縄文(中期)	常呂川左岸低位段丘	70 m	
HokkaidoSite347	若松6遺跡		143.9244185	43.78144694	0	0.5	-300	700	BlueCircle	北見市若松166-1・2,167-1･3,168,169-1・5,170-6,171-1	遺物包含地	続縄文	シュブシュブシナイ川両岸	100 m	剥片
HokkaidoSite348	広郷14遺跡		143.822661	43.75590583	0	0.5	-3500	-2000	BlueCircle	北見市広郷489,490-1,502,503	遺物包含地	縄文(中期)	常呂川左岸段丘の東出する舌状部	105 m	土器、石核・削器・Uフレイク
HokkaidoSite349	常川2遺跡		143.850664	43.75224245	0	0.5	-1000	-300	BlueCircle	北見市常川43-1･3	遺物包含地	縄文(晩期)	常呂川右岸段丘		土器、削器・石刃・Uフレイク
HokkaidoSite350	本岐1遺跡		143.9883177	43.64245949	0	0.5	-3500	-2000	BlueCircle	津別町字本岐95-1～4,96,104-1,105～107,200-1･2	遺物包含地	縄文(中期)	網走川とケミチャップ川とに挟まれた段丘上	130 m	土器、石鏃・石匙・石斧
HokkaidoSite351	北登6遺跡		143.9125049	43.92431586	0	0.5	-300	700	BlueCircle	北見市端野町北登29-1	遺物包含地	続縄文			土器、両面石器・石鏃・石銛・石槍・掻器・黒曜石片
HokkaidoSite352	協和1遺跡		143.9687579	43.87327963	0	0.5	650	1300	BlueCircle	北見市端野町協和2	遺物包含地	擦文			土器、石銛・黒曜石片
HokkaidoSite353	川向1遺跡		143.9570461	43.84184159	0	0.5	-3500	-2000	BlueCircle	北見市端野町川向8	遺物包含地	縄文(中期)			土器、黒曜石片
HokkaidoSite354	川向4遺跡		143.9472596	43.82835843	0	0.5	-3500	-2000	BlueCircle	北見市端野町川向61	遺物包含地	縄文(中期)			土器、黒曜石片
HokkaidoSite355	川向12遺跡		143.9615294	43.82635321	0	0.5	-3500	-2000	BlueCircle	北見市端野町川向423	遺物包含地	縄文(中期)			土器、黒曜石片
HokkaidoSite356	川向19遺跡		143.9699126	43.81463217	0	0.5	-3500	-2000	BlueCircle	北見市端野町川向651	遺物包含地	縄文(中期)			土器
HokkaidoSite357	勝山4遺跡		143.5022015	43.62729633	0	0.5	-5000	-3500	BlueCircle	置戸町字勝山169-1･3･4,375-3･9･10	遺物包含地	縄文(前期)	湧水点周辺	305 m	土器、ポイント･剥片
HokkaidoSite358	勝山8遺跡		143.498516	43.59009818	0	0.5	-300	700	BlueCircle	置戸町字春日226,227,229	遺物包含地	続縄文	ニイトコロ川左岸段丘	360 m	刀、土器
HokkaidoSite359	旧白滝2遺跡		143.2141703	43.90316905	0	0.5	-1000	-300	BlueCircle	遠軽町旧白滝425	遺物包含地	縄文(晩期)	湧別川左岸	320 m	
HokkaidoSite360	大誉地6遺跡		143.6847531	43.43592064	0	0.5	-3500	-2000	BlueCircle	足寄町大誉地588	遺物包含地	縄文(中期)	大誉地川左岸、丘陵裾部	255 m	石鏃・石槍
HokkaidoSite361	大誉地8遺跡		143.6546105	43.37912847	0	0.5	-3500	-2000	BlueCircle	足寄町大誉地96-1	遺物包含地	縄文(中期)	利別川右岸高位段丘	180 m	剥片
HokkaidoSite362	大誉地7遺跡		143.6575952	43.37772157	0	0.5	-3500	-2000	BlueCircle	足寄町大誉地96-4,97-2,102-2,104-1	遺物包含地	縄文(中期)	利別川右岸、河岸段丘上	170～80 m	石鏃・石槍・スクレイパー･剥片･原石
HokkaidoSite363	大誉地9遺跡		143.6498655	43.37390004	0	0.5	-3500	-2000	BlueCircle	足寄町大誉地71-6～8	遺物包含地	縄文(中期)	利別川右岸、河岸段丘上	160 m	石鏃・石槍・つまみ付ナイフ・石斧
HokkaidoSite364	大誉地10遺跡		143.6469533	43.37249862	0	0.5	-3500	-2000	BlueCircle	足寄町大誉地68-4･5,69-1,70-2	遺物包含地	縄文(中期)	利別川右岸、河岸段丘上	160～70 m	石鏃・石槍・スクレイパー・剥片･石斧
HokkaidoSite365	大誉地12遺跡		143.6388894	43.36953788	0	0.5	-3500	-2000	BlueCircle	足寄町大誉地58-4,61-9	遺物包含地	縄文(中期)	利別川右岸 河岸段丘上	160～170 m	石鏃
HokkaidoSite366	茂足寄3遺跡		143.8544744	43.36170137	0	0.5	-3500	-2000	BlueCircle	足寄町茂足寄26-3･9	遺物包含地	縄文(中期)	茂足寄川右岸段丘上	250 m	石鏃・石槍
HokkaidoSite367	上利別3遺跡		143.6236853	43.36206969	0	0.5	-3500	-2000	BlueCircle	足寄町上利別407-3,420-1･4	遺物包含地	縄文(中期)	利別川右岸 河岸段丘	160～170 m	剥片
HokkaidoSite368	上利別5遺跡		143.5994232	43.35460084	0	0.5	-3500	-2000	BlueCircle	足寄町上利別298-2,300-1･2,307-5～9,310-1･2	遺物包含地	縄文(中期)	利別川右岸、河岸段丘上、庄内川との合流点	140～160 m	
HokkaidoSite369	上利別6遺跡		143.5964806	43.34891231	0	0.5	-2000	-1000	BlueCircle	足寄町上利別279-10,280-1,281-1,282-1,289-1,290-1	遺物包含地	縄文(後期)	利別川右岸 河岸段丘	160～170 m	土器、石鏃・石槍・つまみ付ナイフ･スクレイパー
HokkaidoSite370	静原遺跡		143.5725622	43.34890134	0	0.5	-3500	-2000	BlueCircle	足寄町白糸9-2･3,11,12	遺物包含地	縄文(中期)	河岸段丘	160～180 m	土器、石鏃･スクレイパー
HokkaidoSite371	上利別11遺跡		143.5758169	43.34089759	0	0.5	-2000	-1000	BlueCircle	足寄町上利別188-1,193-1･2	遺物包含地	縄文(後期)	塩幌川右岸 河川段丘	170～175 m	土器、石鏃・スクレイパー
HokkaidoSite372	上利別8遺跡		143.5954206	43.33903031	0	0.5	-2000	-1000	BlueCircle	足寄町上利別238-1･2,239-1,242-8･9,243-1	遺物包含地	縄文(後期)	利別川右岸 河岸段丘	140 m	土器、石鏃・石槍
HokkaidoSite373	弥生遺跡		143.6814345	43.47691078	0	0.5	-2000	-1000	BlueCircle	陸別町トマム100,117-6,トマム北1線59-6,61-7	遺物包含地	縄文(後期)	斗満川左岸 段丘	250 m	土器、石鏃・石槍・スクレイパー
HokkaidoSite374	トマム4遺跡		143.737819	43.46118947	0	0.5	-3500	-2000	BlueCircle	陸別町陸別西1線313-1･2・13・17,315-1～5・8・21・25・26・28～31、トマム2-2・90・91・93・98・138・273・274	遺物包含地	縄文(中期)	利別川右岸 段丘 ユクエピラチャシの下	210 m	石鏃・石槍・石斧
HokkaidoSite375	トマム5遺跡		143.7367048	43.46007215	0	0.5	-3500	-2000	BlueCircle	陸別町陸別西1線311-3～9・12・14～16,313-2・3・6～8・11～13・19～23・25、トマム2-91～94・139・212～215・243・244・212～215・243・244	遺物包含地	縄文(中期)	利別川と斗満川の間の段丘	210 m	土器、石鏃・石槍・スクレイパー
HokkaidoSite376	ウェンシリ4遺跡		143.7357257	43.44345135	0	0.5	-5000	-3500	BlueCircle	陸別町上利別基線293-1,294-1,295-1	遺物包含地	縄文(前期)	利別川右岸 段丘上	200 m	土器
HokkaidoSite377	上芦別1遺跡		142.2071803	43.50410069	0	0.5	-5000	-3500	BlueCircle	芦別市上芦別町9-1･15,9-1地先河川敷	遺物包含地	縄文(前期)	空知川左岸の河岸段丘	100 m	土器、石鏃・スクレイパー・フレイク
HokkaidoSite378	上芦別3遺跡		142.214356	43.48272297	0	0.5	-1000	-300	BlueCircle	芦別市上芦別町218-1･4･16･17･63,野花南町68-1･5,69-1･4	遺物包含地	縄文(晩期)	御料沢左岸の傾斜地	110 m	土器、スクレイパー、フレイク
HokkaidoSite379	納内7遺跡		142.1954701	43.7322662	0	0.5	650	1300	PitHouse	深川市納内町字納内6565-1地先  河川敷地	集落跡	擦文	河岸段丘	70 m	土器
HokkaidoSite380	内園遺跡		142.1527426	43.72099666	0	0.5	1000	1300	PitHouse	深川市音江町字内園684地先  河川敷地	集落跡	擦文(後半期)	河岸段丘	50 m	土器、砥石
HokkaidoSite381	堺川左岸遺跡		142.0104738	43.71981409	0	0.5	-1000	-300	BlueCircle	深川市深川町字メム5954-1,5956,5958,5967	遺物包含地	縄文(晩期)	河岸段丘	40～50 m	土器、石器、剥片
HokkaidoSite382	鷹栖神社遺跡		142.369277	43.81550531	0	0.5	-5000	-3500	BlueCircle	旭川市末広8条3丁目1-1･14～17,783-2	遺物包含地	縄文(前期)	春光台丘陵	140 m	土器
HokkaidoSite383	忠和1遺跡		142.2924943	43.78272132	0	0.5	650	1300	BlueCircle	旭川市神居町忠和252番地	遺物包含地	擦文	石狩川左岸段丘	100 m	土器
HokkaidoSite384	忠和2遺跡		142.3099146	43.78024021	0	0.5	-5000	-3500	BlueCircle	旭川市忠和5条1丁目	遺物包含地	縄文(前期)	神居川左岸 低位段丘	100m	土器、剥片
HokkaidoSite385	神居古潭1遺跡		142.1804813	43.72871579	0	0.5	650	1300	PitHouse	旭川市神居町神居古潭112地先	集落跡	擦文	石狩川左岸段丘	70 m	
HokkaidoSite386	神居古潭7遺跡		142.1787092	43.7148532	0	0.5	-2000	-1000	BlueCircle	旭川市神居町神居古潭74,75-1･2,76-1先	遺物包含地	縄文(後期)	内大部川が大きく蛇行した部分に舌状に張出した段丘上	70m	土器、石器
HokkaidoSite387	北野(湯本)遺跡		142.3060739	43.80294722	0	0.5	-3500	-2000	BlueCircle	鷹栖町鷹栖2969-5･9･10･29～32･51･52･54･56･57,9157-1・4・5	遺物包含地	縄文(中期)	オサラッペ川の支流南三号川両岸の段丘上に分布	140～150m	土器、石鏃・石槍・石斧・石核・剥片
HokkaidoSite388	八十八ヶ所遺跡		142.4611028	43.69388805	0	0.5	-8000	-5000	BlueCircle	東神楽町字東神楽332,336-1,341,372-4･5	遺物包含地	縄文(早期)	忠別川左岸 丘陵		石刃鏃･石鏃･石槍･石斧･砥石
HokkaidoSite389	旧観音堂遺跡		142.4502198	43.69404645	0	0.5	-300	700	BlueCircle	東神楽町字東神楽286-1,288-3,348-1～4	遺物包含地	続縄文	忠別川左岸 小丘陵	175～180m	石鏃･石槍、･石斧
HokkaidoSite390	稲荷1遺跡		142.4588413	43.68285102	0	0.5	-3500	-2000	BlueCircle	東神楽町字東神楽497-10･12･16･17･20･23	遺物包含地	縄文(中期)	八千代川支流右岸 丘陵上	180～190m	土器、石斧
HokkaidoSite391	稲荷北遺跡		142.4703383	43.68354237	0	0.5	-300	700	BlueCircle	東神楽町字東神楽497-38･39	遺物包含地	続縄文	八千代川支流左岸 丘陵	200～220m	石鏃・石槍・掻器・石斧、勾玉
HokkaidoSite392	沢田の沢遺跡		142.4446847	43.67931794	0	0.5	-1000	-300	BlueCircle	東神楽町字千代ヶ岡10-387,707,796,1078,1079	墳墓	縄文(晩期)	稲荷川左岸 丘陵	175～180 m	
HokkaidoSite393	稲荷2遺跡		142.4772134	43.67866636	0	0.5	-300	700	BlueCircle	東神楽町字東神楽497-62･87	遺物包含地	続縄文	八千代川支流右岸 丘陵	200～210m	土器、石鏃･石槍･石斧
HokkaidoSite394	ポン川左岸遺跡		142.5284143	43.67473691	0	0.5	-300	700	BlueCircle	東神楽町字東神楽498-59･315･427･428･436･437･559･560	遺物包含地	続縄文	ポン川左岸 丘陵	250m	土器、石鏃･石槍･掻器･石斧
HokkaidoSite395	稲荷川遺跡		142.4801542	43.65244464	0	0.5	-300	700	BlueCircle	東神楽町字千代ヶ岡12-408･1573･1575	遺物包含地	続縄文	稲荷川左岸丘陵	210 m	土器、石鏃、石槍、石斧
HokkaidoSite396	伊香牛3遺跡		142.538028	43.87773429	0	0.5	-1000	-300	BlueCircle	当麻町1866-2･17,1867-5,1872-2･3･22～24･33,1873-1･45･46,5431-1～3,5432-5,5433-2,5434-1～5･7･9,5703	遺物包含地	縄文(晩期)	石狩川左岸段丘 湧水点周辺	200 m	土器、石鏃
HokkaidoSite397	伊香牛2遺跡		142.5352674	43.87117513	0	0.5	-1000	-300	BlueCircle	当麻町1864-2・10,1870-11・12・28・32・36・37・47	遺物包含地	縄文(晩期)	石狩川左岸段丘・湧水点周辺	195～200 m	土器、石鏃
HokkaidoSite398	清水川2遺跡		142.5449284	43.83792445	0	0.5	-1000	-300	BlueCircle	当麻町3741-1,3743-1･3,3744,3746-1～3,3747-1	遺物包含地	縄文(晩期)	清水川右岸段丘	180m	土器、剥片
HokkaidoSite399	神社山遺跡		142.4882799	43.82553566	0	0.5	-1000	-300	BlueCircle	当麻町501-1･3,801-1	遺物包含地	縄文(晩期)	石狩川左岸 独立丘	153 m	土器、剥片
