key	ja-JP	latitude	longitude	first_julian_day	last_julian_day	texture	overall_length
YokoSekishitsu329	室山1号墳	34.16509512	135.2070239	1925596	1936188	Enpun	36
YokoSekishitsu330	万久里マシバ3号墳	35.37544	134.64492	1936553	1947145	Enpun	34
YokoSekishitsu331	宿南びくに古墳	35.40464	134.76767	1910986	1921578	Enpun	34
YokoSekishitsu332	高塚山8号墳	34.67593811	135.0630798	1936553	1947145	Enpun	34
YokoSekishitsu333	舞子東石ヶ谷1号墳	34.69017	135.19544	1936553	1947145	Enpun	34
YokoSekishitsu334	黒石山10号墳	34.93778	134.94511	1954815	1965407	Enpun	34
YokoSekishitsu335	入角103号墳	35.05031	134.92336	1936553	1958102	Hofun	34
YokoSekishitsu336	灰高1号墳	35.06661	135.18497	1903681	1910621	Enpun	34
YokoSekishitsu337	稲荷神社裏山1号墳	34.69017	135.19544	1910986	1921578	Enpun	34
YokoSekishitsu338	北神ニュータウン内遺跡2地点古墳	34.69017	135.19544	1925596	1936188	Enpun	34
YokoSekishitsu339	八十塚古墳群岩ヶ平支群第01号	34.748918	135.3129574	1936553	1947145	Enpun	34
YokoSekishitsu340	具足塚古墳	34.73764	135.34175	1914639	1925231	Enpun	34
YokoSekishitsu341	平尾山古墳群15-5号墳	34.59209538	135.6389557	1936553	1947145	Enpun	34
YokoSekishitsu342	高安古墳群88号墳	34.62228208	135.6473763	1914639	1936188	Enpun	34
YokoSekishitsu343	みかん山古墳群10号墳	34.67936	135.60089	1925596	1936188	Enpun	34
YokoSekishitsu344	神並古墳群5号墳(夫婦塚東石室)	34.67936	135.60089	1910986	1921578		34
YokoSekishitsu345	神並古墳群5号墳(夫婦塚西石室)	34.67936	135.60089	1910986	1921578		34
YokoSekishitsu346	一須賀古墳群Ａ3号墳	34.50199518	135.6438434	1936553	1947145	Enpun	34
YokoSekishitsu347	一須賀古墳群K9号墳	34.50176472	135.6438379	1936553	1947145	Enpun	34
YokoSekishitsu348	梶原B-2号墳	34.846	135.61725	1936553	1947145	Enpun	34
YokoSekishitsu349	安満山B1号墳	34.86638816	135.6310546	1936553	1958102	Enpun	34
YokoSekishitsu350	塚原T10号墳	34.8541687	135.5692665	1936553	1947145	Enpun	34
YokoSekishitsu351	檜尾塚原古墳群9号墳第3主体	34.57333	135.483	1914639	1925231	ZKoenFun	34
YokoSekishitsu352	向代古墳群4号墳	34.48358	135.42358	1925596	1936188	Enpun	34
YokoSekishitsu353	名古山古墳	34.46053	135.37092	1936553	1947145	ZKoenFun	34
YokoSekishitsu354	弁天塚古墳	34.6325152	135.8541618	1922309	1940206	Enpun	34
YokoSekishitsu355	シントク1号墳	34.57339145	135.9641934	1936553	1947145	Enpun	34
YokoSekishitsu356	南山古墳	34.53313459	135.9640438	1952624	1964312	Hofun	34
YokoSekishitsu357	不動塚2号墳	34.46748246	135.9743155	1922309	1940206	Enpun	34
YokoSekishitsu358	上5号墳	34.46389123	135.8477705	1925596	1936188	Enpun	34
YokoSekishitsu359	ナシタニ2号墳	34.46302831	135.7790352	1933266	1940206	Enpun	34
YokoSekishitsu360	寺口忍海D-27号墳	34.47595108	135.7022074	1904046	1910986	Enpun	34
YokoSekishitsu361	石光山31号墳	34.47226216	135.7284251	1922309	1940206	Enpun	34
YokoSekishitsu362	勘定山古墳	34.37676626	135.7038985	1952624	1964312	Enpun	34
YokoSekishitsu363	上ノ山1号墳	35.52540663	136.2158744	1936553	1947145	Enpun	34
YokoSekishitsu364	北落古墳群X1	35.20153922	136.2653916	1910986	1921578	Enpun	34
YokoSekishitsu365	北落古墳群SX9209	35.20153922	136.2653916	1910986	1921578	Enpun	34
YokoSekishitsu366	楢崎4号墳	35.19469713	136.2914201	1936553	1947145	Enpun	34
YokoSekishitsu367	楢崎64号墳	35.19469713	136.2914201	1936553	1947145	Enpun	34
YokoSekishitsu368	平柳A-1号墳	35.080835	136.1887351	1922309	1940206	Enpun	34
YokoSekishitsu369	八之塚3号墳	35.1191328	136.2554462	1940571	1958468	Enpun	34
YokoSekishitsu370	猪子山14号墳	35.17659396	136.1659987	1925596	1947145	Enpun	34
YokoSekishitsu371	三ツ山7号墳	35.07271289	136.090489	1933266	1940206	Enpun	34
YokoSekishitsu372	竜王山3号墳	35.03477321	136.0674813	1925596	1947145	Enpun	34
YokoSekishitsu373	常磐御池古墳	35.02349299	135.7106728	1910986	1921578	Enpun	34
YokoSekishitsu374	小金岐8号墳	35.02948107	135.5568011	1940571	1958468	Enpun	34
YokoSekishitsu375	休場古墳	35.53954263	135.109916	1925596	1936188	Enpun	34
YokoSekishitsu376	崩谷1号墳	35.57376558	134.9270325	1925596	1936188	Enpun	34
YokoSekishitsu377	遠所2号墳	35.67053568	135.0746466	1925596	1936188	Enpun	34
YokoSekishitsu378	狐塚1号墳	34.96503	136.62442	1954815	1965407	Enpun	34
YokoSekishitsu379	正知浦1号墳	34.85569	136.45161	1936553	1958102	Enpun	34
YokoSekishitsu380	大塚C-1号墳	34.75956	136.44697	1903681	1910621	Enpun	34
YokoSekishitsu381	小屋城1号墳	34.75956	136.44697	1936553	1947145	Enpun	34
YokoSekishitsu382	ヒジリ谷26号墳	34.65622	136.43478	1925596	1936188	Enpun	34
YokoSekishitsu383	垣内田8号墳	34.57794	136.52758	1936553	1947145	Enpun	34
YokoSekishitsu384	庄古墳	34.57794	136.52758	1936553	1947145	Enpun	34
YokoSekishitsu385	南山古墳	34.4875	136.70931	1916099	1927787	Enpun	34
YokoSekishitsu386	船戸山6号墳	34.24912481	135.3120438	1925596	1936188	Enpun	34
YokoSekishitsu387	前山BＫ-4号 1号石室	34.22570228	135.2279718	1925596	1936188	Enpun	34
YokoSekishitsu388	森尾大内谷2号墳	35.5445	134.82019	1925596	1936188	Enpun	32
YokoSekishitsu389	舞子台3号墳	34.69017	135.19544	1925596	1936188	Enpun	32
YokoSekishitsu390	舞子東市ヶ坂3号墳	34.69017	135.19544	1925596	1936188	Enpun	32
YokoSekishitsu391	袋尻浅谷3号墳	34.83069	134.52883	1936553	1947145	Enpun	32
YokoSekishitsu392	勝手野3号墳	34.81372948	134.92711	1936553	1947145	Enpun	32
YokoSekishitsu393	坂本2号墳	35.006666	134.983055	1925596	1936188	Enpun	32
YokoSekishitsu394	窟屋1号墳	34.79692	134.99019	1925596	1936188	Enpun	32
YokoSekishitsu395	西ノ曽2号墳	34.88997	135.22544	1925596	1936188	Enpun	32
YokoSekishitsu396	八十塚古墳群岩ヶ平支群第08号	34.748918	135.3129574	1925596	1936188	Enpun	32
YokoSekishitsu397	八十塚古墳群岩ヶ平支群第22号	34.748918	135.3129574	1936553	1947145	Enpun	32
YokoSekishitsu398	八十塚古墳群岩ヶ平支群第26号	34.748918	135.3129574	1925596	1936188	Enpun	32
YokoSekishitsu399	八十塚古墳群岩ヶ平支群第28号	34.748918	135.3129574	1936553	1947145	Enpun	32
YokoSekishitsu400	高安古墳群103号墳	34.62228208	135.6473763	1925596	1947145	Enpun	32
YokoSekishitsu401	一須賀古墳群Q12号墳	34.50199518	135.6438434	1925596	1936188	Hofun	32
YokoSekishitsu402	加納古墳群2号墳	34.49167	135.62964	1954815	1965407	Enpun	32
YokoSekishitsu403	塚穴4B号墳	34.846	135.61725	1910986	1921578	Hofun	32
YokoSekishitsu404	塚原E1号墳	34.8541687	135.5692665	1925596	1936188	Enpun	32
YokoSekishitsu405	新屋神社26号墳	34.84704926	135.549015	1936553	1947145	Enpun	32
YokoSekishitsu406	太古塚古墳群(中井山3号墳)	34.7815	135.46964	1936553	1947145	Enpun	32
YokoSekishitsu407	寺門1号墳第2主体部	34.48358	135.42358	1914639	1925231	Hofun	32
YokoSekishitsu408	下代古墳群5号墳	34.48358	135.42358	1925596	1936188	Enpun	32
YokoSekishitsu409	水木古墳	34.70356876	135.9316682	1925596	1936188	Enpun	32
YokoSekishitsu410	和爾小倉谷1号墳	34.62805401	135.8425759	1910986	1921578	Enpun	32
YokoSekishitsu411	大貝ヲマエジリ1号墳	34.53313459	135.9640438	1925596	1936188	Enpun	32
YokoSekishitsu412	神木坂2号墳	34.53313459	135.9640438	1954815	1965407	Hofun	32
YokoSekishitsu413	谷脇古墳	34.48143973	135.9327878	1904046	1921943	Enpun	32
YokoSekishitsu414	竜谷7号墳	34.51621685	135.8760485	1922309	1940206	Enpun	32
YokoSekishitsu415	ナシタニ4号墳	34.46302831	135.7790352	1933266	1940206	Enpun	32
YokoSekishitsu416	ナシタニ5号墳	34.46302831	135.7790352	1910986	1921578	Enpun	32
YokoSekishitsu417	ナシタニ6号墳	34.46302831	135.7790352	1940571	1947510	Enpun	32
YokoSekishitsu418	島ノ山1号墳	34.47826596	135.7154355	1936553	1947145	Hofun	32
YokoSekishitsu419	寺口忍海H-29号墳	34.47595108	135.7022074	1936553	1947145	Enpun	32
YokoSekishitsu420	巨勢山71号墳(ﾀｹﾉｸﾁ4支群16号墳)	34.42584973	135.7270702	1903681	1910621	Enpun	32
YokoSekishitsu421	越部2号墳	34.39240906	135.8059935	1936553	1947145	Enpun	32
YokoSekishitsu422	熊ヶ谷2号墳	35.04541689	135.8527227	1916099	1927787	Enpun	32
YokoSekishitsu423	楢崎1号墳	35.19469713	136.2914201	1910986	1947145	Enpun	32
YokoSekishitsu424	楢崎63号墳	35.19469713	136.2914201	1947510	1965407	Enpun	32
YokoSekishitsu425	竜石山2号墳	35.13794832	136.1629223	1925596	1947145	Enpun	32
YokoSekishitsu426	和田1号墳	35.00353387	136.0003691	1910986	1921578	Enpun	32
YokoSekishitsu427	竜王山2号墳	35.03477321	136.0674813	1925596	1947145	Enpun	32
YokoSekishitsu428	平山古墳	34.80949234	135.8081234	1922309	1940206	Enpun	32
YokoSekishitsu429	茶臼塚古墳	34.82141503	135.8074465	1989148	1976730	Enpun	32
YokoSekishitsu430	音戸山5号墳	35.0290528	135.7001112	1940571	1949337	Enpun	32
YokoSekishitsu431	高谷2号墳	35.32774861	135.21639	1936553	1947145	Enpun	32
YokoSekishitsu432	西谷4号墳	35.31656167	135.1235377	1947510	1965407	Enpun	32
YokoSekishitsu433	中之段4号墳	35.28863154	135.1061107	1910986	1921578	Enpun	32
YokoSekishitsu434	倉梯山1号墳	35.5472903	135.1560728	1925596	1936188	Enpun	32
YokoSekishitsu435	崩谷3号墳	35.57376558	134.9270325	1910986	1921578	Enpun	32
YokoSekishitsu436	川向1号墳	35.64369083	134.8964532	1925596	1936188	Enpun	32
YokoSekishitsu437	大成7号墳	35.7443756	135.1096249	1910986	1921578	Enpun	32
YokoSekishitsu438	尻矢1号墳	34.62758	136.10839	1936553	1947145	Enpun	32
YokoSekishitsu439	下中島2号墳	34.76394	136.21994	1914639	1925231	Enpun	32
YokoSekishitsu440	宇賀新田4号墳	35.09456	136.53833	1936553	1958102	Enpun	32
YokoSekishitsu441	蛸田古墳	34.88197	136.58417	1963946	1969060	Hofun	32
YokoSekishitsu442	ガガフタ2号墳	34.63944	136.3395	1936553	1947145	Enpun	32
YokoSekishitsu443	平林22号墳	34.57794	136.52758	1936553	1947145	Enpun	32
YokoSekishitsu444	山崎山1号墳	34.15888894	135.2151762	1936553	1947145	Enpun	32
YokoSekishitsu445	箱谷3号墳	33.91710446	135.1762274	1910986	1921578	Enpun	32
YokoSekishitsu446	岩倉3号墳	35.47028	134.77089	1925596	1936188	Enpun	30
YokoSekishitsu447	浅間西山2号墳	35.40464	134.76767	1936553	1947145	Enpun	30
YokoSekishitsu448	高塚山9号墳	34.67593811	135.0630798	1925596	1936188	Enpun	30
YokoSekishitsu449	塚山第1-1号墳	34.75	134.39	1936553	1958102	Enpun	30
YokoSekishitsu450	馬立17号墳	34.91858	134.54933	1936553	1947145	Enpun	30
YokoSekishitsu451	宮内1号墳	34.91858	134.54933	1936553	1947145	Enpun	30
YokoSekishitsu452	長尾タイ山1号墳	34.857847	134.545397	1910986	1921578	Enpun	30
YokoSekishitsu453	池尻11号墳	34.79927088	134.8419148	1925596	1936188	Enpun	30
YokoSekishitsu454	奥新田西古墳	34.75692	134.84128	1925596	1936188	Enpun	30
YokoSekishitsu455	東山02号墳	35.07544319	134.9170058	1936553	1958102	Enpun	30
YokoSekishitsu456	東山03号墳	35.07544319	134.9170058	1936553	1958102	Enpun	30
YokoSekishitsu457	東山13号墳	35.07544319	134.9170058	1954815	1965407	Enpun	30
YokoSekishitsu458	緑ヶ丘古墳	34.98292	134.97953	1947510	1965407	Enpun	30
YokoSekishitsu459	年ノ神2号墳	34.811	134.9589	1936553	1958102	Enpun	30
YokoSekishitsu460	坂3号墳	35.16883	135.10119	1936553	1958102	Enpun	30
YokoSekishitsu461	火山09号墳	35.16883	135.10119	1947510	1965407	Enpun	30
YokoSekishitsu462	加茂32号墳	34.88997	135.22544	1925596	1936188	Enpun	30
YokoSekishitsu463	加茂48号墳	34.88997	135.22544	1910986	1921578	Enpun	30
YokoSekishitsu464	福島15号墳	34.88997	135.22544	1936553	1958102	Enpun	30
YokoSekishitsu465	八木ノ谷2号墳(AW-60)	34.88997	135.22544	1936553	1947145	Enpun	30
YokoSekishitsu466	大戸ノ松3号墳	34.88997	135.22544	1910986	1921578	Enpun	30
YokoSekishitsu467	辻ノ浦4号墳	34.88997	135.22544	1925596	1936188	Enpun	30
YokoSekishitsu468	八十塚古墳群岩ヶ平支群第02号	34.748918	135.3129574	1936553	1958102	Enpun	30
YokoSekishitsu469	八十塚古墳群岩ヶ平支群第29号	34.748918	135.3129574	1936553	1947145	Enpun	30
YokoSekishitsu470	八十塚古墳群岩ヶ平支群第54号	34.748918	135.3129574	1954815	1965407	Enpun	30
YokoSekishitsu471	城山17号墳	34.727	135.30411	1936553	1947145	Enpun	30
YokoSekishitsu472	住吉宮町32次-9号墳	34.69017	135.19544	1910986	1921578	Enpun	30
YokoSekishitsu473	苦楽園五番町1号墳	34.73764	135.34175	1947510	1965407	Enpun	30
YokoSekishitsu474	苦楽園五番町5号墳	34.73764	135.34175	1947510	1965407	Enpun	30
YokoSekishitsu475	五ヶ山第1号墳	34.73764	135.34175	1936553	1947145	Enpun	30
YokoSekishitsu476	五ヶ山第2号墳	34.73764	135.34175	1936553	1947145	Enpun	30
YokoSekishitsu477	雲雀丘C群北3号墳	34.82941377	135.3952086	1925596	1936188	Enpun	30
YokoSekishitsu478	雲雀丘C群北4号墳	34.82941377	135.3952086	1910986	1921578	Enpun	30
YokoSekishitsu479	平野大県古墳群17-2号墳	34.59258811	135.6389079	1925596	1936188	Enpun	30
YokoSekishitsu480	平野大県古墳群19-1号墳	34.59258811	135.6389079	1936553	1947145	Enpun	30
YokoSekishitsu481	雁多尾畑古墳群6-11号墳	34.5957797	135.6495054	1936553	1947145	Enpun	30
YokoSekishitsu482	垣内3号墳	34.62692	135.60083	1925596	1936188	Enpun	30
YokoSekishitsu483	法蔵寺境内3号墳	34.62692	135.60083	1936553	1947145	Enpun	30
YokoSekishitsu484	高安古墳群81号墳	34.62228208	135.6473763	1925596	1947145	Enpun	30
YokoSekishitsu485	高安古墳群89号墳	34.62228208	135.6473763	1936553	1947145	Enpun	30
YokoSekishitsu486	六万寺古墳群2号墳(二本松)	34.67936	135.60089	1914639	1925231	Hofun	30
YokoSekishitsu487	五里山古墳群2号墳	34.67936	135.60089	1936553	1947145	Enpun	30
YokoSekishitsu488	山畑古墳群12号墳	34.66104752	135.6528958	1925596	1947145	Enpun	30
YokoSekishitsu489	山畑古墳群14号墳	34.66104752	135.6528958	1925596	1947145	Enpun	30
YokoSekishitsu490	山畑古墳群21号墳	34.66104752	135.6528958	1936553	1947145	Enpun	30
YokoSekishitsu491	出雲井古墳群5号墳	34.67936	135.60089	1936553	1947145	Enpun	30
YokoSekishitsu492	墓尾古墳群3号墳	34.67936	135.60089	1954815	1965407	Hofun	30
YokoSekishitsu493	大谷古墳群1号墳	34.54610227	135.6321256	1936553	1947145	Enpun	30
YokoSekishitsu494	一須賀古墳群Ｂ9(15)号墳	34.50176472	135.6438379	1903681	1910621	Enpun	30
YokoSekishitsu495	一須賀古墳群Ｂ10(16)号墳	34.50176472	135.6438379	1925596	1936188	Enpun	30
YokoSekishitsu496	一須賀古墳群Ｄ10号墳	34.50176472	135.6438379	1914639	1925231	Enpun	30
YokoSekishitsu497	一須賀古墳群Ｆ3号墳	34.50176472	135.6438379	1925596	1936188	Enpun	30
YokoSekishitsu498	一須賀古墳群Q9号墳	34.50199518	135.6438434	1936553	1947145	Enpun	30
YokoSekishitsu499	一須賀古墳群Q11号墳	34.50199518	135.6438434	1925596	1947145	Enpun	30
YokoSekishitsu500	一須賀古墳群WA6号墳	34.50176472	135.6438379	1925596	1936188	Enpun	30
YokoSekishitsu501	一須賀古墳群WA13号墳	34.50176472	135.6438379	1936553	1947145	Enpun	30
YokoSekishitsu502	寛弘寺古墳群26号墳	34.48845094	135.6184264	1925596	1936188	Hofun	30
YokoSekishitsu503	寛弘寺古墳群75号墳	34.48845094	135.6184264	1925596	1936188	Enpun	30
YokoSekishitsu504	寺古墳群12号墳	34.78794	135.67994	1933266	1940206	Enpun	30
YokoSekishitsu505	城ヶ谷古墳群2号墳第一石室	34.712	135.62342	1925596	1936188	Enpun	30
YokoSekishitsu506	塚穴4A号墳	34.846	135.61725	1914639	1925231	Enpun	30
YokoSekishitsu507	塚原E2号墳	34.8541687	135.5692665	1925596	1936188	Enpun	30
YokoSekishitsu508	塚原P1号墳	34.8541687	135.5692665	1925596	1936188	Enpun	30
YokoSekishitsu509	木部1号墳	34.82172	135.42853	1954815	1965407	Enpun	30
YokoSekishitsu510	牛石古墳群14号墳	34.57333	135.483	1954815	1965407	Enpun	30
YokoSekishitsu511	龍王山C-1号墳	34.55103114	135.8487628	1925596	1936188	Enpun	30
YokoSekishitsu512	龍王山D-1号墳	34.55761924	135.8489919	1936553	1947145	Enpun	30
YokoSekishitsu513	龍王山H-1号墳	34.55761924	135.8489919	1922309	1940206	Enpun	30
YokoSekishitsu514	室の谷1号墳	34.53313459	135.9640438	1925596	1936188	Enpun	30
YokoSekishitsu515	室の谷3号墳	34.53313459	135.9640438	1910986	1921578	Enpun	30
YokoSekishitsu516	ワラ田古墳	34.53313459	135.9640438	1925596	1936188	Enpun	30
YokoSekishitsu517	新沢221号墳	34.48083169	135.7726852	1903681	1910621	Enpun	30
YokoSekishitsu518	小谷5号墳	34.45582768	135.7864252	1940571	1976730	Enpun	30
YokoSekishitsu519	畠田古墳	34.57515523	135.6876862	1936553	1947145	Enpun	30
YokoSekishitsu520	北今市3号墳	34.54915961	135.7005378	1922309	1940206	Enpun	30
YokoSekishitsu521	平野塚穴山古墳	34.56693743	135.6946787	1958833	1976730	Enpun	30
YokoSekishitsu522	三ツ塚10号墳	34.50814405	135.6869265	1936553	1958102	Enpun	30
YokoSekishitsu523	寺口千塚7号墳	34.47595108	135.7022074	1910986	1921578	Enpun	30
YokoSekishitsu524	寺口千塚15号墳第1石室	34.47595108	135.7022074	1903681	1910621	Enpun	30
YokoSekishitsu525	寺口忍海E-2号墳	34.47595108	135.7022074	1904046	1921943	Enpun	30
YokoSekishitsu526	寺口忍海H-6号墳	34.47595108	135.7022074	1925596	1936188	Enpun	30
YokoSekishitsu527	寺口忍海H-34号墳	34.47595108	135.7022074	1925596	1936188	Enpun	30
YokoSekishitsu528	吐田平2号墳	34.45047321	135.7095265	1925596	1936188	Enpun	30
YokoSekishitsu529	巨勢山418号墳	34.43747538	135.7261644	1936553	1947145	Enpun	30
YokoSekishitsu530	権現堂古墳	34.42422386	135.7552866	1914639	1925231	Enpun	30
YokoSekishitsu531	水泥南古墳	34.41745862	135.7484937	1922309	1940206	Enpun	30
YokoSekishitsu532	福王子2号墳	35.03576315	135.8467662	1903681	1910621	Enpun	30
YokoSekishitsu533	太鼓塚30号墳	35.04151431	135.85124	1914639	1925231	Enpun	30
YokoSekishitsu534	大通寺G-1号墳	35.04506792	135.8571949	1925596	1936188	Enpun	30
YokoSekishitsu535	春日山G-5号墳	35.12134169	135.905405	1910986	1925231	Enpun	30
YokoSekishitsu536	松尾宮山1号墳	35.47544225	136.208151	1947510	1965407	Hofun	30
YokoSekishitsu537	古保利A3号墳	35.46010741	136.2038702	1925596	1936188	Enpun	30
YokoSekishitsu538	北落古墳群SX9205	35.20153922	136.2653916	1914639	1936188	Enpun	30
YokoSekishitsu539	北落古墳群SX9301	35.20153922	136.2653916	1940571	1947510	Enpun	30
YokoSekishitsu540	楢崎3号墳	35.19469713	136.2914201	1936553	1965407	Enpun	30
YokoSekishitsu541	楢崎28号墳	35.19469713	136.2914201	1947510	1965407	Enpun	30
YokoSekishitsu542	三ツ山3号墳	35.07271289	136.090489	1922309	1940206	Enpun	30
YokoSekishitsu543	天狗前10号墳	35.06749371	136.1553176	1916099	1927787	Enpun	30
YokoSekishitsu544	田中山3号墳	35.0733828	136.0405994	1925596	1936188	Enpun	30
YokoSekishitsu545	宮山2号墳	35.07449651	136.0447609	1936553	1947145	Enpun	30
YokoSekishitsu546	竜王古墳	35.00739343	136.0140331	1947510	1965407	Enpun	30
YokoSekishitsu547	若松神社境内古墳	34.96587573	135.9345801	1956641	1965407	Enpun	30
YokoSekishitsu548	狐栗C-1号墳	34.99295049	136.0818932	1925596	1947145	Enpun	30
YokoSekishitsu549	竜王山1号墳	35.03477321	136.0674813	1925596	1947145	Enpun	30
YokoSekishitsu550	六反古墳	35.00134401	136.0451887	1925596	1947145	Enpun	30
YokoSekishitsu551	冑山2号墳	34.83821514	135.7994906	1903681	1910621	Enpun	30
YokoSekishitsu552	谷下り2号墳	34.89915046	135.8090906	1940571	1947510	Enpun	30
YokoSekishitsu553	御堂ヶ池11号墳	35.03477151	135.694801	1947510	1965407	Enpun	30
YokoSekishitsu554	国分古墳群ST80	35.05407794	135.5803162	1964677	1976730		30
YokoSekishitsu555	小金岐72号墳	35.04109561	135.5438144	1940571	1958468	Enpun	30
YokoSekishitsu556	新堂池1号墳	35.11034539	135.468048	1910986	1921578	Enpun	30
YokoSekishitsu557	園部天神山4号墳	35.11034539	135.468048	1925596	1936188	Enpun	30
YokoSekishitsu558	込山東1号墳	35.32284781	135.239882	1925596	1936188	Enpun	30
YokoSekishitsu559	キツネ塚古墳	35.32097696	135.2707085	1910986	1921578	Enpun	30
YokoSekishitsu560	西谷8号墳	35.31656167	135.1235377	1947510	1965407	Enpun	30
YokoSekishitsu561	洞楽寺古墳	35.25392068	135.1784358	1936553	1947145	Enpun	30
YokoSekishitsu562	流尾古墳	35.34252328	134.9322131	1916099	1920117	Enpun	30
YokoSekishitsu563	崩谷4号墳	35.57376558	134.9270325	1936553	1947145	Enpun	30
YokoSekishitsu564	離山古墳	35.69141241	135.0400496	1910986	1921578	Enpun	30
YokoSekishitsu565	遠所1号墳	35.67053568	135.0746466	1925596	1936188	Enpun	30
YokoSekishitsu566	高山3号墳	35.70803582	135.0901418	1936553	1947145	Enpun	30
YokoSekishitsu567	上山9号墳	34.62758	136.10839	1925596	1936188	Enpun	30
YokoSekishitsu568	ひなご屋敷3号墳(芝出3号墳)	34.62758	136.10839	1936553	1947145	Enpun	30
YokoSekishitsu569	鷲ヶ尾2号墳	34.76883	136.12992	1936553	1947145	Enpun	30
YokoSekishitsu570	久米山37号墳	34.76883	136.12992	1925596	1936188	Enpun	30
YokoSekishitsu571	奥弁天4号墳	34.8295	136.17567	1925596	1936188	Enpun	30
YokoSekishitsu572	北野古墳	34.88197	136.58417	1963946	1969060	Hofun	30
YokoSekishitsu573	上野山10号墳	34.65622	136.43478	1965772	1976365	Hofun	30
YokoSekishitsu574	上野山12号墳	34.65622	136.43478	1963946	1969060	Hofun	30
YokoSekishitsu575	宮ノ下1号墳	34.65622	136.43478	1936553	1947145	Enpun	30
YokoSekishitsu576	天保1号墳	34.62322	136.47997	1910986	1925231	Enpun	30
YokoSekishitsu577	垣内田13号墳	34.57794	136.52758	1936553	1947145	Enpun	30
YokoSekishitsu578	平林6号墳	34.57794	136.52758	1936553	1947145	Enpun	30
YokoSekishitsu579	平林19号墳	34.57794	136.52758	1936553	1947145	Enpun	30
YokoSekishitsu580	白山3号墳	34.57794	136.52758	1936553	1947145	Enpun	30
YokoSekishitsu581	五峰山2号墳	34.50619	136.77947	1936553	1947145	Enpun	30
YokoSekishitsu582	七ツ塚8号墳	34.22459541	135.2867436	1947510	1965407	Enpun	30
YokoSekishitsu583	大日山43号墳	34.22322533	135.2207435	1910986	1921578	Enpun	30
YokoSekishitsu584	小野田古墳	34.17161054	135.2537683	1936553	1947145	Enpun	30
YokoSekishitsu585	城ヤブ1号墳	35.33983	134.85311	1947510	1965407	Enpun	28
YokoSekishitsu586	箕谷2号墳	35.4005016	134.7537481	1936553	1947145	Enpun	28
YokoSekishitsu587	小丸第1号墳	34.80358	134.46811	1936553	1947145	Enpun	28
YokoSekishitsu588	龍子長山2号墳	34.857847	134.545397	1936553	1947145	Enpun	28
YokoSekishitsu589	太市中02号墳	34.81517	134.68539	1936553	1947145	Enpun	28
YokoSekishitsu590	大亀谷山古墳	34.75692	134.84128	1954815	1965407	Hofun	28
YokoSekishitsu591	滑10号墳	34.91736	134.97333	1936553	1947145	Enpun	28
YokoSekishitsu592	高松26号墳	34.98292	134.97953	1936553	1947145	Enpun	28
YokoSekishitsu593	実楽古墳	34.8879	135.1242	1936553	1947145	Enpun	28
YokoSekishitsu594	火山07号墳	35.16883	135.10119	1914639	1925231	Enpun	28
YokoSekishitsu595	東仲古墳	34.88997	135.22544	1910986	1921578	Enpun	28
YokoSekishitsu596	福島13号墳	34.88997	135.22544	1936553	1947145	Enpun	28
YokoSekishitsu597	福島14号墳	34.88997	135.22544	1936553	1947145	Enpun	28
YokoSekishitsu598	宮脇8号墳	34.88997	135.22544	1925596	1936188	Enpun	28
YokoSekishitsu599	老松1号墳	34.73764	135.34175	1947510	1965407	Enpun	28
YokoSekishitsu600	仁川旭ヶ丘2号墳	34.8	135.36031	1936553	1947145	Enpun	28
YokoSekishitsu601	天満神社古墳	34.8	135.36031	1936553	1947145	Enpun	28
YokoSekishitsu602	雲雀丘C群北1号墳	34.82941377	135.3952086	1925596	1936188	Enpun	28
YokoSekishitsu603	垣内1号墳	34.62692	135.60083	1925596	1936188	Enpun	28
YokoSekishitsu604	法蔵寺境内2号墳	34.62692	135.60083	1936553	1947145	Enpun	28
YokoSekishitsu605	高安古墳群84号墳	34.62228208	135.6473763	1914639	1936188	Enpun	28
YokoSekishitsu606	高安古墳群83号墳	34.62228208	135.6473763	1914639	1936188	Enpun	28
YokoSekishitsu607	高安古墳群104号墳	34.62228208	135.6473763	1914639	1936188	Enpun	28
YokoSekishitsu608	切戸2号墳	34.55792	135.60631	1925596	1936188	Enpun	28
YokoSekishitsu609	一須賀古墳群Ｂ3(7)号墳	34.50176472	135.6438379	1910986	1921578	Enpun	28
YokoSekishitsu610	一須賀古墳群Ｂ7(12)-2号墳	34.50176472	135.6438379	1936553	1947145	Hofun	28
YokoSekishitsu611	一須賀古墳群Ｂ7(12)-1号墳	34.50176472	135.6438379	1936553	1958102	Hofun	28
YokoSekishitsu612	一須賀古墳群Ｄ5号墳	34.50176472	135.6438379	1914639	1925231	Enpun	28
YokoSekishitsu613	一須賀古墳群Ｆ2号墳	34.50176472	135.6438379	1914639	1925231	Hofun	28
YokoSekishitsu614	一須賀古墳群K10号墳	34.50176472	135.6438379	1925596	1936188	Enpun	28
YokoSekishitsu615	一須賀古墳群L3号墳	34.50176472	135.6438379	1936553	1947145	Enpun	28
YokoSekishitsu616	加納古墳群1号墳	34.49167	135.62964	1936553	1958102	Enpun	28
YokoSekishitsu617	加納古墳群5号墳	34.49167	135.62964	1936553	1958102	Enpun	28
YokoSekishitsu618	寛弘寺古墳群32号墳	34.48845094	135.6184264	1936553	1976365	Hofun	28
