key	ja-JP	latitude	longitude	first_julian_day	last_julian_day	texture	overall_length
KochiseiSite22	清水遺跡	34.088	132.089194	1684901	1794473	BlueCircle	20
KochiseiSite23	畑岡遺跡	34.083833	132.085028	1684901	1794473	BlueCircle	20
KochiseiSite24	吹越遺跡	33.918896	132.104956	1684901	1794473	BlueCircle	20
KochiseiSite25	山元遺跡	38.204191	139.470218	1721060	1794109	BlueCircle	20
KochiseiSite26	日向平遺跡	33.919739	132.098121	1684901	1794473	BlueCircle	20
KochiseiSite27	祝島A遺跡	33.782472	131.979472	1684901	1794473	BlueCircle	20
KochiseiSite28	表山遺跡	34.681923	135.02841	1776212	1794109	BlueCircle	20
KochiseiSite29	鳶ノ巣遺跡	33.945458	132.224667	1684901	1794473	BlueCircle	20
KochiseiSite30	松原遺跡	34.293528	132.040583	1684901	1794473	BlueCircle	20
KochiseiSite31	青谷遺跡	34.702671	135.001019	1776212	1794109	BlueCircle	20
KochiseiSite32	長尾山1号遺跡	34.357431	132.292074	1684901	1794473	BlueCircle	20
KochiseiSite33	長尾山2号遺跡	34.3555	132.29636	1684901	1794473	BlueCircle	20
KochiseiSite34	高尾山頂遺跡	34.592089	135.640759	1721060	1830633	BlueCircle	20
KochiseiSite35	稗畑遺跡	34.398651	132.341501	1684901	1794473	BlueCircle	20
KochiseiSite36	平尾遺跡	34.399562	132.364032	1684901	1794473	BlueCircle	20
KochiseiSite37	梨ヶ谷遺跡	34.474497	132.502981	1782055	1794109	BlueCircle	20
KochiseiSite38	大町七九谷 **	34.456028	132.457194	1684901	1794473	BlueCircle	20
KochiseiSite39	五斗長垣内	34.504321	134.908628	1782055	1794109	BlueCircle	20
KochiseiSite40	上深川遺跡	34.47221	132.562934	1684901	1794473	BlueCircle	20
KochiseiSite41	真亀C地点遺跡	34.483692	132.516001	1684901	1794473	BlueCircle	20
KochiseiSite42	恵下山遺跡	34.481515	132.511039	1684901	1794473	BlueCircle	20
KochiseiSite43	カネガ谷遺跡	34.160096	134.516387	1782055	1794109	BlueCircle	20
KochiseiSite44	桧はちまき山	34.160349	134.48625	1782055	1794109	BlueCircle	20
KochiseiSite45	大谷尻遺跡	34.0566	133.9768	1782055	1794109	BlueCircle	20
KochiseiSite46	畳谷遺跡	34.422064	132.518164	1684901	1794473	BlueCircle	20
KochiseiSite47	桜井公園	34.506125	135.845245	1786804	1801413	BlueCircle	20
KochiseiSite48	古曽部芝谷	34.866861	135.618	1782055	1794109	BlueCircle	20
KochiseiSite49	矢野源田遺跡	34.046982	134.474696	1782055	1794109	BlueCircle	20
KochiseiSite50	正福寺山遺跡	33.915953	134.661972	1776212	1794109	BlueCircle	20
KochiseiSite51	毘沙門台遺跡	34.474793	132.463768	1794109	1812371	BlueCircle	20
KochiseiSite52	北山遺跡	34.944881	135.697395	1794109	1812371	BlueCircle	20
KochiseiSite53	谷山遺跡	34.930221	135.678998	1794109	1812371	BlueCircle	20
KochiseiSite54	東大寺山遺跡	34.619111	135.844111	1812736	1867157	BlueCircle	20
KochiseiSite55	立石山遺跡	34.280898	133.172987	1684901	1794473	BlueCircle	20
KochiseiSite56	八堂山遺跡	33.897897	133.197792	1648012	1794109	BlueCircle	20
KochiseiSite57	北迫遺跡	33.985908	131.275139	1648012	1794109	BlueCircle	20
KochiseiSite58	真尾猪の山遺跡	34.108806	131.605889	1648012	1794109	BlueCircle	20
KochiseiSite59	高越遺跡	34.604499	133.519128	1794109	1812371	BlueCircle	20
KochiseiSite60	行道山遺跡	33.766162	132.784367	1684901	1794473	BlueCircle	20
KochiseiSite61	宇土城西岡台	32.679142	130.647932	1830998	1903681	BlueCircle	20
KochiseiSite62	近見山遺跡	34.086015	132.971771	1684901	1794473	BlueCircle	20
KochiseiSite63	成岡A地点遺跡	34.390472	132.569694	1805066	1819675	BlueCircle	20
KochiseiSite64	酒津八幡山	34.618056	133.740417	1684901	1794473	BlueCircle	20
KochiseiSite65	真菰谷遺跡	4.551444	133.787528	1684901	1794473	BlueCircle	20
KochiseiSite66	種松山遺跡	34.547972	133.790444	1684901	1794473	BlueCircle	20
KochiseiSite67	貝殻山遺跡	34.57696	133.999531	1684901	1794473	BlueCircle	20
KochiseiSite68	高尾山遺跡	34.628617	134.08762	1684901	1794473	BlueCircle	20
KochiseiSite69	カラカミ遺跡	33.793236	129.695663	1721425	1830633	BlueCircle	20
KochiseiSite70	古津八幡山	37.764155	139.11468	1684901	1794473	BlueCircle	20
KochiseiSite71	経塚山遺跡	37.5994	138.9751	1684901	1794473	BlueCircle	20
KochiseiSite72	裏山遺跡	37.136666	138.213611	1684901	1794473	BlueCircle	20
KochiseiSite73	木ノ宗山遺跡	34.460817	132.542839	1721425	1794109	BlueCircle	20
KochiseiSite74	白鳥城跡	36.698006	137.164027	1684901	1794473	BlueCircle	20
KochiseiSite75	西ノ迫遺跡	33.3697	130.813072	1721060	1794109	BlueCircle	20
KochiseiSite76	日宮城跡	36.704932	137.085139	1684901	1794473	BlueCircle	20
KochiseiSite77	垣吉フクベ山	37.0558	136.8903	1794109	1812371	BlueCircle	20
KochiseiSite78	杉谷チャノバタケ	36.955781	136.849222	1684901	1794473	BlueCircle	20
KochiseiSite79	松尾谷古墳下層	35.534444	135.910833	1684901	1794473	BlueCircle	20
KochiseiSite80	塔之岡遺跡	34.415823	132.984427	1721060	1794109	BlueCircle	20
KochiseiSite81	大盛山遺跡	35.350833	134.865833	1684901	1794473	BlueCircle	20
KochiseiSite82	妻木晩田遺跡	35.463393	133.454752	1684901	1794473	BlueCircle	20
KochiseiSite83	尾高浅山遺跡	35.415258	133.417247	1684901	1794473	BlueCircle	20
KochiseiSite84	鳥井南遺跡	35.210694	132.486389	1684901	1794473	BlueCircle	20
KochiseiSite85	古八幡付近	34.9696	132.1736	1684901	1794473	BlueCircle	20
KochiseiSite86	大城遺跡	35.01489	136.633604	1684901	1794473	BlueCircle	20
KochiseiSite87	中根山遺跡	34.843611	137.075667	1684901	1794473	BlueCircle	20
KochiseiSite88	原新田遺跡	34.786475	138.015479	1721060	1830633	BlueCircle	20
KochiseiSite89	椿井遺跡	34.761935	135.819759	1684901	1794473	BlueCircle	20
KochiseiSite90	岩田遺跡	34.525422	133.397391	1721060	1794109	BlueCircle	20
KochiseiSite91	ナメラ遺跡	34.521727	133.393636	1721060	1794109	BlueCircle	20
KochiseiSite92	三古志遺跡	34.339981	133.110588	1721060	1794109	BlueCircle	20
KochiseiSite93	新庄庵遺跡	34.413194	132.972615	1721060	1830633	BlueCircle	20
KochiseiSite94	引ノ山遺跡	34.388301	135.704176	1684901	1794473	BlueCircle	20
KochiseiSite95	向山遺跡	34.378889	135.705346	1684901	1794473	BlueCircle	20
KochiseiSite96	陣べら遺跡	34.411999	132.975157	1721060	1830633	BlueCircle	20
KochiseiSite97	滑瀬遺跡なめんじょ	34.347777	135.28321	1684901	1794473	BlueCircle	20
KochiseiSite98	大師山遺跡	34.440444	135.576139	1684901	1794473	BlueCircle	20
KochiseiSite99	池上曽根遺跡	34.5019	135.4275	1684901	1794473	BlueCircle	20
KochiseiSite100	観音寺山遺跡	34.471175	135.445745	1684901	1794473	BlueCircle	20
KochiseiSite101	神谷川遺跡	34.55671	133.279583	1721060	1830633	BlueCircle	20
KochiseiSite102	御嶺山遺跡	34.5275	135.634528	1684901	1794473	BlueCircle	20
KochiseiSite103	白岩遺跡	33.287095	131.128215	1757584	1794109	BlueCircle	20
KochiseiSite104	五十村遺跡	34.551889	135.630972	1684901	1794473	BlueCircle	20
KochiseiSite105	玉手山遺跡	34.561282	135.630349	1684901	1794473	BlueCircle	20
KochiseiSite106	焼け遺跡	34.671591	132.517927	1648012	1830633	BlueCircle	20
KochiseiSite107	牛頭天王	33.578346	131.17137	1648012	1721060	BlueCircle	20
KochiseiSite108	中桑野遺跡	33.577693	131.170492	1648012	1721060	BlueCircle	20
KochiseiSite109	待兼山遺跡	34.803944	135.454972	1684901	1794473	BlueCircle	20
KochiseiSite110	仁川五ケ山遺跡	34.778584	135.337502	1684901	1794473	BlueCircle	20
KochiseiSite111	城山遺跡	34.744266	135.292822	1684901	1794473	BlueCircle	20
KochiseiSite112	会下山(えげのやま)	34.740556	135.29125	1684901	1794473	BlueCircle	20
KochiseiSite113	保久良神社遺跡	34.735833	135.277639	1684901	1794473	BlueCircle	20
KochiseiSite114	金鳥山遺跡	34.739361	135.277306	1684901	1794473	BlueCircle	20
KochiseiSite115	伯母野山遺跡	34.72922	135.229175	1684901	1794473	BlueCircle	20
KochiseiSite116	伯母野山勝岡山	34.726345	135.229899	1684901	1794473	BlueCircle	20
KochiseiSite117	伯母野山牛小屋山	34.725895	135.227598	1684901	1794473	BlueCircle	20
KochiseiSite118	頭高山(ずこうざん)	34.685889	135.050389	1684901	1794473	BlueCircle	20
KochiseiSite119	桑野遺跡	33.57258	131.166072	1648012	1721060	BlueCircle	20
KochiseiSite120	井上山遺跡	34.050472	131.561444	1648012	1721060	BlueCircle	20
KochiseiSite121	西神ニュータウン内	34.7026	135.001019	1684901	1794473	BlueCircle	20
KochiseiSite122	奈カリ与遺跡	34.901278	135.195944	1684901	1794473	BlueCircle	20
KochiseiSite123	金鑵城(かなつるべ	34.878868	134.906758	1684901	1794473	BlueCircle	20
KochiseiSite124	男鹿島大山神社	34.667911	134.572574	1684901	1794473	BlueCircle	20
KochiseiSite125	久木ノ城遺跡	32.959722	132.859722	1648012	1721060	BlueCircle	20
KochiseiSite126	舟木遺跡	34.543061	134.953553	1684901	1794473	BlueCircle	20
KochiseiSite127	積善山遺跡	34.256684	133.148074	1648012	1721060	BlueCircle	20
KochiseiSite128	大三島鷲ケ頭山	34.239772	133.016828	1648012	1721060	BlueCircle	20
KochiseiSite129	開山遺跡	34.22872	133.065194	1648012	1721060	BlueCircle	20
KochiseiSite130	安神山遺跡	34.241865	133.008009	1648012	1794109	BlueCircle	20
KochiseiSite131	宝股山遺跡	34.197898	133.083004	1648012	1794109	BlueCircle	20
KochiseiSite132	八幡山遺跡	34.140427	133.047521	1648012	1794109	BlueCircle	20
KochiseiSite133	紫雲出山	34.243666	133.595767	1684901	1794473	BlueCircle	20
KochiseiSite134	北原遺跡	34.211611	133.764028	1684901	1794473	BlueCircle	20
KochiseiSite135	心経山遺跡	34.376059	133.708713	1684901	1794473	BlueCircle	20
KochiseiSite136	壇山遺跡	34.481652	134.077969	1684901	1794473	BlueCircle	20
KochiseiSite137	女木島鷲が峰	34.396983	134.050684	1684901	1794473	BlueCircle	20
KochiseiSite138	石清尾山集落	34.338205	134.022737	1684901	1794473	BlueCircle	20
KochiseiSite139	北山遺跡	34.319692	134.261341	1684901	1794473	BlueCircle	20
KochiseiSite140	津田遺跡			1684901	1794473	BlueCircle	20
KochiseiSite141	烏帽子山遺跡	34.3124	133.921	1684901	1794473	BlueCircle	20
KochiseiSite142	城山遺跡	34.013284	133.567621	1684901	1794473	BlueCircle	20
KochiseiSite143	瓢箪山遺跡	34.00601	133.570479	1684901	1794473	BlueCircle	20
KochiseiSite144	丸山遺跡	33.969346	133.549193	1684901	1794473	BlueCircle	20
KochiseiSite145	半田山遺跡	33.912932	133.237955	1684901	1794473	BlueCircle	20
KochiseiSite146	池ノ内遺跡	33.920287	133.229077	1684901	1794473	BlueCircle	20
KochiseiSite147	蛇越池遺跡	33.9802	133.054433	1696589	1721060	BlueCircle	20
KochiseiSite148	高峠城跡	33.888769	133.17551	1684901	1794473	BlueCircle	20
KochiseiSite149	大谷山遺跡	33.884975	133.160377	1684901	1794473	BlueCircle	20
KochiseiSite150	尾土居遺跡	33.88595	133.128891	1684901	1794473	BlueCircle	20
KochiseiSite151	明穂遺跡	33.859618	133.053317	1684901	1794473	BlueCircle	20
KochiseiSite152	女夫池遺跡	33.991036	132.804569	1696589	1721060	BlueCircle	20
KochiseiSite153	椋ノ原山遺跡	33.960569	132.798364	1684901	1794473	BlueCircle	20
KochiseiSite154	柳ケ内遺跡	33.990253	132.803754	1696589	1721060	BlueCircle	20
KochiseiSite155	湊中野遺跡	33.511916	129.93084	1648012	1830633	BlueCircle	20
KochiseiSite156	八倉山遺跡	33.778768	132.772168	1684901	1794473	BlueCircle	20
KochiseiSite157	田ノ浦遺跡	33.772352	132.766085	1684901	1794473	BlueCircle	20
KochiseiSite158	名護池Ⅱ遺跡	33.769444	132.751667	1684901	1794473	BlueCircle	20
KochiseiSite159	長尾遺跡	33.766944	132.748333	1684901	1794473	BlueCircle	20
KochiseiSite160	大人塚古墳	33.766101	132.747108	1684901	1794473	BlueCircle	20
KochiseiSite161	行道山遺跡	33.76282	132.758478	1684901	1794473	BlueCircle	20
KochiseiSite162	古津賀遺跡	32.980444	132.954032	1713755	1721060	BlueCircle	20
KochiseiSite163	愛宕山遺跡	33.462254	132.429599	1684901	1794473	BlueCircle	20
KochiseiSite164	入寺Ⅰ遺跡	33.469254	132.4508945	1684901	1794473	BlueCircle	20
KochiseiSite165	入寺Ⅱ遺跡	33.469254	132.4508945	1684901	1794473	BlueCircle	20
KochiseiSite166	竜王城跡	33.544431	132.65676	1684901	1794473	BlueCircle	20
KochiseiSite167	都谷遺跡	33.54025	132.576742	1684901	1794473	BlueCircle	20
KochiseiSite168	拝鷹山貝塚	33.228583	132.574736	1684901	1794473	BlueCircle	20
KochiseiSite169	浄安寺遺跡	34.417248	132.372422	1721060	1794109	BlueCircle	20
KochiseiSite170	東山遺跡	34.508475	135.636145	1684901	1794473	BlueCircle	20
KochiseiSite171	吹越山遺跡	32.996167	132.925806	1684901	1794473	BlueCircle	20
KochiseiSite172	久山遺跡	32.993973	132.928095	1684901	1794473	BlueCircle	20
KochiseiSite173	岩崎山遺跡	32.989196	132.932128	1684901	1794473	BlueCircle	20
KochiseiSite174	塩壷西遺跡	34.579639	135.018056	1684901	1794473	BlueCircle	20
KochiseiSite175	鷹ノ巣遺跡 **	33.746056	133.234806	1684901	1794473	BlueCircle	20
KochiseiSite176	鎌田遺跡	33.544489	133.418044	1684901	1794473	BlueCircle	20
KochiseiSite177	貢山城跡	33.539338	133.420705	1684901	1794473	BlueCircle	20
KochiseiSite178	城ヶ谷山遺跡	33.539561	133.422706	1684901	1794473	BlueCircle	20
KochiseiSite179	バーガ森北斜面	33.543531	133.438759	1776212	1794109	BlueCircle	20
KochiseiSite180	用石甫木山遺跡	33.52964	133.43387	1684901	1794473	BlueCircle	20
KochiseiSite181	朝倉城山遺跡	33.545884	133.475765	1684901	1794473	BlueCircle	20
KochiseiSite182	奥谷南遺跡	33.601036	133.609695	1684901	1794473	BlueCircle	20
KochiseiSite183	狭間遺跡	33.601028	133.624028	1684901	1794473	BlueCircle	20
KochiseiSite184	笹ヶ峰遺跡	33.582417	133.720806	1684901	1794473	BlueCircle	20
KochiseiSite185	鬼ヶ岩屋洞窟	33.586778	133.719824	1684901	1794473	BlueCircle	20
KochiseiSite186	本村遺跡	33.5878	133.7324	1684901	1794473	BlueCircle	20
KochiseiSite187	龍河洞洞窟	33.6006	133.745399	1684901	1794473	BlueCircle	20
