key	longitude	latitude	max_size
WamyoKori601	131.4758333	32.9725	1.8
WamyoKori602	131.6094908	33.54652778	2.8
WamyoKori603	131.4313889	32.05027778	1.8
WamyoKori604	131.3966111	32.1075	2.6
WamyoKori605	131.3238889	32.03916667	1.8
WamyoKori606	130.5059723	31.52430556	2
WamyoKori607	130.3798611	31.87986111	2.4
WamyoKori608	130.2717361	32.088125	2.4
WamyoKori609	130.385	31.82055556	1.8
WamyoKori610	130.8725	31.66888889	1.8
WamyoKori611	130.9880556	31.69055556	1.8
WamyoKori612	130.8655556	31.54305556	1.8
WamyoKori613	131.0694444	31.28361111	1.8
WamyoKori614	130.6561111	31.77034722	2.4
WamyoKori615	130.9102778	31.58583333	1.8
WamyoKori616	130.9597222	30.5	1.8
WamyoKori617	130.3452778	31.46027778	1.8
WamyoKori618	130.5670834	31.24375	2
WamyoKori619	130.4411111	31.37722222	1.8
WamyoKori620	130.4108333	31.58972222	1.8
WamyoKori621	130.5422222	31.37388889	1.8
WamyoKori622	129.9172222	31.84388889	1.8
