key	longitude	latitude
Wamyo390	140.2497222	35.39833333
Wamyo391	140.3630556	35.37472222
Wamyo392	139.9019444	35.10305556
Wamyo393	139.8894444	35.03027778
Wamyo394	139.8377778	35.13972222
Wamyo395	139.8291667	35.10305556
Wamyo396	139.8597222	35.11916667
Wamyo397	139.8286111	35.03833333
Wamyo398	140.5338889	35.685
Wamyo399	140.5344444	35.63361111
Wamyo400	140.5108333	35.68277778
Wamyo401	140.4938889	35.74972222
Wamyo402	140.5072222	35.79361111
Wamyo403	140.5202778	35.76527778
Wamyo404	140.25	35.73
Wamyo405	140.1088889	35.82388889
Wamyo406	140.1736111	35.83444444
Wamyo407	140.2508333	35.69111111
Wamyo408	140.2263889	35.78972222
Wamyo409	140.2547222	35.70861111
Wamyo410	140.1386111	35.77805556
Wamyo411	140.2788889	35.79166667
Wamyo412	140.1208333	35.73027778
Wamyo413	139.8775	35.21472222
Wamyo414	139.8855556	35.26222222
Wamyo415	139.8922222	35.22944444
Wamyo416	140.1372222	35.84888889
Wamyo417	139.7966667	35.71194444
Wamyo418	139.7227778	35.74666667
Wamyo419	139.7202778	35.70777778
Wamyo420	139.7711111	35.70833333
Wamyo421	139.7055556	35.70416667
Wamyo422	139.3175	35.72277778
Wamyo423	139.5744444	35.63555556
Wamyo424	139.6586111	35.16416667
Wamyo425	139.6019444	35.23694444
Wamyo426	139.6330556	35.29166667
Wamyo427	139.5516667	35.32055556
Wamyo428	139.5255556	35.32888889
Wamyo429	139.4688889	35.46
Wamyo430	139.4675	35.31916667
Wamyo431	139.3755556	35.44861111
Wamyo432	139.4480556	35.36083333
Wamyo433	139.5225	35.34805556
Wamyo434	139.3838889	35.37277778
Wamyo435	139.3961111	35.34722222
Wamyo436	139.1069444	35.23222222
Wamyo437	139.1791667	35.27722222
Wamyo438	139.1408333	35.29027778
Wamyo439	139.6233333	35.56055556
Wamyo440	139.6044444	35.31722222
Wamyo441	139.5947222	35.45694444
Wamyo442	139.6436111	35.52444444
Wamyo443	139.5372222	35.5275
Wamyo444	139.2913889	35.3975
Wamyo445	139.3163889	35.34027778
Wamyo446	139.3455556	35.32583333
Wamyo447	139.33	35.38666667
Wamyo448	139.3616667	35.38305556
Wamyo449	139.2966667	35.35583333
Wamyo450	139.4461111	35.33138889
Wamyo451	139.3477778	35.34777778
Wamyo452	139.3044444	35.37666667
Wamyo453	139.3027778	35.405
Wamyo454	139.2594444	35.29888889
Wamyo455	139.2816667	35.30805556
Wamyo456	139.2883333	35.35972222
Wamyo457	139.1741667	35.30611111
Wamyo458	139.1013889	35.32055556
Wamyo459	139.3272222	35.44777778
Wamyo460	139.3302778	35.55527778
Wamyo461	139.0036111	37.64611111
Wamyo462	138.8311111	37.70111111
Wamyo463	139.0922222	37.79611111
Wamyo464	138.4686111	38.04472222
Wamyo465	138.3091667	37.84583333
Wamyo466	138.3472222	37.97
Wamyo467	138.4805556	37.9125
Wamyo468	138.3158333	37.84861111
Wamyo469	139.0038889	37.51833333
Wamyo470	138.985	37.295
Wamyo471	139.4552778	38.23638889
Wamyo472	139.4838889	38.20666667
Wamyo473	138.3955556	37.98861111
Wamyo474	138.3472222	37.95861111
Wamyo475	138.3652778	37.96638889
Wamyo476	138.3747222	37.97194444
Wamyo477	138.4255556	38.08972222
Wamyo478	138.4016667	37.9975
Wamyo479	138.4213889	38.0125
Wamyo480	138.2575	37.04222222
Wamyo481	138.255	37.18527778
Wamyo482	138.3152778	37.08
Wamyo483	138.3313889	37.09472222
Wamyo484	138.2591667	37.0225
Wamyo485	137.1797222	36.69388889
Wamyo486	137.1452778	36.65166667
Wamyo487	137.2702778	36.71777778
Wamyo488	137.6227778	36.97666667
Wamyo489	137.2288889	36.75805556
