Z	Y	Distance X	Distance Y	Area XY
16	22342	397.195	396.074	157318.6124
16	22341	397.166	396.045	157295.6085
16	22340	397.138	396.016	157273.0022
16	22339	397.109	395.988	157250.3987
16	22338	397.08	395.959	157227.3997
16	22337	397.051	395.93	157204.4024
16	22336	397.022	395.902	157181.8038
16	22335	396.993	395.873	157158.8099
16	22334	396.964	395.844	157135.8176
16	22333	396.935	395.816	157113.224
16	22332	396.906	395.787	157090.235
16	22331	396.877	395.758	157067.2478
16	22330	396.848	395.73	157044.659
16	22329	396.82	395.701	157022.0708
16	22328	396.791	395.672	156999.0886
16	22327	396.762	395.644	156976.5047
16	22326	396.733	395.615	156953.5258
16	22325	396.704	395.586	156930.5485
16	22324	396.675	395.558	156907.9697
16	22323	396.646	395.529	156884.9957
16	22322	396.617	395.5	156862.0235
16	22321	396.588	395.472	156839.4495
16	22320	396.559	395.443	156816.4806
16	22319	396.531	395.414	156793.9088
16	22318	396.502	395.386	156771.3398
16	22317	396.473	395.357	156748.3759
16	22316	396.444	395.328	156725.4136
16	22315	396.415	395.3	156702.8495
16	22314	396.386	395.271	156679.8906
16	22313	396.357	395.242	156656.9334
16	22312	396.328	395.214	156634.3742
16	22311	396.299	395.185	156611.4203
16	22310	396.27	395.156	156588.4681
16	22309	396.242	395.128	156566.309
16	22308	396.213	395.099	156543.3601
16	22307	396.184	395.07	156520.4129
16	22306	396.155	395.042	156497.8635
16	22305	396.126	395.013	156474.9196
16	22304	396.097	394.985	156452.3735
16	22303	396.068	394.956	156429.433
16	22302	396.039	394.927	156406.4942
16	22301	396.01	394.899	156383.953
16	22300	395.982	394.87	156361.4123
16	22299	395.953	394.841	156338.4785
16	22298	395.924	394.813	156315.9422
16	22297	395.895	394.784	156293.0117
16	22296	395.866	394.755	156270.0828
16	22295	395.837	394.727	156247.5515
16	22294	395.808	394.698	156224.626
16	22293	395.779	394.669	156201.7022
16	22292	395.75	394.641	156179.1758
16	22291	395.722	394.612	156156.6499
16	22290	395.693	394.584	156134.1267
16	22289	395.664	394.555	156111.2095
16	22288	395.635	394.526	156088.294
16	22287	395.606	394.498	156065.7758
16	22286	395.577	394.469	156042.8636
16	22285	395.548	394.44	156019.9531
16	22284	395.519	394.412	155997.4398
16	22283	395.491	394.383	155974.9271
16	22282	395.462	394.354	155952.0215
16	22281	395.433	394.326	155929.5132
16	22280	395.404	394.297	155906.611
16	22279	395.375	394.269	155884.1059
16	22278	395.346	394.24	155861.207
16	22277	395.317	394.211	155838.3099
16	22276	395.288	394.183	155815.8097
16	22275	395.26	394.154	155793.31
16	22274	395.231	394.125	155770.4179
16	22273	395.202	394.097	155747.9226
16	22272	395.173	394.068	155725.0338
16	22271	395.144	394.039	155702.1466
16	22270	395.115	394.011	155679.6563
16	22269	395.086	393.982	155656.7725
16	22268	395.057	393.954	155634.2854
16	22267	395.029	393.925	155611.7988
16	22266	395	393.896	155588.92
16	22265	394.971	393.868	155566.4378
16	22264	394.942	393.839	155543.5623
16	22263	394.913	393.81	155520.6885
16	22262	394.884	393.782	155498.2113
16	22261	394.855	393.753	155475.3408
16	22260	394.826	393.725	155452.8669
16	22259	394.798	393.696	155430.3934
16	22258	394.769	393.667	155407.5279
16	22257	394.74	393.639	155385.0589
16	22256	394.711	393.61	155362.1967
16	22255	394.682	393.581	155339.3362
16	22254	394.653	393.553	155316.8721
16	22253	394.624	393.524	155294.015
16	22252	394.596	393.496	155271.9476
16	22251	394.567	393.467	155249.0938
16	22250	394.538	393.438	155226.2416
16	22249	394.509	393.41	155203.7857
16	22248	394.48	393.381	155180.9369
16	22247	394.451	393.353	155158.4842
16	22246	394.422	393.324	155135.6387
16	22245	394.394	393.295	155113.1882
16	22244	394.365	393.267	155090.7405
16	22243	394.336	393.238	155067.9
16	22242	394.307	393.209	155045.0612
16	22241	394.278	393.181	155022.6183
16	22240	394.249	393.152	154999.7828
16	22239	394.22	393.124	154977.3433
16	22238	394.192	393.095	154954.9042
16	22237	394.163	393.066	154932.0738
16	22236	394.134	393.038	154909.6391
16	22235	394.105	393.009	154886.8119
16	22234	394.076	392.981	154864.3806
16	22233	394.047	392.952	154841.5567
16	22232	394.019	392.923	154819.1275
16	22231	393.99	392.895	154796.7011
16	22230	393.961	392.866	154773.8822
16	22229	393.932	392.838	154751.459
16	22228	393.903	392.809	154728.6435
16	22227	393.874	392.78	154705.8297
16	22226	393.845	392.752	154683.4114
16	22225	393.817	392.723	154660.9937
16	22224	393.788	392.695	154638.5787
16	22223	393.759	392.666	154615.7715
16	22222	393.73	392.637	154592.966
16	22221	393.701	392.609	154570.5559
16	22220	393.672	392.58	154547.7538
16	22219	393.644	392.551	154525.3458
16	22218	393.615	392.523	154502.9406
16	22217	393.586	392.494	154480.1435
16	22216	393.557	392.466	154457.7416
16	22215	393.528	392.437	154434.9477
16	22214	393.499	392.409	154412.5491
16	22213	393.471	392.38	154390.151
16	22212	393.442	392.351	154367.3621
16	22211	393.413	392.323	154344.9684
16	22210	393.384	392.294	154322.1829
16	22209	393.355	392.266	154299.7924
16	22208	393.326	392.237	154277.0103
16	22207	393.297	392.208	154254.2298
16	22206	393.269	392.18	154232.2364
16	22205	393.24	392.151	154209.4592
16	22204	393.211	392.123	154187.077
16	22203	393.182	392.094	154164.3031
16	22202	393.153	392.065	154141.5309
16	22201	393.125	392.037	154119.5456
16	22200	393.096	392.008	154096.7768
16	22199	393.067	391.98	154074.4027
16	22198	393.038	391.951	154051.6371
16	22197	393.009	391.922	154028.8733
16	22196	392.98	391.894	154006.5041
16	22195	392.952	391.865	153984.1355
16	22194	392.923	391.837	153961.7696
16	22193	392.894	391.808	153939.0124
16	22192	392.865	391.78	153916.6497
16	22191	392.836	391.751	153893.8958
16	22190	392.807	391.722	153871.1437
16	22189	392.779	391.694	153849.1776
16	22188	392.75	391.665	153826.4288
16	22187	392.721	391.637	153804.0743
16	22186	392.692	391.608	153781.3287
16	22185	392.663	391.579	153758.5849
16	22184	392.634	391.551	153736.2353
16	22183	392.606	391.522	153713.8863
16	22182	392.577	391.494	153691.54
16	22181	392.548	391.465	153668.8028
16	22180	392.519	391.437	153646.4598
16	22179	392.49	391.408	153623.7259
16	22178	392.462	391.379	153601.3851
16	22177	392.433	391.351	153579.047
16	22176	392.404	391.322	153556.3181
16	22175	392.375	391.294	153533.9833
16	22174	392.346	391.265	153511.2577
16	22173	392.318	391.236	153488.925
16	22172	392.289	391.208	153466.5951
16	22171	392.26	391.179	153443.8745
16	22170	392.231	391.151	153421.5479
16	22169	392.202	391.122	153398.8306
16	22168	392.173	391.094	153376.5073
16	22167	392.145	391.065	153354.1844
16	22166	392.116	391.036	153331.4722
16	22165	392.087	391.008	153309.1537
16	22164	392.058	390.979	153286.4448
16	22163	392.029	390.951	153264.1296
16	22162	392.001	390.922	153241.8149
16	22161	391.972	390.894	153219.503
16	22160	391.943	390.865	153196.8007
16	22159	391.914	390.837	153174.492
16	22158	391.885	390.808	153151.7931
16	22157	391.857	390.779	153129.4866
16	22156	391.828	390.751	153107.1828
16	22155	391.799	390.722	153084.4889
16	22154	391.77	390.694	153062.1884
16	22153	391.741	390.665	153039.4978
16	22152	391.713	390.637	153017.5912
16	22151	391.684	390.608	152994.9039
16	22150	391.655	390.579	152972.2182
16	22149	391.626	390.551	152949.9259
16	22148	391.597	390.522	152927.2436
16	22147	391.569	390.494	152905.3451
16	22146	391.54	390.465	152882.6661
16	22145	391.511	390.437	152860.3803
16	22144	391.482	390.408	152837.7047
16	22143	391.453	390.38	152815.4221
16	22142	391.425	390.351	152793.1402
16	22141	391.396	390.322	152770.4695
16	22140	391.367	390.294	152748.1919
16	22139	391.338	390.265	152725.5246
16	22138	391.31	390.237	152703.6405
16	22137	391.281	390.208	152680.9764
16	22136	391.252	390.18	152658.7054
16	22135	391.223	390.151	152636.0447
16	22134	391.194	390.123	152613.7769
16	22133	391.166	390.094	152591.5096
16	22132	391.137	390.065	152568.8539
16	22131	391.108	390.037	152546.591
16	22130	391.079	390.008	152523.9386
16	22129	391.05	389.98	152501.679
16	22128	391.022	389.951	152479.4199
16	22127	390.993	389.923	152457.1635
16	22126	390.964	389.894	152434.5178
16	22125	390.935	389.866	152412.2647
16	22124	390.907	389.837	152390.0122
16	22123	390.878	389.809	152367.7623
16	22122	390.849	389.78	152345.1232
16	22121	390.82	389.751	152322.4858
16	22120	390.791	389.723	152300.2409
16	22119	390.763	389.694	152277.9965
16	22118	390.734	389.666	152255.7548
16	22117	390.705	389.637	152233.1241
16	22116	390.676	389.609	152210.8857
16	22115	390.648	389.58	152188.6478
16	22114	390.619	389.552	152166.4127
16	22113	390.59	389.523	152143.7886
16	22112	390.561	389.495	152121.5567
16	22111	390.532	389.466	152098.9359
16	22110	390.504	389.438	152077.0968
16	22109	390.475	389.409	152054.4793
16	22108	390.446	389.38	152031.8635
16	22107	390.417	389.352	152009.6398
16	22106	390.389	389.323	151987.4166
16	22105	390.36	389.295	151965.1962
16	22104	390.331	389.266	151942.587
16	22103	390.302	389.238	151920.3699
16	22102	390.274	389.209	151898.1533
16	22101	390.245	389.181	151875.9393
16	22100	390.216	389.152	151853.3368
16	22099	390.187	389.124	151831.1262
16	22098	390.158	389.095	151808.527
16	22097	390.13	389.067	151786.7087
16	22096	390.101	389.038	151764.1128
16	22095	390.072	389.01	151741.9087
16	22094	390.043	388.981	151719.3162
16	22093	390.015	388.953	151697.5043
16	22092	389.986	388.924	151674.9151
16	22091	389.957	388.895	151652.3275
16	22090	389.928	388.867	151630.1316
16	22089	389.9	388.838	151607.9362
16	22088	389.871	388.81	151585.7435
16	22087	389.842	388.781	151563.1626
16	22086	389.813	388.753	151540.9732
16	22085	389.785	388.724	151518.7843
16	22084	389.756	388.696	151496.5982
16	22083	389.727	388.667	151474.0239
16	22082	389.698	388.639	151451.841
16	22081	389.67	388.61	151429.6587
16	22080	389.641	388.582	151407.4791
16	22079	389.612	388.553	151384.9114
16	22078	389.583	388.525	151362.7351
16	22077	389.555	388.496	151340.5593
16	22076	389.526	388.468	151318.3862
16	22075	389.497	388.439	151295.8252
16	22074	389.468	388.411	151273.6553
16	22073	389.44	388.382	151251.4861
16	22072	389.411	388.354	151229.3195
16	22071	389.382	388.325	151206.7652
16	22070	389.353	388.297	151184.6018
16	22069	389.325	388.268	151162.4391
16	22068	389.296	388.24	151140.279
16	22067	389.267	388.211	151117.7313
16	22066	389.238	388.183	151095.5746
16	22065	389.21	388.154	151073.4183
16	22064	389.181	388.126	151051.2648
16	22063	389.152	388.097	151028.7237
16	22062	389.123	388.069	151006.5735
16	22061	389.095	388.04	150984.4238
16	22060	389.066	388.012	150962.2768
16	22059	389.037	387.983	150939.7424
16	22058	389.008	387.955	150917.5986
16	22057	388.98	387.926	150895.4555
16	22056	388.951	387.898	150873.315
16	22055	388.922	387.869	150850.7872
16	22054	388.893	387.841	150828.65
16	22053	388.865	387.812	150806.5134
16	22052	388.836	387.784	150784.3794
16	22051	388.807	387.755	150761.8583
16	22050	388.779	387.727	150740.1153
16	22049	388.75	387.698	150717.5975
16	22048	388.721	387.67	150695.4701
16	22047	388.692	387.641	150672.9556
16	22046	388.664	387.613	150651.219
16	22045	388.635	387.584	150628.7078
16	22044	388.606	387.556	150606.5869
16	22043	388.577	387.527	150584.0791
16	22042	388.549	387.499	150562.349
16	22041	388.52	387.47	150539.8444
16	22040	388.491	387.442	150517.73
16	22039	388.463	387.413	150495.6162
16	22038	388.434	387.385	150473.5051
16	22037	388.405	387.356	150451.0072
16	22036	388.376	387.328	150428.8993
16	22035	388.348	387.299	150406.7921
16	22034	388.319	387.271	150384.6874
16	22033	388.29	387.242	150362.1962
16	22032	388.262	387.214	150340.4821
16	22031	388.233	387.185	150317.9941
16	22030	388.204	387.157	150295.896
16	22029	388.175	387.128	150273.4114
16	22028	388.147	387.1	150251.7037
16	22027	388.118	387.071	150229.2224
16	22026	388.089	387.043	150207.1308
16	22025	388.06	387.014	150184.6528
16	22024	388.032	386.986	150162.9516
16	22023	388.003	386.957	150140.4769
16	22022	387.974	386.929	150118.3918
16	22021	387.946	386.9	150096.3074
16	22020	387.917	386.872	150074.2256
16	22019	387.888	386.843	150051.7576
16	22018	387.86	386.815	150030.0659
16	22017	387.831	386.786	150007.6012
16	22016	387.802	386.758	149985.5259
16	22015	387.773	386.729	149963.0645
16	22014	387.745	386.701	149941.3792
16	22013	387.716	386.673	149919.3089
16	22012	387.687	386.644	149896.8524
16	22011	387.659	386.616	149875.1719
16	22010	387.63	386.587	149852.7188
16	22009	387.601	386.559	149830.655
16	22008	387.572	386.53	149808.2052
16	22007	387.544	386.502	149786.5311
16	22006	387.515	386.473	149764.0846
16	22005	387.486	386.445	149742.0273
16	22004	387.458	386.416	149719.9705
16	22003	387.429	386.388	149697.9165
16	22002	387.4	386.359	149675.4766
16	22001	387.372	386.331	149653.8121
16	22000	387.343	386.302	149631.3756
16	21999	387.314	386.274	149609.328
16	21998	387.285	386.245	149586.8948
16	21997	387.257	386.217	149565.2368
16	21996	387.228	386.189	149543.1941
16	21995	387.199	386.16	149520.7658
16	21994	387.171	386.132	149499.1126
16	21993	387.142	386.103	149476.6876
16	21992	387.113	386.075	149454.6515
16	21991	387.085	386.046	149432.6159
16	21990	387.056	386.018	149410.583
16	21989	387.027	385.989	149388.1647
16	21988	386.999	385.961	149366.521
16	21987	386.97	385.932	149344.106
16	21986	386.941	385.904	149322.0797
16	21985	386.912	385.875	149299.668
16	21984	386.884	385.847	149278.0307
16	21983	386.855	385.819	149256.0092
16	21982	386.826	385.79	149233.6025
16	21981	386.798	385.762	149211.9701
16	21980	386.769	385.733	149189.5667
16	21979	386.74	385.705	149167.5517
16	21978	386.712	385.676	149145.5373
16	21977	386.683	385.648	149123.5256
16	21976	386.654	385.619	149101.1288
16	21975	386.626	385.591	149079.506
16	21974	386.597	385.563	149057.4991
16	21973	386.568	385.534	149035.1073
16	21972	386.54	385.506	149013.4892
16	21971	386.511	385.477	148991.1007
16	21970	386.482	385.449	148969.1004
16	21969	386.454	385.42	148947.1007
16	21968	386.425	385.392	148925.1036
16	21967	386.396	385.363	148902.7217
16	21966	386.368	385.335	148881.1133
16	21965	386.339	385.307	148859.1211
16	21964	386.31	385.278	148836.7442
16	21963	386.282	385.25	148815.1405
16	21962	386.253	385.221	148792.7669
16	21961	386.224	385.193	148770.7812
16	21960	386.196	385.164	148748.7961
16	21959	386.167	385.136	148726.8137
16	21958	386.138	385.107	148704.4468
16	21957	386.11	385.079	148682.8527
16	21956	386.081	385.051	148660.8751
16	21955	386.052	385.022	148638.5131
16	21954	386.024	384.994	148616.9239
16	21953	385.995	384.965	148594.5652
16	21952	385.966	384.937	148572.5941
16	21951	385.938	384.908	148550.6237
16	21950	385.909	384.88	148528.6559
16	21949	385.88	384.852	148506.6898
16	21948	385.852	384.823	148484.7242
16	21947	385.823	384.795	148462.7613
16	21946	385.794	384.766	148440.4142
16	21945	385.766	384.738	148418.8393
16	21944	385.737	384.709	148396.4955
16	21943	385.708	384.681	148374.5391
16	21942	385.68	384.653	148352.969
16	21941	385.651	384.624	148330.6302
16	21940	385.622	384.596	148308.6787
16	21939	385.594	384.567	148286.7278
16	21938	385.565	384.539	148264.7795
16	21937	385.536	384.51	148242.4474
16	21936	385.508	384.482	148220.8869
16	21935	385.479	384.454	148198.9435
16	21934	385.45	384.425	148176.6163
16	21933	385.422	384.397	148155.0605
16	21932	385.393	384.368	148132.7366
16	21931	385.364	384.34	148110.7998
16	21930	385.336	384.311	148088.8635
16	21929	385.307	384.283	148066.9299
16	21928	385.278	384.255	148044.9979
16	21927	385.25	384.226	148023.0665
16	21926	385.221	384.198	148001.1378
16	21925	385.193	384.169	147979.2096
16	21924	385.164	384.141	147957.2841
16	21923	385.135	384.113	147935.3603
16	21922	385.107	384.084	147913.437
16	21921	385.078	384.056	147891.5164
16	21920	385.049	384.027	147869.2123
16	21919	385.021	383.999	147847.679
16	21918	384.992	383.97	147825.3782
16	21917	384.963	383.942	147803.4641
16	21916	384.935	383.914	147781.9356
16	21915	384.906	383.885	147759.6398
16	21914	384.878	383.857	147738.1144
16	21913	384.849	383.828	147715.822
16	21912	384.82	383.8	147693.916
16	21911	384.792	383.772	147672.3954
16	21910	384.763	383.743	147650.1079
16	21909	384.734	383.715	147628.2068
16	21908	384.706	383.686	147606.3063
16	21907	384.677	383.658	147584.4085
16	21906	384.648	383.63	147562.5122
16	21905	384.62	383.601	147540.6166
16	21904	384.591	383.573	147518.7236
16	21903	384.563	383.544	147496.8313
16	21902	384.534	383.516	147474.9415
16	21901	384.505	383.488	147453.0534
16	21900	384.477	383.459	147431.1659
16	21899	384.448	383.431	147409.2811
16	21898	384.419	383.402	147387.0134
16	21897	384.391	383.374	147365.5152
16	21896	384.362	383.346	147343.6353
16	21895	384.334	383.317	147321.7559
16	21894	384.305	383.289	147299.8791
16	21893	384.276	383.26	147277.6198
16	21892	384.248	383.232	147256.1295
16	21891	384.219	383.204	147234.2577
16	21890	384.19	383.175	147212.0033
16	21889	384.162	383.147	147190.5178
16	21888	384.133	383.118	147168.2667
16	21887	384.105	383.09	147146.7845
16	21886	384.076	383.062	147124.9207
16	21885	384.047	383.033	147102.6746
16	21884	384.019	383.005	147081.1971
16	21883	383.99	382.976	147058.9542
16	21882	383.962	382.948	147037.48
16	21881	383.933	382.92	147015.6244
16	21880	383.904	382.891	146993.3865
16	21879	383.876	382.863	146971.917
16	21878	383.847	382.835	146950.0662
16	21877	383.818	382.806	146927.8333
16	21876	383.79	382.778	146906.3686
16	21875	383.761	382.749	146884.139
16	21874	383.733	382.721	146862.6775
16	21873	383.704	382.693	146840.8349
16	21872	383.675	382.664	146818.6102
16	21871	383.647	382.636	146797.1535
16	21870	383.618	382.608	146775.3157
16	21869	383.59	382.579	146753.4786
16	21868	383.561	382.551	146731.6441
16	21867	383.532	382.522	146709.4277
16	21866	383.504	382.494	146687.979
16	21865	383.475	382.466	146666.1494
16	21864	383.447	382.437	146644.3203
16	21863	383.418	382.409	146622.494
16	21862	383.389	382.381	146600.6692
16	21861	383.361	382.352	146578.8451
16	21860	383.332	382.324	146557.0236
16	21859	383.304	382.295	146535.2027
16	21858	383.275	382.267	146513.3844
16	21857	383.246	382.239	146491.5678
16	21856	383.218	382.21	146469.7518
16	21855	383.189	382.182	146447.9384
16	21854	383.161	382.154	146426.5088
16	21853	383.132	382.125	146404.3155
16	21852	383.103	382.097	146382.507
16	21851	383.075	382.068	146360.6991
16	21850	383.046	382.04	146338.8938
16	21849	383.018	382.012	146317.4722
16	21848	382.989	381.983	146295.2872
16	21847	382.961	381.955	146273.8688
16	21846	382.932	381.927	146252.07
16	21845	382.903	381.898	146229.8899
16	21844	382.875	381.87	146208.4763
16	21843	382.846	381.842	146186.6823
16	21842	382.818	381.813	146164.889
16	21841	382.789	381.785	146143.0984
16	21840	382.76	381.757	146121.3093
16	21839	382.732	381.728	146099.5209
16	21838	382.703	381.7	146077.7351
16	21837	382.675	381.671	146055.9499
16	21836	382.646	381.643	146034.1674
16	21835	382.618	381.615	146012.7681
16	21834	382.589	381.586	145990.6062
16	21833	382.56	381.558	145968.8285
16	21832	382.532	381.53	145947.434
16	21831	382.503	381.501	145925.277
16	21830	382.475	381.473	145903.8857
16	21829	382.446	381.445	145882.1145
16	21828	382.418	381.416	145860.3439
16	21827	382.389	381.388	145838.5759
16	21826	382.36	381.36	145816.8096
16	21825	382.332	381.331	145795.0439
16	21824	382.303	381.303	145773.2808
16	21823	382.275	381.275	145751.9006
16	21822	382.246	381.246	145729.7585
16	21821	382.218	381.218	145708.3815
16	21820	382.189	381.19	145686.6249
16	21819	382.16	381.161	145664.4878
16	21818	382.132	381.133	145643.1156
16	21817	382.103	381.105	145621.3638
16	21816	382.075	381.076	145599.6127
16	21815	382.046	381.048	145577.8642
16	21814	382.018	381.02	145556.4984
16	21813	381.989	380.991	145534.3711
16	21812	381.96	380.963	145512.6275
16	21811	381.932	380.934	145490.8845
16	21810	381.903	380.906	145469.1441
16	21809	381.875	380.878	145447.7863
16	21808	381.846	380.849	145425.6673
16	21807	381.818	380.821	145404.3126
16	21806	381.789	380.793	145382.5787
16	21805	381.761	380.765	145361.2272
16	21804	381.732	380.736	145339.1148
16	21803	381.703	380.708	145317.3857
16	21802	381.675	380.68	145296.039
16	21801	381.646	380.651	145273.9315
16	21800	381.618	380.623	145252.588
16	21799	381.589	380.595	145230.8655
16	21798	381.561	380.566	145209.1435
16	21797	381.532	380.538	145187.4242
16	21796	381.504	380.51	145166.087
16	21795	381.475	380.481	145143.9895
16	21794	381.447	380.453	145122.6555
16	21793	381.418	380.425	145100.9427
16	21792	381.389	380.396	145078.85
16	21791	381.361	380.368	145057.5208
16	21790	381.332	380.34	145035.8129
16	21789	381.304	380.311	145014.1055
16	21788	381.275	380.283	144992.4008
16	21787	381.247	380.255	144971.078
16	21786	381.218	380.226	144948.9953
16	21785	381.19	380.198	144927.6756
16	21784	381.161	380.17	144905.9774
16	21783	381.133	380.141	144884.2798
16	21782	381.104	380.113	144862.5848
16	21781	381.076	380.085	144841.2715
16	21780	381.047	380.056	144819.1986
16	21779	381.018	380.028	144797.5085
16	21778	380.99	380	144776.2
16	21777	380.961	379.972	144754.5131
16	21776	380.933	379.943	144732.8268
16	21775	380.904	379.915	144711.1432
16	21774	380.876	379.887	144689.841
16	21773	380.847	379.858	144667.7797
16	21772	380.819	379.83	144646.4808
16	21771	380.79	379.802	144624.8036
16	21770	380.762	379.773	144603.127
16	21769	380.733	379.745	144581.4531
16	21768	380.705	379.717	144560.1605
16	21767	380.676	379.688	144538.1091
16	21766	380.648	379.66	144516.8197
16	21765	380.619	379.632	144495.1522
16	21764	380.591	379.604	144473.866
16	21763	380.562	379.575	144451.8212
16	21762	380.533	379.547	144430.1586
16	21761	380.505	379.519	144408.8771
16	21760	380.476	379.49	144386.8372
16	21759	380.448	379.462	144365.559
16	21758	380.419	379.434	144343.9028
16	21757	380.391	379.405	144322.2474
16	21756	380.362	379.377	144300.5945
16	21755	380.334	379.349	144279.3226
16	21754	380.305	379.321	144257.6729
16	21753	380.277	379.292	144236.0239
16	21752	380.248	379.264	144214.3775
16	21751	380.22	379.236	144193.1119
16	21750	380.191	379.207	144171.0885
16	21749	380.163	379.179	144149.8262
16	21748	380.134	379.151	144128.1862
16	21747	380.106	379.123	144106.927
16	21746	380.077	379.094	144084.9102
16	21745	380.049	379.066	144063.6542
16	21744	380.02	379.038	144042.0208
16	21743	379.992	379.009	144020.3879
16	21742	379.963	378.981	143998.7577
16	21741	379.935	378.953	143977.5081
16	21740	379.906	378.925	143955.8811
16	21739	379.878	378.896	143934.2547
16	21738	379.849	378.868	143912.6309
16	21737	379.821	378.84	143891.3876
16	21736	379.792	378.811	143869.3873
16	21735	379.764	378.783	143848.1472
16	21734	379.735	378.755	143826.5299
16	21733	379.707	378.727	143805.293
16	21732	379.678	378.698	143783.2992
16	21731	379.65	378.67	143762.0655
16	21730	379.621	378.642	143740.4547
16	21729	379.593	378.613	143718.8445
16	21728	379.564	378.585	143697.2369
16	21727	379.536	378.557	143676.0096
16	21726	379.507	378.529	143654.4052
16	21725	379.479	378.5	143632.8015
16	21724	379.45	378.472	143611.2004
16	21723	379.422	378.444	143589.9794
16	21722	379.393	378.416	143568.3815
16	21721	379.365	378.387	143546.7843
16	21720	379.336	378.359	143525.1896
16	21719	379.308	378.331	143503.9749
16	21718	379.279	378.302	143482.0043
16	21717	379.251	378.274	143460.7928
16	21716	379.222	378.246	143439.2046
16	21715	379.194	378.218	143417.9963
16	21714	379.165	378.189	143396.0322
16	21713	379.137	378.161	143374.8271
16	21712	379.108	378.133	143353.2454
16	21711	379.08	378.105	143332.0434
16	21710	379.051	378.076	143310.0859
16	21709	379.023	378.048	143288.8871
16	21708	378.994	378.02	143267.3119
16	21707	378.966	377.992	143246.1163
16	21706	378.938	377.963	143224.5433
16	21705	378.909	377.935	143202.9729
16	21704	378.881	377.907	143181.7821
16	21703	378.852	377.879	143160.2149
16	21702	378.824	377.85	143138.6484
16	21701	378.795	377.822	143117.0845
16	21700	378.767	377.794	143095.9
16	21699	378.738	377.766	143074.3393
16	21698	378.71	377.737	143052.7793
16	21697	378.681	377.709	143031.2218
16	21696	378.653	377.681	143010.0437
16	21695	378.624	377.653	142988.4895
16	21694	378.596	377.624	142966.9359
16	21693	378.567	377.596	142945.3849
16	21692	378.539	377.568	142924.2132
16	21691	378.51	377.54	142902.6654
16	21690	378.482	377.511	142881.1183
16	21689	378.454	377.483	142859.9513
16	21688	378.425	377.455	142838.4084
16	21687	378.397	377.427	142817.2445
16	21686	378.368	377.398	142795.3265
16	21685	378.34	377.37	142774.1658
16	21684	378.311	377.342	142752.6294
16	21683	378.283	377.314	142731.4719
16	21682	378.254	377.285	142709.5604
16	21681	378.226	377.257	142688.4061
16	21680	378.197	377.229	142666.8761
16	21679	378.169	377.201	142645.725
16	21678	378.14	377.172	142623.8201
16	21677	378.112	377.144	142602.6721
16	21676	378.084	377.116	142581.5257
16	21675	378.055	377.088	142560.0038
16	21674	378.027	377.06	142538.8606
16	21673	377.998	377.031	142516.9639
16	21672	377.97	377.003	142495.8239
16	21671	377.941	376.975	142474.3085
16	21670	377.913	376.947	142453.1716
16	21669	377.884	376.918	142431.2815
16	21668	377.856	376.89	142410.1478
16	21667	377.828	376.862	142389.0157
16	21666	377.799	376.834	142367.5084
16	21665	377.771	376.805	142346.0017
16	21664	377.742	376.777	142324.4975
16	21663	377.714	376.749	142303.3718
16	21662	377.685	376.721	142281.8709
16	21661	377.657	376.693	142260.7483
16	21660	377.628	376.664	142238.873
16	21659	377.6	376.636	142217.7536
16	21658	377.572	376.608	142196.6358
16	21657	377.543	376.58	142175.1429
16	21656	377.515	376.551	142153.6508
16	21655	377.486	376.523	142132.1612
16	21654	377.458	376.495	142111.0497
16	21653	377.429	376.467	142089.5633
16	21652	377.401	376.439	142068.455
16	21651	377.372	376.41	142046.5945
16	21650	377.344	376.382	142025.4894
16	21649	377.316	376.354	142004.3859
16	21648	377.287	376.326	141982.9076
16	21647	377.259	376.297	141961.4299
16	21646	377.23	376.269	141939.9549
16	21645	377.202	376.241	141918.8577
16	21644	377.173	376.213	141897.3858
16	21643	377.145	376.185	141876.2918
16	21642	377.117	376.156	141854.8223
16	21641	377.088	376.128	141833.3553
16	21640	377.06	376.1	141812.266
16	21639	377.031	376.072	141790.8022
16	21638	377.003	376.044	141769.7161
16	21637	376.975	376.015	141748.2546
16	21636	376.946	375.987	141726.7957
16	21635	376.918	375.959	141705.7144
16	21634	376.889	375.931	141684.2587
16	21633	376.861	375.903	141663.1805
16	21632	376.832	375.874	141641.3512
16	21631	376.804	375.846	141620.2762
16	21630	376.776	375.818	141599.2028
16	21629	376.747	375.79	141577.7551
16	21628	376.719	375.762	141556.6849
16	21627	376.69	375.733	141534.8638
16	21626	376.662	375.705	141513.7967
16	21625	376.634	375.677	141492.7312
16	21624	376.605	375.649	141471.2916
16	21623	376.577	375.621	141450.2293
16	21622	376.548	375.592	141428.4164
16	21621	376.52	375.564	141407.3573
16	21620	376.491	375.536	141385.9242
16	21619	376.463	375.508	141364.8682
16	21618	376.435	375.48	141343.8138
16	21617	376.406	375.451	141322.0091
16	21616	376.378	375.423	141300.9579
16	21615	376.349	375.395	141279.5329
16	21614	376.321	375.367	141258.4848
16	21613	376.293	375.339	141237.4383
16	21612	376.264	375.311	141216.0181
16	21611	376.236	375.282	141194.5986
16	21610	376.207	375.254	141173.1816
16	21609	376.179	375.226	141152.1415
16	21608	376.151	375.198	141131.1029
16	21607	376.122	375.17	141109.6907
16	21606	376.094	375.141	141088.2793
16	21605	376.065	375.113	141066.8703
16	21604	376.037	375.085	141045.8381
